oli	بود	olla	بود#باش	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
kylä	روستای	kylä	روستا	N;NOM;SG	N;SG
kylä	دهکده	kylä	دهکده	N;NOM;SG	N;SG
kylä	ویلیج	kylä	ویلیج	N;NOM;SG	N;SG
kylä	روستا	kylä	روستا	N;NOM;SG	N;SG
palkinnon	جایزه	palkinto	جایزه	N;GEN;SG	N;SG
ehkä	شاید	ehkä	شاید	ADV	ADV
lehden	مجله	lehti	مجله	N;GEN;SG	N;SG
sivu	صفحۀ	sivu	صفحۀ	N;NOM;SG	N;SG
sivu	صفحه	sivu	صفحه	N;NOM;SG	N;SG
kilometrin	مایل	kilo#metri	مایل	N;GEN;SG	N;SG
kilometrin	کیلومتر	kilo#metri	کیلومتر	N;GEN;SG	N;SG
jäsen	عضو	jäsen	عضو	N;NOM;SG	N;SG
jäsen	عضوی	jäsen	عضو	N;NOM;SG	N;SG
englannin	انگلستان	englanti	انگلستان	N;GEN;SG	N;SG
englannin	انگلیس	englanti	انگلیس	N;GEN;SG	N;SG
englannin	انگلیسی	englanti	انگلیسی	N;GEN;SG	N;SG
englannin	english	englanti	english	N;GEN;SG	N;SG
miesten	مردانی	mies	مردانی	N;GEN;PL	N;PL
miesten	مردها	mies	مرد	N;GEN;PL	N;PL
miesten	مردان	mies	مرد	N;GEN;PL	N;PL
tietoa	دانش	tieto	دانش	N;PRT;SG	N;SG
tietoa	آگاهی	tieto	آگاهی	N;PRT;SG	N;SG
tietoa	علم	tieto	علم	N;PRT;SG	N;SG
tietoa	معرفت	tieto	معرفت	N;PRT;SG	N;SG
kokonaan	کاملا	kokonaan	None	ADV	ADV
https	https	https	https	N;NOM;SG	N;SG
suoraan	مستقیما	suoraan	None	ADV	ADV
suoraan	مستقیماً	suoraan	مستقیماً	ADV	ADV
kieli	زبون	kieli	زبون	N;NOM;SG	N;SG
kieli	زبان	kieli	زبان	N;NOM;SG	N;SG
kieli	زبان	kieli	زبان	N;NOM;SG	N;SG
lopussa	پایان	loppu	پایان	N;IN+ESS;SG	N;SG
isä	بابا	isä	None	N;NOM;SG	N;SG
isä	پدر	isä	پدر	N;NOM;SG	N;SG
isä	بابایی	isä	بابایی	N;NOM;SG	N;SG
isä	پدری	isä	پدر	N;NOM;SG	N;SG
isä	پدر	isä	پدر	N;NOM;SG	N;SG
hallituksen	دولتی	hallitus	دولتی	N;GEN;SG	N;SG
hallituksen	حکومت	hallitus	حکومت	N;GEN;SG	N;SG
hallituksen	دولت	hallitus	دولت	N;GEN;SG	N;SG
poliitikko	سیاستمدار	poliitikko	سیاستمدار	N;NOM;SG	N;SG
pelin	بازی	peli	بازی	N;GEN;SG	N;SG
pelin	گیم	peli	گیم	N;GEN;SG	N;SG
versio	نسخۀ	versio	نسخۀ	N;NOM;SG	N;SG
versio	نسخه	versio	نسخه	N;NOM;SG	N;SG
vuosien	سالهای	vuosi	سال	N;GEN;PL	N;PL
vuosien	سالها	vuosi	سال	N;GEN;PL	N;PL
antaa	میدهد	antaa	داد#ده	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
sopimuksen	توافقنامه	sopimus	توافقنامه	N;GEN;SG	N;SG
sopimuksen	موافقتنامه	sopimus	موافقتنامه	N;GEN;SG	N;SG
sopimuksen	قرارداد	sopimus	قرارداد	N;GEN;SG	N;SG
sopimuksen	توافق	sopimus	توافق	N;GEN;SG	N;SG
sopimuksen	قرارداد	sopimus	قرارداد	N;GEN;SG	N;SG
center	سنتر	center	سنتر	N;NOM;SG	N;SG
center	مرکزش	center	مرکزش	N;NOM;SG	N;SG
center	مرکز	center	مرکز	N;NOM;SG	N;SG
johtaja	director	johtaja	director	N;NOM;SG	N;SG
johtaja	کارگردان	johtaja	کارگردان	N;NOM;SG	N;SG
johtaja	مدیر	johtaja	مدیر	N;NOM;SG	N;SG
johtaja	لیدر	johtaja	لیدر	N;NOM;SG	N;SG
johtaja	رهبر	johtaja	رهبر	N;NOM;SG	N;SG
melko	نسبتاً	melko	نسبتاً	ADV	ADV
nopeasti	سریع	nopeasti	سریع	ADV	ADV
nopeasti	سریع	nopeasti	سریع	ADV	ADV
nopeasti	بسرعت	nopeasti	بسرعت	ADV	ADV
single	تکی	single	تکی	N;NOM;SG	N;SG
single	single	single	single	N;NOM;SG	N;SG
single	تک	single	تک	N;NOM;SG	N;SG
yhä	همچنان	yhä	همچنان	ADV	ADV
yhä	هنوزم	yhä	هنوزم	ADV	ADV
yhä	هنوز	yhä	هنوز	ADV	ADV
nimet	نامها	nimi	نامه	N;NOM;PL	N;PL
nimet	نامهای	nimi	نامه	N;NOM;PL	N;PL
heti	فوراً	heti	فوراً	ADV	ADV
heti	بلافاصله	heti	بلافاصله	ADV	ADV
iso	بزرگ	iso	بزرگ	ADJ;NOM;SG	ADJ
iso	درشت	iso	درشت	ADJ;NOM;SG	ADJ
iso	بزرگ	iso	بزرگ	ADJ;NOM;SG	ADJ
kotisivu	آغازه	koti#sivu	آغازه	N;NOM;SG	N;SG
uusia	نو	uusi	نو	ADJ;PRT;PL	ADJ
uusia	جدید	uusi	جدید	ADJ;PRT;PL	ADJ
kirja	کتاب	kirja	کتاب	N;NOM;SG	N;SG
kirja	کتابی	kirja	کتاب	N;NOM;SG	N;SG
aluksen	مجرا	alus	None	N;GEN;SG	N;SG
aluksen	سفینه	alus	سفینه	N;GEN;SG	N;SG
aluksen	کشتی	alus	کشتی	N;GEN;SG	N;SG
uutta	نو	uusi	نو	ADJ;PRT;SG	ADJ
uutta	جدید	uusi	جدید	ADJ;PRT;SG	ADJ
lisää	دیگر	lisää	دیگر	ADV	ADV
oikea	واقعی	oikea	واقعی	ADJ;NOM;SG	ADJ
nykyinen	جاری	nykyinen	جاری	ADJ;NOM;SG	ADJ
nykyinen	حاضر	nykyinen	حاضر	ADJ;NOM;SG	ADJ
espanjan	اسپانیای	espanja	اسپانیا	N;GEN;SG	N;SG
espanjan	اسپانیا	espanja	اسپانیا	N;GEN;SG	N;SG
espanjan	اسپانیا	espanja	اسپانیا	N;GEN;SG	N;SG
espanjan	اسپانیایی	espanja	اسپانیایی	N;GEN;SG	N;SG
jäsenet	اعضای	jäsen	عضو	N;NOM;PL	N;PL
jäsenet	اعضا	jäsen	عضو	N;NOM;PL	N;PL
joulukuussa	دسامبر	joulukuu	دسامبر	N;IN+ESS;SG	N;SG
pääasiassa	غالبا	pääasiassa	غالبا	ADV	ADV
pääasiassa	اساسا	pääasiassa	اساساً	ADV	ADV
pääasiassa	عمدتاً	pääasiassa	عمدتا	ADV	ADV
pääasiassa	عمدتاً	pääasiassa	عمدتا	ADV	ADV
maalia	نقاشی	maali	نقاشی	N;PRT;SG	N;SG
kilpailun	مسابقه	kilpailu	مسابقه	N;GEN;SG	N;SG
kilpailun	رقابت	kilpailu	رقابت	N;GEN;SG	N;SG
kilpailun	مسابقه	kilpailu	مسابقه	N;GEN;SG	N;SG
kahdeksan	هشت	kahdeksan	هشت	NUM;NOM;SG	NUM
elokuussa	آگوست	elokuu	آگوست	N;IN+ESS;SG	N;SG
elokuussa	آگست	elokuu	آگست	N;IN+ESS;SG	N;SG
elokuussa	اوت	elokuu	اوت	N;IN+ESS;SG	N;SG
vanha	کهنه	vanha	کهنه	ADJ;NOM;SG	ADJ
www	www	www	www	N;NOM;SG	N;SG
luokka	مقوله	luokka	مقوله	N;NOM;SG	N;SG
luokka	دسته	luokka	دسته	N;NOM;SG	N;SG
luokka	رده	luokka	رده	N;NOM;SG	N;SG
luokka	ردۀ	luokka	ردۀ	N;NOM;SG	N;SG
luokka	کلاس	luokka	کلاس	N;NOM;SG	N;SG
luokka	class	luokka	class	N;NOM;SG	N;SG
luokka	کلاسی	luokka	کلاسی	N;NOM;SG	N;SG
toiminta	کنش	toiminta	None	N;NOM;SG	N;SG
toiminta	اکشن	toiminta	اکشن	N;NOM;SG	N;SG
toiminta	اقدام	toiminta	اقدام	N;NOM;SG	N;SG
toiminta	عمل	toiminta	عمل	N;NOM;SG	N;SG
toiminta	عمل	toiminta	عمل	N;NOM;SG	N;SG
toiminta	فعالیت	toiminta	فعالیت	N;NOM;SG	N;SG
historia	تاریخچه	historia	تاریخچه	N;NOM;SG	N;SG
historia	تاریخ	historia	تاریخ	N;NOM;SG	N;SG
william	ویلیام	william	ویلیام	N;NOM;SG	N;SG
yliopisto	دانشگاه	yli#opisto	دانشگاه	N;NOM;SG	N;SG
yliopisto	qom	yli#opisto	qom	N;NOM;SG	N;SG
yliopisto	کالج	yli#opisto	None	N;NOM;SG	N;SG
yliopisto	دانشکده	yli#opisto	دانشکده	N;NOM;SG	N;SG
yliopisto	دانشگاه	yli#opisto	دانشگاه	N;NOM;SG	N;SG
yliopisto	دانشگاهی	yli#opisto	دانشگاهی	N;NOM;SG	N;SG
lokakuussa	اکتبر	lokakuu	اکتبر	N;IN+ESS;SG	N;SG
lokakuussa	october	lokakuu	None	N;IN+ESS;SG	N;SG
syksyllä	پاییز	syksy	پاییز	N;AT+ESS
;SG	N;SG
syksyllä	پائیز	syksy	پائیز	N;AT+ESS
;SG	N;SG
syksyllä	پاییزی	syksy	پاییزی	N;AT+ESS
;SG	N;SG
syksyllä	خزان	syksy	خزان	N;AT+ESS
;SG	N;SG
tarkoitus	مقصود	tarkoitus	مقصود	N;NOM;SG	N;SG
tarkoitus	هدفی	tarkoitus	هدفی	N;NOM;SG	N;SG
sivusto	سایت	sivusto	سایت	N;NOM;SG	N;SG
sivusto	وبگاه	sivusto	وبگاه	N;NOM;SG	N;SG
sivusto	وبسایت	sivusto	وبسایت	N;NOM;SG	N;SG
sivusto	سایت	sivusto	سایت	N;NOM;SG	N;SG
englanti	انگلستان	englanti	انگلستان	N;NOM;SG	N;SG
englanti	انگلیس	englanti	انگلیس	N;NOM;SG	N;SG
englanti	انگلیسی	englanti	انگلیسی	N;NOM;SG	N;SG
englanti	english	englanti	english	N;NOM;SG	N;SG
edes	حتی	edes	حتی	ADV	ADV
marraskuussa	نوامبر	marraskuu	نوامبر	N;IN+ESS;SG	N;SG
mahdollista	ممکن	mahdollinen	ممکن	ADJ;PRT;SG	ADJ
kuvaa	فتو	kuva	فتو	N;PRT;SG	N;SG
kuvaa	photo	kuva	photo	N;PRT;SG	N;SG
kuvaa	عکس	kuva	عکس	N;PRT;SG	N;SG
kuvaa	عکسه	kuva	عکسه	N;PRT;SG	N;SG
kuvaa	عکس	kuva	عکس	N;PRT;SG	N;SG
alusta	سکوی	alku	سکوی	N;IN+ABL;SG	N;SG
alusta	سکو	alku	سکو	N;IN+ABL;SG	N;SG
alusta	سفینه	alku	سفینه	N;IN+ABL;SG	N;SG
alusta	کشتی	alku	کشتی	N;IN+ABL;SG	N;SG
alusta	اسکلت	alku	اسکلت	N;IN+ABL;SG	N;SG
alusta	شاسی	alku	شاسی	N;IN+ABL;SG	N;SG
luku	سوره	luku	سوره	N;NOM;SG	N;SG
luku	فصل	luku	فصل	N;NOM;SG	N;SG
luku	عدد	luku	عدد	N;NOM;SG	N;SG
luku	شمارۀ	luku	شمارۀ	N;NOM;SG	N;SG
luku	شماره	luku	شماره	N;NOM;SG	N;SG
japanin	ژاپن	japani	ژاپن	N;GEN;SG	N;SG
japanin	ژاپنی	japani	ژاپنی	N;GEN;SG	N;SG
ottaa	گرفته	ottaa	گرفت#گیر	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;V.PTCP
säveltäjä	مؤلف	säveltäjä	مؤلف	N;NOM;SG	N;SG
säveltäjä	composer	säveltäjä	composer	N;NOM;SG	N;SG
säveltäjä	آهنگساز	säveltäjä	آهنگساز	N;NOM;SG	N;SG
käyttö	استعمال	käyttö	None	N;NOM;SG	N;SG
käyttö	کاربرد	käyttö	کاربرد	N;NOM;SG	N;SG
ihmisen	انسان	ihminen	انسان	N;GEN;SG	N;SG
ihmisen	انسانی	ihminen	انسانی	N;GEN;SG	N;SG
ihmisen	بشر	ihminen	بشر	N;GEN;SG	N;SG
kolmanneksi	سومین	kolmas	سومین	ADJ;TRANS;SG	ADJ;RL
kolmanneksi	سوم	kolmas	سوم	ADJ;TRANS;SG	ADJ
kiinan	چین	kiina	چین	N;GEN;SG	N;SG
kiinan	چینی	kiina	چینی	N;GEN;SG	N;SG
kesäkuussa	ژوئن	kesäkuu	None	N;IN+ESS;SG	N;SG
mies	مذکر	mies	None	N;NOM;SG	N;SG
mies	نر	mies	نر	N;NOM;SG	N;SG
mies	انسان	mies	انسان	N;NOM;SG	N;SG
mies	مَرد	mies	مَرد	N;NOM;SG	N;SG
mies	مرد	mies	مرد	N;NOM;SG	N;SG
sota	جنگ	sota	جنگ	N;NOM;SG	N;SG
sota	جنگی	sota	جنگی	N;NOM;SG	N;SG
helmikuussa	فوریه	helmikuu	فوریه	N;IN+ESS;SG	N;SG
heinäkuussa	ژوئیه	heinäkuu	ژوئیه	N;IN+ESS;SG	N;SG
heinäkuussa	جولای	heinäkuu	جولا	N;IN+ESS;SG	N;SG
etenkin	مخصوصا	etenkin	مخصوصا	ADV	ADV
palkinto	اجر	palkinto	None	N;NOM;SG	N;SG
palkinto	پاداش	palkinto	پاداش	N;NOM;SG	N;SG
palkinto	جایزه	palkinto	جایزه	N;NOM;SG	N;SG
palkinto	جایزه	palkinto	جایزه	N;NOM;SG	N;SG
amerikan	امریکایی	amerikka	None	N;GEN;SG	N;SG
amerikan	امریکن	amerikka	None	N;GEN;SG	N;SG
amerikan	آمریکن	amerikka	آمریکن	N;GEN;SG	N;SG
amerikan	آمریکای	amerikka	آمریکا	N;GEN;SG	N;SG
amerikan	امریکا	amerikka	امریکا	N;GEN;SG	N;SG
amerikan	آمریکا	amerikka	آمریکا	N;GEN;SG	N;SG
ruotsissa	سوئد	ruotsi	سوئد	N;IN+ESS;SG	N;SG
cupin	فنجان	cup	None	N;GEN;SG	N;SG
cupin	جامی	cup	جام	N;GEN;SG	N;SG
cupin	کاپ	cup	کاپ	N;GEN;SG	N;SG
cupin	جام	cup	جام	N;GEN;SG	N;SG
yleisesti	عموما	yleisesti	عموما	ADV	ADV
yleisesti	عموماً	yleisesti	عموما	ADV	ADV
varsinkin	مخصوصا	varsinkin	مخصوصا	ADV	ADV
sivut	صفحات	sivu	None	N;NOM;PL	N;PL
cup	فنجان	cup	None	N;NOM;SG	N;SG
cup	جامی	cup	جام	N;NOM;SG	N;SG
cup	کاپ	cup	کاپ	N;NOM;SG	N;SG
cup	جام	cup	جام	N;NOM;SG	N;SG
ryhmä	جوخه	ryhmä	جوخه	N;NOM;SG	N;SG
ryhmä	گروهبندی	ryhmä	گروهبندی	N;NOM;SG	N;SG
ryhmä	گروپ	ryhmä	گروپ	N;NOM;SG	N;SG
ryhmä	گروه	ryhmä	گروه	N;NOM;SG	N;SG
ryhmä	تیم	ryhmä	تیم	N;NOM;SG	N;SG
ryhmä	تیمی	ryhmä	تیم	N;NOM;SG	N;SG
huhtikuussa	اپریل	huhtikuu	اپریل	N;IN+ESS;SG	N;SG
huhtikuussa	آوریل	huhtikuu	None	N;IN+ESS;SG	N;SG
afrikan	آفریقایی	afrikka	آفریقایی	N;GEN;SG	N;SG
sunnuntai	ساندی	sunnuntai	ساند#سان	N;NOM;SG	N;SG
sunnuntai	یکشنبه	sunnuntai	یکشنبه	N;NOM;SG	N;SG
kulkee	میگذرد	kulkea	گذشت#گذر	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
peli	بازی	peli	بازی	N;NOM;SG	N;SG
peli	گیم	peli	گیم	N;NOM;SG	N;SG
käyttäjä	کاربر	käyttäjä	کاربر	N;NOM;SG	N;SG
kappaleet	فصلها	kappale	فصل	N;NOM;PL	N;PL
päivän	روز	päivä	روز	N;GEN;SG	N;SG
päivän	روزی	päivä	روز	N;GEN;SG	N;SG
puolella	پهلو	puoli	پهلو	N;AT+ESS
;SG	N;SG
puolella	طرف	puoli	طرف	N;AT+ESS
;SG	N;SG
asema	وضعیت	asema	وضعیت	N;NOM;SG	N;SG
asema	موضع	asema	موضع	N;NOM;SG	N;SG
asema	موقعیت	asema	موقعیت	N;NOM;SG	N;SG
asema	پاسگاه	asema	پاسگاه	N;NOM;SG	N;SG
asema	ایستگاه	asema	ایستگاه	N;NOM;SG	N;SG
historian	تاریخچه	historia	تاریخچه	N;GEN;SG	N;SG
historian	تاریخ	historia	تاریخ	N;GEN;SG	N;SG
formula	فرمول	formula	None	N;NOM;SG	N;SG
näitä	اینها	tämä	این	PRO;PRT;PL	PRO;PL
charles	شارل	charles	شارل	N;NOM;SG	N;SG
charles	چارلز	charles	چارلز	N;NOM;SG	N;SG
puolue	مهمانی	puolue	مهمان	N;NOM;SG	N;SG
puolue	پارتی	puolue	پارت	N;NOM;SG	N;SG
puolue	مهمونی	puolue	مهمونی	N;NOM;SG	N;SG
puolue	حزب	puolue	حزب	N;NOM;SG	N;SG
puolue	جشن	puolue	جشن	N;NOM;SG	N;SG
rooman	رومان	rooma	رومان	N;GEN;SG	N;SG
rooman	رومی	rooma	رومی	N;GEN;SG	N;SG
rooman	رومن	rooma	رومن	N;GEN;SG	N;SG
rooman	رُم	rooma	رُم	N;GEN;SG	N;SG
rooman	رم	rooma	رم	N;GEN;SG	N;SG
ilmeisesti	ظاهرا	ilmeisesti	ظاهراً	ADV	ADV
norjan	نروژی	norja	نروژی	N;GEN;SG	N;SG
norjan	نروژ	norja	نروژ	N;GEN;SG	N;SG
norjan	نروژ	norja	نروژ	N;GEN;SG	N;SG
päivää	روزگار	päivä	روزگار	N;PRT;SG	N;SG
piiri	مدار	piiri	مدار	N;NOM;SG	N;SG
piiri	circuit	piiri	circuit	N;NOM;SG	N;SG
piiri	منطقه	piiri	منطقه	N;NOM;SG	N;SG
piiri	ناحیه	piiri	ناحیه	N;NOM;SG	N;SG
piiri	بخش	piiri	بخش	N;NOM;SG	N;SG
varaus	رزرو	varaus	رزرو	N;NOM;SG	N;SG
varaus	رزرو	varaus	رزرو	N;NOM;SG	N;SG
varaus	ذخیره	varaus	ذخیره	N;NOM;SG	N;SG
koulu	مدرسه	koulu	مدرسه	N;NOM;SG	N;SG
koulu	مکتب	koulu	مکتب	N;NOM;SG	N;SG
yritys	شرکت	yritys	شرکت	N;NOM;SG	N;SG
yritys	company	yritys	None	N;NOM;SG	N;SG
yritys	کمپانی	yritys	کمپانی	N;NOM;SG	N;SG
yritys	تجارت	yritys	تجارت	N;NOM;SG	N;SG
yritys	کسب	yritys	کسب	N;NOM;SG	N;SG
yritys	b	yritys	b	N;NOM;SG	N;SG
yritys	انترپرایز	yritys	انترپرایز	N;NOM;SG	N;SG
yritys	سازمانی	yritys	None	N;NOM;SG	N;SG
svg	svg	svg	svg	N;NOM;SG	N;SG
maanantai	دوشنبه	maanantai	دوشنبه	N;NOM;SG	N;SG
radio	رادیویی	radio	رادیویی	N;NOM;SG	N;SG
radio	رادیو	radio	رادیو	N;NOM;SG	N;SG
radio	بیسیم	radio	دیست#ییس	N;NOM;SG	N;SG
tapauksessa	پرونده	tapaus	پرونده	N;IN+ESS;SG	N;SG
tapauksessa	کیس	tapaus	کیس	N;IN+ESS;SG	N;SG
tapauksessa	مورد	tapaus	مورد	N;IN+ESS;SG	N;SG
thomas	توماس	thomas	None	N;NOM;SG	N;SG
thomas	تامس	thomas	تامس	N;NOM;SG	N;SG
thomas	توما	thomas	توما	N;NOM;SG	N;SG
nimeltään	نامدار	nimi	نامدار	N;AT+ABL;SG	N;SG
lauantai	شنبه	lauantai	شنبه	N;NOM;SG	N;SG
pääosin	غالبا	pääosin	غالبا	ADV	ADV
pääosin	اساسا	pääosin	اساساً	ADV	ADV
pääosin	عمدتاً	pääosin	عمدتا	ADV	ADV
kuinka	چطور	kuinka	چطور	ADV	ADV
musta	مشکی	musta	مشکی	N;NOM;SG	N;SG
musta	سیاهی	musta	سیاهی	N;NOM;SG	N;SG
musta	بلک	musta	بلک	N;NOM;SG	N;SG
tie	جاده	tie	جاده	N;NOM;SG	N;SG
keisari	امپراتور	keisari	امپراتور	N;NOM;SG	N;SG
keisari	امپراطور	keisari	امپراطور	N;NOM;SG	N;SG
pistettä	امتیاز	piste	امتیاز	N;PRT;SG	N;SG
pistettä	نکته	piste	نکته	N;PRT;SG	N;SG
pistettä	نقطه	piste	نقطه	N;PRT;SG	N;SG
pistettä	پوینت	piste	پوینت	N;PRT;SG	N;SG
saapui	آمد	saapua	آمد#آ	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
tuomari	داوری	tuomari	داوری	N;NOM;SG	N;SG
tuomari	قاضی	tuomari	قاضی	N;NOM;SG	N;SG
tuomari	داور	tuomari	داور	N;NOM;SG	N;SG
musiikin	موسیقی	musiikki	موسیقی	N;GEN;SG	N;SG
musiikin	موزیک	musiikki	موزیک	N;GEN;SG	N;SG
muusikko	نوازنده	muusikko	نوازنده	N;NOM;SG	N;SG
muusikko	musician	muusikko	musician	N;NOM;SG	N;SG
muusikko	موسیقیدان	muusikko	موسیقید	N;NOM;SG	N;SG
lehti	روزنامه	lehti	روزنامه	N;NOM;SG	N;SG
lehti	مجله	lehti	مجله	N;NOM;SG	N;SG
lehti	برگی	lehti	برگی	N;NOM;SG	N;SG
lehti	برگ	lehti	برگ	N;NOM;SG	N;SG
lehti	ژورنال	lehti	ژورنال	N;NOM;SG	N;SG
lehti	مجله	lehti	مجله	N;NOM;SG	N;SG
lehti	نشریه	lehti	نشریه	N;NOM;SG	N;SG
toimintaa	کنش	toiminta	None	N;PRT;SG	N;SG
toimintaa	اکشن	toiminta	اکشن	N;PRT;SG	N;SG
toimintaa	اقدام	toiminta	اقدام	N;PRT;SG	N;SG
toimintaa	عمل	toiminta	عمل	N;PRT;SG	N;SG
toimintaa	فعالیت	toiminta	فعالیت	N;PRT;SG	N;SG
viralliset	رسمی	virallinen	رسمی	ADJ;NOM;PL	ADJ
piispa	اسقف	piispa	اسقف	N;NOM;SG	N;SG
piispa	بیشاپ	piispa	بیشاپ	N;NOM;SG	N;SG
paino	وزنش	paino	وزنش	N;NOM;SG	N;SG
paino	وزنه	paino	None	N;NOM;SG	N;SG
paino	وزن	paino	وزن	N;NOM;SG	N;SG
karjalan	کارلیا	karjala	کارلیا	N;GEN;SG	N;SG
vuosi	سال	vuosi	سال	N;NOM;SG	N;SG
saari	آیلند	saari	آیلند	N;NOM;SG	N;SG
saari	جزیره	saari	جزیره	N;NOM;SG	N;SG
hallitus	کابینه	hallitus	کابینه	N;NOM;SG	N;SG
hallitus	کابینت	hallitus	کابینت	N;NOM;SG	N;SG
hallitus	دولتی	hallitus	دولتی	N;NOM;SG	N;SG
hallitus	حکومت	hallitus	حکومت	N;NOM;SG	N;SG
hallitus	دولت	hallitus	دولت	N;NOM;SG	N;SG
neljäs	چهارم	neljäs	چهارم	ADJ;NOM;SG	ADJ
kylän	روستای	kylä	روستا	N;GEN;SG	N;SG
kylän	دهکده	kylä	دهکده	N;GEN;SG	N;SG
kylän	ویلیج	kylä	ویلیج	N;GEN;SG	N;SG
kylän	روستا	kylä	روستا	N;GEN;SG	N;SG
pääkaupunki	پایتخت	pää#kaupunki	پایتخت	N;NOM;SG	N;SG
pääkaupunki	سرمایه	pää#kaupunki	سرمایه	N;NOM;SG	N;SG
henkilö	شخص	henkilö	شخص	N;NOM;SG	N;SG
kierros	تور	kierros	تور	N;NOM;SG	N;SG
kierros	tour	kierros	tour	N;NOM;SG	N;SG
vanhemmat	والدین	vanhempi	والد	N;NOM;PL	N;PL
keskus	سنتر	keskus	سنتر	N;NOM;SG	N;SG
keskus	مرکزش	keskus	مرکزش	N;NOM;SG	N;SG
keskus	مرکز	keskus	مرکز	N;NOM;SG	N;SG
keskus	سنتر	keskus	سنتر	N;NOM;SG	N;SG
keskus	مرکز	keskus	مرکز	N;NOM;SG	N;SG
kilpailu	مسابقه	kilpailu	مسابقه	N;NOM;SG	N;SG
kilpailu	رقابت	kilpailu	رقابت	N;NOM;SG	N;SG
kilpailu	مسابقه	kilpailu	مسابقه	N;NOM;SG	N;SG
joukot	سربازان	joukko	سرباز	N;NOM;PL	N;PL
joukot	نیروهای	joukko	نیرو	N;NOM;PL	N;PL
joukot	نیروهایی	joukko	نیرو	N;NOM;PL	N;PL
alkuperäinen	اصلی	alku#peräinen	اصلی	ADJ;NOM;SG	ADJ
maahan	زمینی	maa	زمینی	N;IN+ALL;SG	N;SG
valtio	کانتری	valtio	کان	N;NOM;SG	N;SG
valtio	کشوری	valtio	کشوری	N;NOM;SG	N;SG
valtio	کشور	valtio	کشور	N;NOM;SG	N;SG
valtio	مملکت	valtio	مملکت	N;NOM;SG	N;SG
valtio	ییلاق	valtio	ییلاق	N;NOM;SG	N;SG
valtio	حالت	valtio	حالت	N;NOM;SG	N;SG
valtio	استیت	valtio	استیت	N;NOM;SG	N;SG
valtio	دولت	valtio	دولت	N;NOM;SG	N;SG
valtio	وضعیت	valtio	وضعیت	N;NOM;SG	N;SG
valtio	ایالت	valtio	ایالت	N;NOM;SG	N;SG
valtio	دولتی	valtio	دولتی	N;NOM;SG	N;SG
valtio	حکومت	valtio	حکومت	N;NOM;SG	N;SG
valtio	دولت	valtio	دولت	N;NOM;SG	N;SG
täällä	اینجا	täällä	اینجا	ADV	ADV;ESS
ura	حرفه	ura	None	N;NOM;SG	N;SG
ura	شغل	ura	شغل	N;NOM;SG	N;SG
painos	ورژن	painos	ورژن	N;NOM;SG	N;SG
miksi	چرا	miksi	چرا	ADV	ADV
kirjoittaa	مینویسد	kirjoittaa	نمود#آ	V;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
taistelu	رزم	taistelu	رزم	N;NOM;SG	N;SG
taistelu	کارزار	taistelu	کارزار	N;NOM;SG	N;SG
taistelu	بتل	taistelu	بتل	N;NOM;SG	N;SG
taistelu	نبرد	taistelu	None	N;NOM;SG	N;SG
taistelu	بجنگ	taistelu	بجنگ	N;NOM;SG	N;SG
toimittaja	گزارشگر	toimittaja	None	N;NOM;SG	N;SG
toimittaja	خبرنگار	toimittaja	خبرنگار	N;NOM;SG	N;SG
toimittaja	ویرایشگر	toimittaja	ویرایشگر	N;NOM;SG	N;SG
auto	خودرو	auto	خودرو	N;NOM;SG	N;SG
auto	خودروی	auto	خودرو	N;NOM;SG	N;SG
auto	ماشین	auto	ماشین	N;NOM;SG	N;SG
auto	اتومبیل	auto	اتومبیل	N;NOM;SG	N;SG
auto	خودرو	auto	خودرو	N;NOM;SG	N;SG
auto	خودکار	auto	خودکار	N;NOM;SG	N;SG
nimeä	نام	nimi	نام	N;PRT;SG	N;SG
joen	ریور	joki	ریور	N;GEN;SG	N;SG
joen	رودخانه	joki	رودخانه	N;GEN;SG	N;SG
joen	جو	joki	جو	N;GEN;SG	N;SG
levyn	آلبوم	levy	آلبوم	N;GEN;SG	N;SG
levyn	دیسک	levy	دیسک	N;GEN;SG	N;SG
levyn	دیسک	levy	دیسک	N;GEN;SG	N;SG
viime	واپسین	viime	واپسین	ADJ	ADJ;RL
viime	آخرین	viime	آخرین	ADJ	ADJ;RL
viime	اخرین	viime	اخرین	ADJ	ADJ;RL
asioita	اوضاع	asia	وضع	N;PRT;PL	N;PL
asioita	چیزها	asia	چیز	N;PRT;PL	N;PL
perjantai	آدینه	perjantai	آدینه	N;NOM;SG	N;SG
perjantai	جمعه	perjantai	جمعه	N;NOM;SG	N;SG
mieltä	نمای	mieli	None	N;PRT;SG	N;SG
sana	سخن	sana	سخن	N;NOM;SG	N;SG
sana	کلمه	sana	کلمه	N;NOM;SG	N;SG
sana	واژه	sana	واژه	N;NOM;SG	N;SG
sana	کلام	sana	کلام	N;NOM;SG	N;SG
sana	sana	sana	sana	N;NOM;SG	N;SG
arvo	رتبه	arvo	None	N;NOM;SG	N;SG
