और	en	और	en		CONJ
महत्वपूर्ण	kritiek	महत्वपूर्ण	kritiek	ADJ	N;MASC+FEM;SG
आप	jou	आप	jou	PRO;NOM;SG;2;FORM	PRO;ACC;2
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	N;NEUT;SG
अक्टूबर	oktober	अक्टूबर	oktober	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
अक्टूबर	october	अक्टूबर	october	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
अक्टूबर	lgo	अक्टूबर	lgo	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
समूह	groepen	समूह	groep	N;NOM;MASC;SG;3	N;PL
वर्तमान	huidig	वर्तमान	huidig	N;NOM;MASC;SG;3	ADJ
वर्तमान	huidige	वर्तमान	huidig	N;NOM;MASC;SG;3	ADJ
वर्तमान	actueel	वर्तमान	actueel	N;NOM;MASC;SG;3	ADJ
वर्तमान	aanwezig	वर्तमान	aanwezig	N;NOM;MASC;SG;3	ADJ
वर्तमान	heden	वर्तमान	heden	N;NOM;MASC;SG;3	ADV
वर्तमान	presenteren	वर्तमान	presenteren	N;NOM;MASC;SG;3	V;NFIN
वर्तमान	presenteer	वर्तमान	presenteren	N;NOM;MASC;SG;3	V;SG;PRS;FIN
अध्ययन	studeren	अध्ययन	studeren	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	studeer	अध्ययन	studeer	N;NOM;MASC;SG;3	V;SG;PRS;FIN
अध्ययन	studeren	अध्ययन	studeren	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	bestuderen	अध्ययन	bestuderen	N;NOM;MASC;SG;3	V;NFIN
अध्ययन	studies	अध्ययन	studie	N;NOM;MASC;SG;3	N;PL
विभाग	afdelingen	विभाग	afdeling	N;NOM;MASC;SG;3	N;PL
विभाग	departementen	विभाग	departement	N;NOM;MASC;SG;3	N;PL
आम	mango	आम	mango	ADJ	N;MASC+FEM;SG
स्थिति	staat	स्थिति	staan	N;NOM;FEM;SG;3	V;SG;PRS;FIN
प्रभाव	uitwerkingen	प्रभाव	uitwerking	N;NOM;MASC;SG;3	N;PL
प्रभाव	effecten	प्रभाव	effect	N;NOM;MASC;SG;3	N;PL
प्रभाव	gevolgen	प्रभाव	gevolg	N;NOM;MASC;SG;3	N;PL
प्रभाव	invloeden	प्रभाव	invloeden	N;NOM;MASC;SG;3	N;PL
आदर्श	idealisme	आदर्श	idealisme	PROPN;NOM;MASC;SG;3	N;NEUT;SG
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
आदर्श	ideaal	आदर्श	ideaal	PROPN;NOM;MASC;SG;3	ADJ
आदर्श	idool	आदर्श	idool	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
साल	jaren	साल	jaar	N;NOM;MASC;SG;3	N;PL
पहली	eerst	पहला	eerst	ADJ;NOM;FEM;SG	ADV
अमेरिकी	amerikaan	अमेरिकी	amerikaan	PROPN;NOM;SG;3	N;MASC+FEM;SG
अमेरिकी	amerikaans	अमेरिकी	amerikaans	PROPN;NOM;SG;3	ADJ
अमेरिकी	amerikaanse	अमेरिकी	amerikaans	PROPN;NOM;SG;3	ADJ
अमेरिकी	amerikaan	अमेरिकी	amerikaan	PROPN;NOM;SG;3	N;MASC+FEM;SG
अमेरिकी	amerikanen	अमेरिकी	amerikaan	PROPN;NOM;SG;3	N;PL
बनाने	making	बना	making	V;MASC;NFIN;ACT	
आज	vandaag	आज	vandaag	N;NOM;MASC;SG;3	ADV
स्थापित	opgericht	स्थापित	oprichten	ADJ	V;V.PTCP
स्थापित	gevestigde	स्थापित	vestigen	ADJ	V;V.PTCP
स्थापित	gevestigd	स्थापित	vestigen	ADJ	V;V.PTCP
स्थापित	geïnstalleerde	स्थापित	installeren	ADJ	V;V.PTCP
स्थापित	geinstalleerd	स्थापित	installeren	ADJ	V;V.PTCP
स्थापित	geïnstalleerd	स्थापित	installeren	ADJ	V;V.PTCP
स्थापित	gegrond	स्थापित	gronden	ADJ	V;V.PTCP
स्थापित	opgericht	स्थापित	oprichten	ADJ	V;V.PTCP
स्थापित	gesticht	स्थापित	stichten	ADJ	V;V.PTCP
उच्च	high	उच्च	high		
उच्च	hoog	उच्च	hoog		ADJ
उच्च	hoge	उच्च	hoog		ADJ
उच्च	sublieme	उच्च	subliem		ADJ
उच्च	subliem	उच्च	subliem		ADJ
चाहिए	moet	चाहिए	moeten	V;ACT	V;SG;PRS;FIN
काफी	genoeg	काफी	genoeg	DET	ADV
बड़ी	large	बडा	larg	ADJ;NOM;FEM;SG	
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
चार	four	चार	four	NUM	
शक	twijfelen	शक	twijfelen	N;NOM;MASC;SG;3	V;NFIN
प्रभा	prabha	प्रभा	prabha		N;MASC+FEM;SG
प्रभा	pera	प्रभा	pera		N;MASC+FEM;SG
श्री	sri	श्री	sri	N;NOM;MASC;SG;3	PROPN;NEUT;SG
उदाहरण	voorbeelden	उदाहरण	voorbeeld	N;NOM;MASC;SG;3	N;PL
उसका	zijn	वह	zijn	PRO;MASC;SG;3	V;PL;PRS;FIN
उसका	haar	वह	haar	PRO;MASC;SG;3	PRO;ACC;3
जिससे	welke	जो	welk	PRO;SG;3	PRO
स्थापना	installaties	स्थापना	installatie	N;NOM;FEM;SG;3	N;PL
स्थापना	installeren	स्थापना	installeren	N;NOM;FEM;SG;3	V;NFIN
स्थापना	installeer	स्थापना	installeer	N;NOM;FEM;SG;3	V;SG;PRS;FIN
अधिकांश	meesten	अधिकांश	veel	CONJ	PRO
अधिकांश	most	अधिकांश	mosten	CONJ	
अधिकांश	meeste	अधिकांश	veel	CONJ	PRO
अधिकांश	meest	अधिकांश	veel	CONJ	PRO
अधिकांश	voornamelijk	अधिकांश	voornamelijk	CONJ	ADJ
अधिकांश	hoofdzakelijk	अधिकांश	hoofdzakelijk	CONJ	ADJ
अधिकांश	meestal	अधिकांश	meestal	CONJ	ADV
अधिकांश	vooral	अधिकांश	vooral	CONJ	ADV
सामाजिक	sociale	सामाजिक	sociaal	PROPN;NOM;SG;3	ADJ
सामाजिक	sociaal	सामाजिक	sociaal	PROPN;NOM;SG;3	ADJ
प्रत्येक	elk	प्रत्येक	elk	DET	PRO
प्रत्येक	ieder	प्रत्येक	ieder	DET	PRO
प्रत्येक	elk	प्रत्येक	elk	DET	PRO
प्रत्येक	ieder	प्रत्येक	ieder	DET	PRO
बड़ा	large	बड़ा	larg	ADJ;NOM;MASC;SG	
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
स्तर	levels	स्तर	level	N;NOM;MASC;SG;3	N;PL
स्तर	niveaus	स्तर	niveaus	N;NOM;MASC;SG;3	N;PL
बनाया	made	बना	made	V;PFV;MASC;SG;V.PTCP;ACT	
जारी	voortgezet	जारी	voortzetten	ADJ	V;V.PTCP
जारी	vervolg	जारी	vervolg	ADJ	N;NEUT;SG
जारी	doorlopend	जारी	doorlopen	ADJ	V;V.PTCP
जारी	lopende	जारी	lopen	ADJ	V;V.PTCP
जारी	afgegeven	जारी	afgeven	ADJ	V;V.PTCP
जारी	uitgegeven	जारी	uitgeven	ADJ	V;V.PTCP
जबकि	terwijl	जबकि	terwijl	CONJ	CONJ
चित्र	plaatjes	चित्र	plaat	N;NOM;MASC;SG;3	N;PL
चित्र	beelden	चित्र	beeld	N;NOM;MASC;SG;3	N;PL
चित्र	afbeeldingen	चित्र	afbeelding	N;NOM;MASC;SG;3	N;PL
इससे	van	यह	van	PRO;SG;3	ADP
इससे	uit	यह	uit	PRO;SG;3	ADP
इससे	vanaf	यह	vanaf	PRO;SG;3	ADP
इससे	verzint	यह	verzinnen	PRO;SG;3	V;SG;PRS;FIN
सरकारी	gouvernementele	सरकारी	gouvernementeel	ADJ;NOM	N;MASC+FEM;SG
सरकारी	ambtenaar	सरकारी	ambtenaar	ADJ;NOM	N;MASC+FEM;SG
सरकारी	regering	सरकारी	regering	ADJ;NOM	N;MASC+FEM;SG
सरकारी	overheid	सरकारी	overheid	ADJ;NOM	N;MASC+FEM;SG
जहां	waar	जहाँ	waar	PRO;NOM	ADV
सूची	lijstjes	सूची	lijst	N;NOM;FEM;SG;3	N;PL
सूची	lijsten	सूची	lijst	N;NOM;FEM;SG;3	N;PL
विचार	ideeën	विचार	idee	N;NOM;MASC;SG;3	N;PL
विचार	ideeen	विचार	ideeen	N;NOM;MASC;SG;3	N;PL
विचार	ideetjes	विचार	idee	N;NOM;MASC;SG;3	N;PL
विचार	dacht	विचार	denken	N;NOM;MASC;SG;3	V;SG;PST;FIN
विचार	dachten	विचार	denken	N;NOM;MASC;SG;3	V;PL;PST;FIN
विचार	gedacht	विचार	denken	N;NOM;MASC;SG;3	V;V.PTCP
विचार	gedachten	विचार	gedacht	N;NOM;MASC;SG;3	N;PL
विचार	gedachtes	विचार	dachtel	N;NOM;MASC;SG;3	N;PL
छोटे	weinig	छोटा	weinig	ADJ;NOM;MASC;PL	PRO
छोटे	little	छोटा	little	ADJ;NOM;MASC;PL	
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
ऊपर	bovenste	ऊपर	boven	ADV;NOM;MASC;SG;3	ADJ;RL
ऊपर	bovenkant	ऊपर	bovenkant	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
ऊपर	hierboven	ऊपर	hierboven	ADV;NOM;MASC;SG;3	N;PL
ऊपर	boven	ऊपर	boven	ADV;NOM;MASC;SG;3	ADP
आधारित	gebaseerd	आधारित	baseren	ADJ	V;V.PTCP
इसलिए	daarom	इसलिए	daarom	PRO	ADV
सामान्य	algemene	सामान्य	algemeen	N;NOM;MASC;SG;3	ADJ
सामान्य	algemeen	सामान्य	algemeen	N;NOM;MASC;SG;3	ADJ
सामान्य	gemeenschappelijk	सामान्य	gemeenschappelijk	N;NOM;MASC;SG;3	ADJ
सामान्य	vaak	सामान्य	vaak	N;NOM;MASC;SG;3	ADJ
सामान्य	normale	सामान्य	normaal	N;NOM;MASC;SG;3	ADJ
सामान्य	normaal	सामान्य	normaal	N;NOM;MASC;SG;3	ADJ
आगे	forward	आगे	forward	ADV;NOM;MASC;SG;3	
आगे	voorwaarts	आगे	voorwaarts	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
आगे	doorsturen	आगे	doorstuur	ADV;NOM;MASC;SG;3	V;NFIN
कुल	totalen	कुल	totaal	DET	N;PL
कुल	aggregaat	कुल	aggraat	DET	N;NEUT;SG
कुल	totaal	कुल	totaal	DET	ADJ
एक्स्प्रेस	express	एक्स्प्रेस	express	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
वर्ग	vierkante	वर्ग	vierkant	N;NOM;MASC;SG;3	ADJ
वर्ग	vierkant	वर्ग	vierkant	N;NOM;MASC;SG;3	ADJ
वर्ग	lessen	वर्ग	les	N;NOM;MASC;SG;3	N;PL
वर्ग	klassen	वर्ग	klasse	N;NOM;MASC;SG;3	N;PL
अंग्रेजी	engels	अंग्रेजी	engel	PROPN;NOM;FEM;SG;3	ADJ
अंग्रेजी	engelsen	अंग्रेजी	engelsen	PROPN;NOM;FEM;SG;3	N;PL
माध्यम	middellange	माध्यम	middellang	N;NOM;MASC;SG;3	ADJ
माध्यम	middelgrote	माध्यम	middelgrote	N;NOM;MASC;SG;3	ADJ
माध्यम	middelgroot	माध्यम	middelgroot	N;NOM;MASC;SG;3	ADJ
मानव	menselijk	मानव	menselijk	N;NOM;MASC;SG;3	ADJ
मानव	menselijke	मानव	menselijk	N;NOM;MASC;SG;3	ADJ
पाकिस्तान	pakistan	पाकिस्तान	pakistan	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
हर	har	हर	har	DET	N;MASC+FEM;SG
हर	elk	हर	elk	DET	PRO
हर	ieder	हर	ieder	DET	PRO
हर	hur	हर	hur	DET	N;MASC+FEM;SG
अतिरिक्त	figuranten	अतिरिक्त	figurant	N;NOM;MASC;SG;3	N;PL
अतिरिक्त	spaar	अतिरिक्त	spaar	N;NOM;MASC;SG;3	V;SG;PRS;FIN
अतिरिक्त	sparen	अतिरिक्त	sparen	N;NOM;MASC;SG;3	V;NFIN
अतिरिक्त	bijkomend	अतिरिक्त	bijkomend	N;NOM;MASC;SG;3	V;V.PTCP
अतिरिक्त	bijkomende	अतिरिक्त	bijkomen	N;NOM;MASC;SG;3	V;V.PTCP
अतिरिक्त	aanvullend	अतिरिक्त	aanvullen	N;NOM;MASC;SG;3	V;V.PTCP
अतिरिक्त	aanvullende	अतिरिक्त	aanvullen	N;NOM;MASC;SG;3	V;V.PTCP
अतिरिक्त	extra	अतिरिक्त	extra	N;NOM;MASC;SG;3	ADJ
अतिरिक्त	extra	अतिरिक्त	extra	N;NOM;MASC;SG;3	ADJ
उत्पन्न	gegenereerd	उत्पन्न	ererereren	ADJ	V;V.PTCP
उत्पन्न	aangemaakt	उत्पन्न	aanmaken	ADJ	V;V.PTCP
उत्पन्न	gegenereerde	उत्पन्न	enerereren	ADJ	V;V.PTCP
नीचे	down	नीचे	down	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
नीचे	onder	नीचे	onder	ADV;NOM;MASC;SG;3	ADP
नीचे	hieronder	नीचे	hieronder	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
नीचे	bodem	नीचे	bodem	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
नीचे	onderkant	नीचे	onderkant	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
नीचे	bottom	नीचे	bottom	ADV;NOM;MASC;SG;3	N;MASC+FEM;SG
ध्यान	mediteren	ध्यान	mediteren	N;NOM;MASC;SG;3	V;NFIN
ध्यान	opgelet	ध्यान	opletten	N;NOM;MASC;SG;3	V;V.PTCP
हिंदी	hindi	हिंदी	hindi	PROPN;NOM;FEM;SG;3	ADJ
सभा	verzamelen	सभा	verzamelen	N;NOM;FEM;SG;3	V;NFIN
विषय	onderwerpen	विषय	onderwerp	N;NOM;MASC;SG;3	N;PL
विषय	onderdanen	विषय	onderdaan	N;NOM;MASC;SG;3	N;PL
विषय	onderwerpen	विषय	onderwerp	N;NOM;MASC;SG;3	N;PL
विषय	vakken	विषय	vak	N;NOM;MASC;SG;3	N;PL
अधिकार	rechten	अधिकार	recht	N;NOM;MASC;SG;3	N;PL
रंग	kleuren	रंग	kleur	N;NOM;MASC;SG;3	N;PL
रंग	kleuren	रंग	kleur	N;NOM;MASC;SG;3	N;PL
रंग	kleuren	रंग	kleur	N;NOM;MASC;SG;3	N;PL
बाहर	afsluiten	बाहर	afsluiten	ADV;NOM;MASC;SG;3	V;NFIN
बाहर	stoppen	बाहर	stoppen	ADV;NOM;MASC;SG;3	V;NFIN
बाहर	buiten	बाहर	buiten	ADV;NOM;MASC;SG;3	ADP
बाहर	buiten	बाहर	buiten	ADV;NOM;MASC;SG;3	ADP
बाहर	buitenkant	बाहर	buitenkant	ADV;NOM;MASC;SG;3	ADJ
बाहर	buiten	बाहर	buiten	ADV;NOM;MASC;SG;3	ADP
बाहर	uit	बाहर	uit	ADV;NOM;MASC;SG;3	ADP
बाहर	out	बाहर	out	ADV;NOM;MASC;SG;3	
खेल	speel	खेल	spelen	N;NOM;MASC;SG;3	V;SG;PRS;FIN
खेल	spelen	खेल	spelen	N;NOM;MASC;SG;3	V;NFIN
खेल	afspelen	खेल	afspelen	N;NOM;MASC;SG;3	V;NFIN
खेल	sporten	खेल	sporten	N;NOM;MASC;SG;3	V;NFIN
खेल	games	खेल	game	N;NOM;MASC;SG;3	N;PL
खेल	spelletjes	खेल	spel	N;NOM;MASC;SG;3	N;PL
खेल	spellen	खेल	spellen	N;NOM;MASC;SG;3	N;PL
जहाँ	waar	जहाँ	waar	PRO;NOM	ADV
समान	homogene	समान	homogeen		ADJ
समान	homogeen	समान	homogeen		ADJ
समान	hetzelfde	समान	hetzelfde		ADJ
समान	zelfde	समान	zelfde		ADJ
समान	same	समान	same		
समान	vergelijkbaar	समान	vergelijkbaar		ADJ
समान	vergelijkbare	समान	vergelijkbaar		ADJ
समान	soortgelijk	समान	soortgelijk		ADJ
समान	soortgelijke	समान	soortgelijk		ADJ
समान	gelijkaardig	समान	gelijkaardig		ADJ
सितंबर	september	सितंबर	september	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
दूर	far	दूर	far	ADV;NOM;MASC;SG;3	
दूर	ver	दूर	ver	ADV;NOM;MASC;SG;3	ADJ
दूर	afstandelijk	दूर	afstandelijk	ADV;NOM;MASC;SG;3	ADJ
दूर	verre	दूर	ver	ADV;NOM;MASC;SG;3	ADJ
पता	adressen	पता	adres	N;NOM;MASC;SG;3	N;PL
ब्रिटिश	britten	ब्रिटिश	brit	PROPN;NOM;MASC;SG;3	N;PL
ब्रिटिश	britse	ब्रिटिश	brits	PROPN;NOM;MASC;SG;3	ADJ
ब्रिटिश	brits	ब्रिटिश	brits	PROPN;NOM;MASC;SG;3	ADJ
कला	kunsten	कला	kunst	N;NOM;FEM;SG;3	N;PL
घर	thuis	घर	thuis	N;NOM;MASC;SG;3	ADV
संस्कृत	sanskriet	संस्कृत	sanskriet		N;NEUT;SG
प्रकाशित	publiceer	प्रकाशित	publiceren	ADJ	V;SG;PRS;FIN
प्रकाशित	publiceren	प्रकाशित	publiceren	ADJ	V;NFIN
प्रकाशित	gepubliceerd	प्रकाशित	publiceren	ADJ	V;V.PTCP
प्रकाशित	verschenen	प्रकाशित	verschijnen	ADJ	V;V.PTCP
प्रकाशित	gepubliceerde	प्रकाशित	publiceren	ADJ	V;V.PTCP
प्रकाशित	uitgegeven	प्रकाशित	uitgeven	ADJ	V;V.PTCP
मई	mogen	मई	mogen	PROPN;NOM;FEM;SG;3	V;PL;PRS;FIN
मई	may	मई	may	PROPN;NOM;FEM;SG;3	
मई	mei	मई	mei	PROPN;NOM;FEM;SG;3	PROPN;MASC+FEM;SG
मई	mag	मई	mogen	PROPN;NOM;FEM;SG;3	V;SG;PRS;FIN
मई	moge	मई	mogen	PROPN;NOM;FEM;SG;3	V;SG;PRS;FIN
प्रक्रिया	verwerken	प्रक्रिया	verwerken	N;NOM;FEM;SG;3	V;NFIN
प्रक्रिया	processen	प्रक्रिया	proces	N;NOM;FEM;SG;3	N;PL
सेना	legers	सेना	leger	N;NOM;FEM;SG;3	N;PL
हम	hum	हम	hum	PRO;NOM;PL;1	N;MASC+FEM;SG
रेलवे	spoorwegen	रेलवे	spoorwegen	N;NOM;MASC;SG;3	N;PL
रेलवे	spoorlijnen	रेलवे	spoorlijn	N;NOM;MASC;SG;3	N;PL
रेलवे	spoorwegen	रेलवे	spoorwegen	N;NOM;MASC;SG;3	N;PL
पश्चिम	west	पश्चिम	west	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पश्चिम	westen	पश्चिम	westen	PROPN;NOM;MASC;SG;3	N;NEUT;SG
पश्चिम	westelijk	पश्चिम	westelijk	PROPN;NOM;MASC;SG;3	ADJ
अंत	beëindigen	अंत	beëindigen	N;NOM;MASC;SG;3	V;NFIN
बिना	zonder	बिना	zonder	PART	ADP
अगस्त	august	अगस्त	august	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अगस्त	augustus	अगस्त	augustus	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
अगस्त	aug	अगस्त	aug	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
विकसित	ontwikkelden	विकसित	ontwikkelen	ADJ	V;PL;PST;FIN
विकसित	ontwikkelde	विकसित	ontwikkelen	ADJ	V;SG;PST;FIN
विकसित	ontwikkeld	विकसित	ontwikkelen	ADJ	V;V.PTCP
विकसित	geëvolueerd	विकसित	volueren	ADJ	V;V.PTCP
संबंध	relaties	संबंध	relatie	N;NOM;MASC;SG;3	N;PL
संबंध	betrekkingen	संबंध	betrekking	N;NOM;MASC;SG;3	N;PL
संबंध	relaties	संबंध	relatie	N;NOM;MASC;SG;3	N;PL
प्रदर्शन	prestaties	प्रदर्शन	prestatie	N;NOM;MASC;SG;3	N;PL
प्रदर्शन	prestaties	प्रदर्शन	prestatie	N;NOM;MASC;SG;3	N;PL
प्रदर्शन	optredens	प्रदर्शन	optredens	N;NOM;MASC;SG;3	N;PL
प्रदर्शन	uitvoeringen	प्रदर्शन	uitvoering	N;NOM;MASC;SG;3	N;PL
प्रदर्शन	voorstellingen	प्रदर्शन	voorstelling	N;NOM;MASC;SG;3	N;PL
प्रदर्शन	weergeven	प्रदर्शन	weergeven	N;NOM;MASC;SG;3	N;PL
ऐसी	dergelijke	ऐसा	dergelijke	PRO;NOM;FEM;SG	ADJ
मार्ग	way	मार्ग	way	N;NOM;MASC;SG;3	
लगा	voelden	लगा	voelen	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;PST;FIN
लगा	vilt	लगा	villen	V;PFV;MASC;SG;V.PTCP;ACT	N;NEUT;SG
लगा	leken	लगा	leek	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;PST;FIN
लगा	leek	लगा	lijken	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PST;FIN
दिसम्बर	december	दिसम्बर	december	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
दिसम्बर	dec	दिसम्बर	dec	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
प्रदर्शित	uitgelicht	प्रदर्शित	uitlichten	ADJ	V;V.PTCP
प्रदर्शित	uitgelichte	प्रदर्शित	uitlichten	ADJ	V;V.PTCP
प्रदर्शित	aanbevolen	प्रदर्शित	aanbevelen	ADJ	V;V.PTCP
प्रदर्शित	getoond	प्रदर्शित	tonen	ADJ	V;V.PTCP
प्रदर्शित	getoonde	प्रदर्शित	tonen	ADJ	V;V.PTCP
प्रदर्शित	weergegeven	प्रदर्शित	weergeven	ADJ	V;V.PTCP
प्रदर्शित	weergave	प्रदर्शित	weergave	ADJ	N;MASC+FEM;SG
प्रदर्शित	weergeven	प्रदर्शित	weergeven	ADJ	N;PL
प्रदर्शित	display	प्रदर्शित	display	ADJ	N;NEUT;SG
अक्सर	regelmatig	अक्सर	regelmatig	ADV	ADJ
अक्सर	veelvuldig	अक्सर	veelvuldig	ADV	ADJ
अक्सर	frequent	अक्सर	frequent	ADV	ADJ
अक्सर	vaak	अक्सर	vaak	ADV	ADJ
अक्सर	vaak	अक्सर	vaak	ADV	ADJ
सहायता	helpen	सहायता	helpen	N;NOM;FEM;SG;3	V;NFIN
सहायता	ondersteunen	सहायता	ondersteunen	N;NOM;FEM;SG;3	V;NFIN
पहला	eerst	पहला	eerst	ADJ;NOM;MASC;SG	ADV
मृत्यु	dood	मृत्यु	dood	N;NOM;FEM;SG;3	ADJ
मृत्यु	doods	मृत्यु	doods	N;NOM;FEM;SG;3	ADJ
मृत्यु	overlijden	मृत्यु	overlijden	N;NOM;FEM;SG;3	V;NFIN
स्वयं	self	स्वयं	self		N;MASC+FEM;SG
स्वयं	zelf	स्वयं	zelf		ADV
स्वयं	eigen	स्वयं	eigen		ADJ
विकिपीडिया	wiki	विकिपीडिया	wiki	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
विकिपीडिया	wikipedia	विकिपीडिया	wikipedia	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
तैयार	ready	तैयार	ready	ADJ	
आवश्यक	vereiste	आवश्यक	vereisen	ADJ	V;V.PTCP
आवश्यक	vereist	आवश्यक	vereisen	ADJ	V;V.PTCP
आवश्यक	spoed	आवश्यक	spoed	ADJ	N;MASC+FEM;SG
आवश्यक	urgentie	आवश्यक	urgentie	ADJ	N;MASC+FEM;SG
देखा	zagen	देख	zien	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;PST;FIN
देखा	saw	देख	saw	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
देखा	zaag	देख	zaag	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
संबंधित	gerelateerd	संबंधित	relateren	ADJ	V;V.PTCP
संबंधित	gerelateerde	संबंधित	relateren	ADJ	V;V.PTCP
गये	ging	जा	gaan	V;PFV;MASC;PL;V.PTCP;ACT	V;SG;PST;FIN
चीन	china	चीन	china	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
चीन	porselein	चीन	porselein	PROPN;NOM;MASC;SG;3	N;NEUT;SG
