douro	douro	douro	douro	N;MASC;SG	PROPN;NOM;MASC;SG
incluídos	vključen	incluir	vključen	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
incluídos	vključeno	incluir	vključen	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
simpson	simpson	simpson	simpson	N;MASC;SG	PROPN;NOM;MASC;SG
forever	večno	forever	večen	N;MASC;SG	ADV
forever	zavedno	forever	zavedno	N;MASC;SG	ADV
hábito	navade	hábito	navada	N;MASC;SG	N;NOM;FEM;PL
duff	duff	duff	duff	N;FEM;SG	PROPN;NOM;FEM;SG
milan	milan	milan	milan	N;MASC;SG	PROPN;NOM;MASC;SG
milan	milano	milan	milan	N;MASC;SG	PROPN;NOM;MASC;SG
temporariamente	začasni	temporariamente	začasen	ADV	ADJ;NOM;DEF;MASC;SG
temporariamente	začasna	temporariamente	začasen	ADV	ADJ;NOM;FEM;SG
temporariamente	začasen	temporariamente	začasen	ADV	ADJ;NOM;INDF;MASC;SG
avançado	napredno	avançar	napreden	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
avançado	napredna	avançar	napreden	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
avançado	napredni	avançar	napreden	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL
avançado	napreden	avançar	napreden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
incluídas	vključeni	incluir	vključen	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
incluídas	vključena	incluir	vključen	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
incluídas	vključene	incluir	vključen	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
incluídas	vključen	incluir	vključen	V;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
incluídas	vključeno	incluir	vključen	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rotas	poti	roto	pot	N;FEM;PL	N;NOM;FEM;SG
inéditas	neizdanih	inédito	neizdan	N;FEM;PL	ADJ;GEN;MASC;PL
perna	nogi	perna	noga	N;FEM;SG	N;NOM;FEM;DU
saindo	odhod	sair	odhod	V;V.MSDR	N;NOM;MASC;SG
haiti	haitijski	haitir	haitijski	N;MASC;SG	ADJ;NOM;MASC;PL
habitação	ohišja	habitação	ohišje	N;FEM;SG	N;NOM;NEUT;PL
mágica	čarobno	mágico	čarobno	N;FEM;SG	ADJ;NOM;NEUT;SG
mágica	magično	mágico	magičen	N;FEM;SG	ADJ;NOM;NEUT;SG
mágica	čarobna	mágico	čaroben	N;FEM;SG	ADJ;NOM;FEM;SG
mágica	magično	mágico	magičen	N;FEM;SG	ADJ;NOM;NEUT;SG
mágica	čaroben	mágico	čaroben	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
mágica	čarobno	mágico	čarobno	N;FEM;SG	ADJ;NOM;NEUT;SG
oitavas	oktav	oitavo	oktava	N;FEM;PL	N;NOM;FEM;SG
seul	seulu	seul	seul	N;MASC;SG	PROPN;DAT;MASC;SG
dever	dolžnosti	dever	dolžnost	N;MASC;SG	N;NOM;FEM;PL
trek	stez	trek	stez	N;MASC;SG	N;GEN;FEM;PL
adicionado	dodana	adicionar	dodan	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
adicionado	dodane	adicionar	dodan	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
adicionado	dodanih	adicionar	dodan	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
adicionado	dodan	adicionar	dodan	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adicionado	dodani	adicionar	dodan	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
adicionado	dodano	adicionar	dodan	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
discovery	discovery	discovery	discovery	N;MASC;SG	PROPN;NOM;MASC;SG
lutando	pretep	lutar	pretep	V;V.MSDR	N;NOM;MASC;SG
lutando	pretepanje	lutar	pretepanje	V;V.MSDR	N;NOM;NEUT;SG
lutando	bojevanje	lutar	bojevanje	V;V.MSDR	N;NOM;NEUT;SG
irregular	neenakomerno	irregular	neenakomerno	ADJ;MASC;SG	ADV
irregular	nepravilno	irregular	nepravilen	ADJ;MASC;SG	ADV
irregular	nepravilnih	irregular	nepravilen	ADJ;MASC;SG	ADJ;GEN;MASC;PL
uniformes	uniforma	uniforme	uniforma	N;MASC;PL	N;NOM;FEM;SG
uniformes	enotna	uniforme	enoten	N;MASC;PL	ADJ;NOM;FEM;SG
uniformes	uniformo	uniforme	uniforma	N;MASC;PL	N;ACC;FEM;SG
junção	združi	junção	združiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
norueguês	norveško	norueguês	norveški	N;MASC;SG	ADJ;NOM;NEUT;SG
norueguês	norveške	norueguês	norveški	N;MASC;SG	ADJ;NOM;FEM;PL
norueguês	norveška	norueguês	norveški	N;MASC;SG	ADJ;NOM;FEM;SG
norueguês	norveški	norueguês	norveški	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
teen	najstniška	teen	najstniški	N;MASC;SG	ADJ;NOM;FEM;SG
compacto	kompakten	compacto	kompakten	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
sérvio	srbski	sérvio	srbski	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
sérvio	srbsko	sérvio	srbski	N;MASC;SG	ADJ;NOM;NEUT;SG
reich	rajh	reich	rajh	N;MASC;SG	PROPN;NOM;MASC;SG
vendida	prodani	vender	prodan	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
vendida	prodano	vender	prodan	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vendida	prodana	vender	prodan	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vendida	prodan	vender	prodan	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aquitânia	aquitaine	aquitânia	aquitaina	N;FEM;SG	ADJ;NOM;FEM;PL
claudia	claudia	claudia	claudia	N;FEM;SG	PROPN;NOM;FEM;SG
tendências	trend	tendência	trend	N;FEM;PL	N;NOM;MASC;SG
tomadas	slikano	tomar	slikan	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
relativo	sorodnik	relativo	sorodnik	ADJ;MASC;SG	N;NOM;MASC;SG
relativo	relativno	relativo	relativno	ADJ;MASC;SG	ADV
julie	julie	julie	julia	N;FEM;SG	PROPN;NOM;FEM;SG
planície	navadna	planície	navaden	N;FEM;SG	ADJ;NOM;FEM;SG
planície	ravnine	planície	ravnina	N;FEM;SG	N;NOM;FEM;PL
planície	ravnicah	planície	ravnica	N;FEM;SG	N;ESS;FEM;PL
pilares	steber	pilar	steber	N;MASC;PL	N;NOM;MASC;SG
dialeto	narečjem	dialeto	narečje	N;MASC;SG	N;DAT;NEUT;PL
canhões	top	canhão	top	N;MASC;PL	N;NOM;MASC;SG
canhões	topa	canhão	top	N;MASC;PL	N;NOM;MASC;SG
voar	leti	voar	leto	V;NFIN	N;NOM;NEUT;PL
voar	fly	voar	fly	V;NFIN	N;NOM;MASC;SG
voar	leteči	voar	leteč	V;NFIN	ADJ;NOM;MASC;SG;V.PTCP
voar	letenje	voar	letenje	V;NFIN	N;NOM;NEUT;SG
empire	empire	empire	empira	N;MASC;SG	
ninja	ninja	ninja	nime	N;MASC;SG	
gabriela	gabriella	gabriela	gabriell	N;FEM;SG	ADJ;NOM;FEM;SG
gabriela	gabriela	gabriela	gabriel	N;FEM;SG	PROPN;NOM;MASC;SG
match	ujema	match	ujem	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
logística	logistične	logístico	logističen	N;FEM;SG	ADJ;NOM;FEM;PL
logística	logistično	logístico	logističen	N;FEM;SG	ADV
bósnia	bosanski	bósnia	bosanski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
bósnia	bosna	bósnia	bosen	N;FEM;SG	ADJ;NOM;FEM;SG
garantiu	zagotovljeno	garantir	zagotovljen	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
atrair	vaba	atrair	vaba	V;NFIN	N;NOM;FEM;SG
atrair	privabljanje	atrair	privabljanje	V;NFIN	N;NOM;NEUT;SG
ataca	napadi	atacar	napad	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
ataca	napade	atacar	napad	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
subir	vzpon	subir	vzpon	V;NFIN	N;NOM;MASC;SG
operacionais	operativno	operacional	operativen	N;MASC;PL	ADV
operacionais	operativnih	operacional	operativen	N;MASC;PL	ADJ;GEN;MASC;PL
operacionais	operativna	operacional	operativen	N;MASC;PL	ADJ;NOM;FEM;SG
piedade	usmiljenja	piedade	usmiljenje	N;FEM;SG	N;NOM;NEUT;PL
piedade	mercy	piedade	mercy	N;FEM;SG	
piedade	usmiljenja	piedade	usmiljenje	N;FEM;SG	N;NOM;NEUT;PL
mortais	smrtnik	mortal	smrtnik	N;MASC;PL	N;NOM;MASC;SG
lituânia	litovski	lituânia	litovski	N;FEM;SG	ADJ;NOM;MASC;SG
lituânia	litva	lituânia	litev	N;FEM;SG	PROPN;NOM;FEM;SG
lituânia	litvo	lituânia	litev	N;FEM;SG	PROPN;ACC;FEM;SG
apaixonado	strastna	apaixonar	strasten	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
apaixonado	strasten	apaixonar	strasten	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
apaixonado	strastno	apaixonar	strastno	V;MASC;SG;V.PTCP	ADV
romântica	romantično	romântico	romantičen	ADJ;FEM;SG	ADV
palatinado	pfalz	palatinar	pfalz	N;MASC;SG	PROPN;NOM;MASC;SG
holland	nizozemsko	holland	nizozemski	N;MASC;SG	ADJ;NOM;NEUT;SG
holland	nizozemska	holland	nizozemski	N;MASC;SG	ADJ;NOM;FEM;SG
escura	temni	escuro	temen	ADJ;FEM;SG	ADJ;NOM;MASC;PL
escura	temno	escuro	temno	ADJ;FEM;SG	ADV
simone	simone	simone	simona	N;FEM;SG	PROPN;NOM;FEM;SG
elena	elena	elenar	elena	N;FEM;SG	PROPN;NOM;FEM;SG
elena	eleni	elenar	elena	N;FEM;SG	PROPN;NOM;MASC;SG
competência	pristojnosti	competência	pristojnost	N;FEM;SG	N;NOM;FEM;PL
competência	pristojnosti	competência	pristojnost	N;FEM;SG	N;NOM;FEM;PL
competência	kompetence	competência	kompetenec	N;FEM;SG	N;NOM;FEM;PL
talentos	nadarjenost	talento	nadarjenost	N;MASC;PL	N;NOM;FEM;SG
talentos	talent	talento	talent	N;MASC;PL	N;NOM;MASC;SG
júlia	julia	júlia	julia	N;FEM;SG	PROPN;NOM;FEM;SG
traduzir	prevajanje	traduzir	prevajanje	V;NFIN	N;NOM;NEUT;SG
grey	sive	grey	siv	N;MASC;SG	ADJ;NOM;FEM;PL
grey	sivo	grey	siv	N;MASC;SG	ADJ;NOM;NEUT;SG
grey	sivi	grey	siv	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
grey	grey	grey	grey	N;MASC;SG	
grey	siva	grey	siv	N;MASC;SG	ADJ;NOM;FEM;SG
igor	igor	igor	igor	N;MASC;SG	PROPN;NOM;MASC;SG
noel	noel	noel	noelo	N;MASC;SG	PROPN;NOM;MASC;SG
retornando	vračanje	retornar	vračanje	V;V.MSDR	N;NOM;NEUT;SG
bizantina	bizantinski	bizantina	bizantinski	N;FEM;SG	ADJ;NOM;MASC;PL
parceiros	partnerja	parceiro	partner	N;MASC;PL	N;NOM;MASC;DU
sono	zaspan	sono	zaspan	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
sono	zaspani	sono	zaspan	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
sono	spi	sono	spati	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
sono	spati	sono	spati	N;MASC;SG	V;IPFV;NFIN
spears	kopja	spear	kopek	N;MASC;SG	N;NOM;MASC;DU
sts	sts	ste	sts	N;MASC;SG	PROPN;NOM;MASC;SG
obtida	pridobljena	obter	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
obtida	pridobljen	obter	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
obtida	pridobljeno	obter	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sets	določa	set	določati	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
duro	trde	duro	trd	ADJ;MASC;SG	ADJ;NOM;FEM;PL
duro	trdo	duro	trdo	ADJ;MASC;SG	ADV
desenvolvidas	razvita	desenvolver	razvit	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG
desenvolvidas	razvite	desenvolver	razvit	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;PL
desenvolvidas	razvit	desenvolver	razvit	V;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
desenvolvidas	razvito	desenvolver	razvit	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG
parlamentares	parlamentarna	parlamentar	parlamentarna	N;MASC;PL	ADJ;NOM;FEM;SG
parlamentares	parlamentarno	parlamentar	parlamentaren	N;MASC;PL	ADV
parlamentares	parlamentarni	parlamentar	parlamentaren	N;MASC;PL	ADJ;NOM;MASC;SG
lucro	dobički	lucro	dobiček	N;MASC;SG	N;NOM;MASC;PL
nona	deveti	nona	deveti	N;FEM;SG	ADJ;NOM;MASC;SG
nona	deveto	nona	deveti	N;FEM;SG	ADJ;NOM;NEUT;SG
beat	premagal	beat	premagati	N;MASC;SG	V;PFV;MASC;SG;V.PTCP
terapia	terapije	terapia	terapija	N;FEM;SG	N;NOM;FEM;PL
betty	betty	betty	betty	N;FEM;SG	PROPN;NOM;FEM;SG
neerlandês	nizozemsko	neerlandês	nizozemski	N;MASC;SG	ADJ;NOM;NEUT;SG
neerlandês	nizozemski	neerlandês	nizozemski	N;MASC;SG	ADJ;NOM;MASC;SG
estrangeira	tuje	estrangeiro	tuj	N;FEM;SG	ADJ;NOM;FEM;PL
estrangeira	tuja	estrangeiro	tuj	N;FEM;SG	ADJ;NOM;FEM;SG
estrangeira	tuji	estrangeiro	tuj	N;FEM;SG	ADJ;NOM;MASC;PL
provisório	vmesno	provisório	vmesno	N;MASC;SG	ADJ;NOM;NEUT;SG
provisório	vmesna	provisório	vmesen	N;MASC;SG	ADJ;NOM;FEM;SG
provisório	začasni	provisório	začasen	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
provisório	začasna	provisório	začasen	N;MASC;SG	ADJ;NOM;FEM;SG
benefício	ugodnosti	benefício	ugodnost	N;MASC;SG	N;NOM;FEM;PL
condes	šteje	conde	šteti	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
derrotados	poražen	derrotar	poražen	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
derrotados	premagani	derrotar	premagan	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
derrotados	poraženi	derrotar	poražen	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
derrotados	premagan	derrotar	premagan	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
treinar	vlak	treinar	vlak	V;NFIN	N;NOM;MASC;SG
inscrições	vpis	inscrição	vpis	N;FEM;PL	N;NOM;MASC;SG
inscrições	registracija	inscrição	registracija	N;FEM;PL	N;NOM;FEM;SG
inscrições	evidentiranje	inscrição	evidentiranje	N;FEM;PL	N;NOM;NEUT;SG
most	največ	most	največ	N;MASC;SG	DET
most	najbolj	most	najbolj	N;MASC;SG	ADV;RL
cerveja	ale	cerveja	ale	N;FEM;SG	
bravo	bravo	bravo	brava	N;MASC;SG	
bravo	pogumna	bravo	pogumen	N;MASC;SG	ADJ;NOM;FEM;SG
bravo	pogumni	bravo	pogumen	N;MASC;SG	ADJ;NOM;MASC;PL
bravo	pogumen	bravo	pogumen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
bravo	hrabro	bravo	hrabro	N;MASC;SG	ADV
bravo	pogumno	bravo	pogumno	N;MASC;SG	ADV
italia	italia	italiar	italia	N;FEM;SG	PROPN;NOM;MASC;SG
efetivo	učinkoviti	efetivo	učinkovit	ADJ;MASC;SG	ADJ;NOM;MASC;PL
guadalajara	guadalajari	guadalajar	guadalajar	N;MASC;SG	N;NOM;MASC;PL
campina	meadow	campina	meadow	N;FEM;SG	
cleveland	cleveland	cleveland	cleveland	N;MASC;SG	PROPN;NOM;MASC;SG
adotada	sprejeta	adotar	sprejet	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
adotada	sprejet	adotar	sprejet	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adotada	sprejeto	adotar	sprejet	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
dadas	dano	dar	dan	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG
dadas	danih	dar	dan	V;FEM;PL;V.PTCP	ADJ;GEN;MASC;PL
friends	prijateljev	friend	prijatelj	N;MASC;SG	N;GEN;MASC;PL
friends	prijatelji	friend	prijatelj	N;MASC;SG	N;NOM;MASC;PL
friends	friends	friend	friends	N;MASC;SG	
friends	prijatelje	friend	prijatelj	N;MASC;SG	N;ACC;MASC;PL
apagado	izbrisano	apagar	izbrisan	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
apagado	izbrisani	apagar	izbrisan	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
automática	samodejno	automático	samodejno	ADJ;FEM;SG	ADV
automática	avtomatsko	automático	avtomatsko	ADJ;FEM;SG	ADV
treino	treningi	treino	trening	N;MASC;SG	N;NOM;MASC;PL
treino	vadbe	treino	vadba	N;MASC;SG	N;NOM;FEM;PL
adquirida	pridobljena	adquirir	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
adquirida	pridobljen	adquirir	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adquirida	pridobljene	adquirir	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
adquirida	pridobljeno	adquirir	pridobljen	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
poderosos	močan	poderoso	močen	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
poderosos	močno	poderoso	močno	ADJ;MASC;PL	ADV
poderosos	mogočna	poderoso	mogočen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
poderosos	močna	poderoso	močen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
fictício	izmišljeni	fictício	izmišljen	N;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP
contêm	vsebuje	conter	vsebovati	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
exposto	izpostavljen	expor	izpostavljen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
exposto	izpostavljeni	expor	izpostavljen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
exposto	izpostavljena	expor	izpostavljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
exposto	izpostavljeno	expor	izpostavljen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
exposto	izpostavljene	expor	izpostavljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
combinado	kombinirano	combinar	kombiniran	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
combinado	kombinirana	combinar	kombiniran	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
holstein	holstein	holstein	holstein	N;MASC;SG	PROPN;NOM;MASC;SG
secundários	sekundarno	secundário	sekundaren	ADJ;MASC;PL	ADV
secundários	sekundarni	secundário	sekundaren	ADJ;MASC;PL	ADJ;NOM;MASC;SG
secundários	sekundarna	secundário	sekundarn	ADJ;MASC;PL	ADJ;NOM;FEM;SG
nomeados	nominiranci	nomear	nominiranec	V;MASC;PL;V.PTCP	N;NOM;MASC;PL
nomeados	imenovan	nomear	imenovan	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
nomeados	imenovani	nomear	imenovan	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
nomeados	nominiran	nomear	nominiran	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
catherine	catherine	catherine	catherin	N;FEM;SG	PROPN;NOM;FEM;SG
imperadores	car	imperador	car	N;MASC;PL	N;NOM;MASC;SG
imperadores	imperator	imperador	imperator	N;MASC;PL	N;NOM;MASC;SG
imperadores	cesar	imperador	cesar	N;MASC;PL	N;NOM;MASC;SG
ódio	sovražim	ódio	sovražiti	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
foguetes	raketni	foguete	raketen	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
foguetes	raketo	foguete	raketa	N;MASC;PL	N;ACC;FEM;SG
foguetes	raketa	foguete	raketa	N;MASC;PL	N;NOM;FEM;SG
imóvel	nepremičnine	imóvel	nepremičnina	N;MASC;SG	N;NOM;FEM;PL
imóvel	nepremična	imóvel	nepremičen	N;MASC;SG	ADJ;NOM;FEM;SG
léo	léo	léo	léo	N;MASC;SG	PROPN;NOM;MASC;SG
léo	lea	léo	le	N;MASC;SG	PROPN;NOM;FEM;SG
turim	torino	turim	torina	N;MASC;SG	PROPN;NOM;NEUT;SG
turim	torinu	turim	torin	N;MASC;SG	PROPN;DAT;MASC;SG
nancy	nancy	nancy	nancy	N;FEM;SG	PROPN;NOM;FEM;SG
incrível	neverjetno	incrível	neverjetno	ADJ;MASC;SG	ADV
incrível	noro	incrível	nora	ADJ;MASC;SG	ADV
incrível	super	incrível	super	ADJ;MASC;SG	
aquático	vodni	aquático	voden	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
aquático	vodnih	aquático	voden	N;MASC;SG	ADJ;GEN;MASC;PL
chocolate	čokoladna	chocolate	čokoladen	N;MASC;SG	ADJ;NOM;FEM;SG
chocolate	čokoladno	chocolate	čokoladno	N;MASC;SG	ADV
ródano	rhône	ródano	rhan	N;MASC;SG	ADJ;NOM;FEM;SG
medir	merjenje	medir	merjenje	V;NFIN	N;NOM;NEUT;SG
medir	ukrep	medir	ukrep	V;NFIN	N;NOM;MASC;SG
medir	merilo	medir	merilo	V;NFIN	N;NOM;NEUT;SG
terminais	terminal	terminal	terminal	N;MASC;PL	N;NOM;MASC;SG
terminais	terminalu	terminal	terminal	N;MASC;PL	N;DAT;MASC;SG
schmidt	schmidt	schmidt	schmidt	PROPN;MASC;SG	N;NOM;MASC;SG
fechar	zapiranje	fechar	zapiranje	V;NFIN	N;NOM;NEUT;SG
fechar	zaprtje	fechar	zaprtje	V;NFIN	N;NOM;NEUT;SG
body	telesa	body	telo	N;MASC;SG	N;NOM;NEUT;PL
arqueológico	arheološki	arqueológico	arheološki	ADJ;MASC;SG	ADJ;NOM;MASC;PL
arqueológico	arheološki	arqueológico	arheološki	ADJ;MASC;SG	ADJ;NOM;MASC;PL
etnia	narodnosti	etniar	narodnost	N;FEM;SG	N;NOM;FEM;PL
etnia	etničnih	etniar	etničen	N;FEM;SG	ADJ;GEN;MASC;PL
etnia	etnične	etniar	etničen	N;FEM;SG	ADJ;NOM;FEM;PL
etnia	etnično	etniar	etnično	N;FEM;SG	ADV
sobreviver	preživetje	sobreviver	preživetje	V;NFIN	N;NOM;NEUT;SG
apollo	apollo	apollo	apollo	N;MASC;SG	PROPN;NOM;MASC;SG
rumores	govorica	rumor	govorica	N;MASC;PL	N;NOM;FEM;SG
fev	feb	faver	feb	N;MASC;SG	
genes	gen	gene	gen	N;MASC;PL	N;NOM;MASC;SG
lunar	lunarni	lunar	lunaren	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
estreita	ozko	estreito	ozko	ADJ;FEM;SG	ADV
estreita	ozki	estreito	ozek	ADJ;FEM;SG	ADJ;NOM;MASC;PL
estreita	ozke	estreito	ozek	ADJ;FEM;SG	ADJ;NOM;FEM;PL
oferecido	ponujena	oferecer	ponujen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
oferecido	ponujenih	oferecer	ponujen	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
oferecido	ponujene	oferecer	ponujen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
oferecido	ponujeni	oferecer	ponujen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
oferecido	ponujeno	oferecer	ponujen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
urso	medvedje	urso	medvedje	N;MASC;SG	N;NOM;MASC;PL
chá	tea	chá	tea	N;MASC;SG	
curiosidade	radovedna	curiosidade	radoveden	N;FEM;SG	ADJ;NOM;FEM;SG
curiosidade	radovedni	curiosidade	radoveden	N;FEM;SG	ADJ;NOM;MASC;PL
curiosidade	radoveden	curiosidade	radoveden	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
errada	narobe	errar	narobe	V;FEM;SG;V.PTCP	ADV
errada	napačno	errar	napačen	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
errada	napačen	errar	napačen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
consecutivas	zaporedna	consecutivo	zaporeden	N;FEM;PL	ADJ;NOM;FEM;SG
consecutivas	zaporedoma	consecutivo	zaporedoma	N;FEM;PL	ADV
consecutivas	zaporedno	consecutivo	zaporeden	N;FEM;PL	ADJ;NOM;NEUT;SG
consecutivas	zaporedni	consecutivo	zaporeden	N;FEM;PL	ADJ;NOM;MASC;SG
turca	turška	turco	turški	N;FEM;SG	ADJ;NOM;FEM;SG
turca	turški	turco	turški	N;FEM;SG	ADJ;NOM;MASC;SG
turca	turško	turco	turški	N;FEM;SG	ADJ;NOM;NEUT;SG
andreas	andreas	andrea	andreas	N;MASC;PL	PROPN;NOM;MASC;SG
renunciou	opuščene	renunciar	opuščen	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
mares	morja	mar	morje	N;MASC;PL	N;GEN;NEUT;SG
desculpas	opravičilo	desculpa	opravičilo	N;FEM;PL	N;NOM;NEUT;SG
desculpas	opravičila	desculpa	opravičiti	N;FEM;PL	V;PFV;FEM;SG;V.PTCP
desculpas	opravičilo	desculpa	opravičilo	N;FEM;PL	N;NOM;NEUT;SG
rara	redki	raro	redek	ADJ;FEM;SG	ADJ;NOM;MASC;PL
rara	redko	raro	redko	ADJ;FEM;SG	ADV
pega	vzemite	pegar	vzeti	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
pega	vzemi	pegar	vzeme	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
definidas	opredeljen	definido	opredeljen	V;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
definidas	opredeljeni	definido	opredeljen	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
definidas	opredeljeno	definido	opredeljen	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
