ennuste	پیشگوئی
kuilu	شگاف.
kuilu	گھاٹی
kuilu	فصل
kuilu	اختلاف.
kuilu	ریخ
hävittäminen	رکھنے
hävittäminen	تنظیم
hävittäminen	ترتیب
hävittäminen	ڈھنگ
hävittäminen	استیصال
hävittäminen	انہدام
betonia	اصلی
betonia	ریت
betonia	واضح
betonia	بٹھانا.
betonia	کیفیت
hunajaa	دلبر.
hunajaa	انگبینی.
hunajaa	عسّل.
hunajaa	شہد
hunajaa	دلبر.
hunajaa	انگبینی.
hunajaa	عسّل.
vuosipäivä	برسی
vuosipäivä	سالگرہ
kilpirauhasen	سپری
saalistaja	ہلّاک
vuodon	رسنے
noutaa	بہانا
noutaa	ٹکانا
noutaa	چوٹ
noutaa	اکسانا
noutaa	مثنیٰ
noutaa	بھڑکانا
noutaa	داؤ
noutaa	پینترا
noutaa	(چپت
noutaa	لانے
wolfram	ٹنگسٹن.
vaeltaja	سیلانی
vaeltaja	سیلانی
vaeltaja	آوارہ
farina	نشاستہ.
farina	غلّے
kaksintaistelu	دوبدو
kaksintaistelu	مقابلہ
kaksintaistelu	مناظرہ
tavanomaisesti	رواجاً
polkupyörä	بائیسکل
työvoima	سلیس.
työvoima	مشقت
syötävä	خوراک.
syötävä	خوردنی
tili	شمار.
tili	سمجھنا
tili	روئداد
tili	گنتی
tili	بیان
tili	شمار.
tili	سمجھنا
tili	روئداد
tili	گنتی
pohdintaa	عکس.
pohdintaa	اشعاع
pohdintaa	upon
pohdintaa	پرتو
pohdintaa	انعکاس
tankki	حوض
tankki	جوہڑ.
anto	انتظام
anto	حکومت
anto	انصرام
anto	انتظام
anto	بندوبست
anto	حکومت
anto	انصرام
plasma	خون
vakautta	توازن
vakautta	استحکام
vakautta	استقلال
tallettaa	چٹان
toisto	مثنٰی.
toisto	توالی
toisto	نقل
kommunismi	اشتراکیت
hyönteinen	کرم
hyönteinen	کیڑا
miekkailu	احاطہ
miekkailu	تلوارچلانا
potkurin	چرخی
potkurin	دھکیلنے
kurkun	سرنگ.
kurkun	حلقوم.
hylkääminen	تیاگ
hylkääminen	ترک
hylkääminen	تیاگ
hallitse	قدرت
hallitse	قابو
hallitse	پڑتال
hallitse	کلیدیں
hallitse	اختیار
hallitse	روکنا
hallitse	روک.
hallitse	تصدیق
hallitse	گھر
hallitse	(جانوروں
hallitse	آواز
hallitse	(فرد
energinen	سرگرم
energinen	مستعد
pahuus	برائی
pahuus	ناخوشگوار
pahuus	بد.
pahuus	ناپسندیدہ
pahuus	منحوس
pahuus	ضرر.
pahuus	قبح.
pahuus	برائی
pahuus	ناخوشگوار
pahuus	بد.
pahuus	ناپسندیدہ
pahuus	منحوس
pahuus	بدی
pahuus	ضرر.
pahuus	قبح.
painotus	پاسنگی
häviö	شکست
häviö	ناکامی.
häviö	شکست
häviö	ہرانا
häviö	ناکامی.
coral	مونگا
valuuttaa	دور
valuuttaa	عرصہ
valuuttaa	رواج
toimikausi	تولیت
kannabista	بُوٹی.
muta	آلودگی.
muta	گلابہ.
muta	کیچڑ
neitsyen	سنبلہ
neitsyen	کورا/کوری
neitsyen	راہبہ
neitsyen	اچھوتی.
neitsyen	ناری
neitsyen	کنواری.
neitsyen	بھولا
neitsyen	باکرہ
neitsyen	انیلی-
neitsyen	کورا/کوری
neitsyen	راہبہ
neitsyen	اچھوتی.
neitsyen	ناری
neitsyen	کنواری.
neitsyen	بھولا
neitsyen	باکرہ
neitsyen	انیلی-
neitsyen	دوشیزہ
velan	اْدھار.
velan	اْدھار.
velan	قرض
velan	دین
neuvontaa	مشورت
neuvontaa	ذاتی
juoksevat	چالو
juoksevat	رواں-
juoksevat	متواتر-
kiitollinen	ممنون
kiitollinen	خوشگوار
kiitollinen	متشکر
kiitollinen	خوشگوار
kiitollinen	ممنون
kiitollinen	متشکر
vaatimatonta	شائستہ
vaatimatonta	معتدل
vaatimatonta	جھینپو
vaatimatonta	مہذب.
vaatimatonta	شائستہ
vaatimatonta	معتدل
vaatimatonta	شرمیلا
vaatimatonta	جھینپو
vaatimatonta	مہذب.
lämpimät	(رنگ
lämpimät	تاؤ
lämpimät	مخلصانہ-
lämpimät	عاشقانہ
lämpimät	ادماتا.
lämpimät	گلابی
lämpimät	عمل
lämpimät	سخت-
lämpimät	دوستانہ
lämpimät	دشوار
lämpimät	گرم
lämpimät	(رنگ
lämpimät	تاؤ
lämpimät	مخلصانہ-
lämpimät	عاشقانہ
lämpimät	ادماتا.
lämpimät	گلابی
lämpimät	عمل
lämpimät	سخت-
lämpimät	دوستانہ
lämpimät	دشوار
koi	پتنگا
seulonta	تفتیش
hakemus	لگانا
hakemus	توجہ
hakemus	محنت
hakemus	لگانا
hakemus	توجہ
hakemus	درخواست
hakemus	محنت
hassua	دلچسپ
hassua	انوکھا.
hassua	مزاحیہ.
hassua	پُرلطف
hassua	مذاق.
hassua	عجیب
kiellä	بددعا
kiellä	امتناع
kiellä	لعنت.
kiellä	(banned
kiellä	بددعا
kiellä	بندش
kiellä	امتناع
kiellä	لعنت.
kiellä	(banned
kiellä	ماننے
kiellä	مکرنا
valiant	بہادر
valoisa	روشن
valoisa	ہوشیار
valoisa	فطین
valoisa	طباع
valoisa	ذہین
valoisa	چونچال
valoisa	منور
nauta	بیوقوف
soihtu	بھڑکنا
soihtu	بپھرنا
soihtu	حرارت
soihtu	روشنی
illuusio	توہمات.
illuusio	التباس
illuusio	اشتباہ
riippuvuuden	تابع
riippuvuuden	علّت.
riippuvuuden	لت
riippuvuuden	علّت.
saapuva	ورود.
saapuva	مہاجر.
saapuva	جانشین
saapuva	آمدنی.
saapuva	ورود.
saapuva	مہاجر.
saapuva	آمد
saapuva	جانشین
saapuva	آمدنی.
roisto	قزاق.
roisto	قزاق.
roisto	ٹھگ
roisto	چالاک.
roisto	چالاک
roisto	آنکڑہ.
roisto	موڑ
roisto	موڑنا
roisto	ہک
roisto	ناکارہ
roisto	غصیل.
roisto	پیچ
roisto	عیار
roisto	خم
roisto	چالاک.
roisto	چالاک
roisto	آنکڑہ.
roisto	موڑ
roisto	موڑنا
roisto	ہک
roisto	ناکارہ
roisto	غصیل.
roisto	پیچ
roisto	عیار
roisto	بل
roisto	خم
roisto	گنوار
roisto	اجڈ.
roisto	پینڈو.
roisto	ہونق
roisto	خبیث
roisto	شریر.
bora	خشک
väittely	بحث
munkin	راہب
visio	بینائی
visio	بینائی
visio	نظر
radikaalia	بڑھیا
radikaalia	اساس
radikaalia	اساسی-
radikaalia	جڑ
radikaalia	عمیق
halpaa	معمولی
halpaa	کمتر
halpaa	ادنیٰ
halpaa	معمولی
halpaa	کمتر
halpaa	ادنیٰ
halpaa	گھٹیا
iloista	شادماں
kohdun	رحم
kohdun	اخیافی
kohdun	رحم
kohdun	کوکھ.-
kohdun	منبع
kohdun	رحم
kohdun	کوکھ.-
kohdun	دھرن
kohdun	منبع
vahvistuksen	توثیق
kampuksen	یونیورسٹی.
tietämätön	جاہل
tietämätön	احمق.
tietämätön	اُجڈ.
tietämätön	ناواقف.
dam	روکنا
dam	پشتہ.
vertaus	مثالیہ
vertaus	رمزیہ
vertaus	مجازیہ.
loistaa	روشن
loistaa	تابناکی.
loistaa	روشنی
loistaa	جودت
loistaa	(سورج
loistaa	روشن
loistaa	تابناکی.
loistaa	تابانی
loistaa	روشنی
loistaa	چمک
loistaa	چمکنا
loistaa	جودت
loistaa	(سورج
liekin	(الف)جوت
liekin	out
liekin	چمکنا
liekin	forth
liekin	(الف)جوت
liekin	out
liekin	چمکنا
liekin	لپٹ
liekin	forth
melu	ناگوار.
melu	اونچی
melu	اُچھالنا
melu	صوت
melu	غوغا.
melu	ناگوار.
melu	اونچی
melu	اُچھالنا
melu	آواز
melu	صوت
melu	غوغا.
melu	شور
lupus	ذئبہ
viikset	مونچھ
viikset	بُروت.
puitteet	ڈھانچا
kannabis	بُوٹی.
array	پوشاک
array	لباس
array	سنوارنا
array	قطار
kiila	into
kiila	کھونٹی.
kiila	(بعدہ
kiila	پھانا
kiila	into
kiila	کھونٹی.
kiila	پچر
kiila	(بعدہ
kiila	پھانا
bent	سعد
bent	مجرمانہ.
bent	رجحان
bent	میلان.
sormi	انگشت
sormi	انگلی
lodge	بسانا
lodge	رکھنا
lodge	ٹھہرنا
lodge	سمانا
lodge	اعتراض
synnytys	زچگی
synnytys	ولادت
synnytys	آمد
inspiraatiota	اصول
inspiraatiota	شخص
inspiraatiota	وحی
inspiraatiota	نزول
inspiraatiota	سماوی.
inspiraatiota	القا
konsonantti	صوتیہ
konsonantti	موافق
kivihiili	زغال.
kivihiili	کوئلہ
kivihiili	انگارہ
lelu	مثل
lelu	نمونہ
lelu	شبیہہ
kansalaista	سویلین
marmoria	ابری.
omistuksen	ملکیت
epäilyt	شبہ
epäilyt	شبہ
epäilyt	شک
vararikkoon	عاری
rankka	اُجڈ
rankka	(سمندر
rankka	اکھڑ
rankka	نادرست
rankka	گنجان
rankka	گھنا
rankka	(زمین
rankka	تتربتر
rankka	خاکہ.
rankka	ادھورا.
rankka	نڈھال
rankka	تلخ.
rankka	تند
rankka	(بعدہ
rankka	طوفانی
rankka	پھلانا
rankka	سخت
rankka	پست.
rankka	غف
menoja	اخراجات
menoja	مصارف
menoja	صرفہ.
menoja	لاگت
menoja	اخراجات
menoja	مصارف
menoja	صرف
menoja	صرفہ.
kysely	if
kysely	تفتیش.
kysely	معائنہ
kysely	تحقیق
uunin	چولھا.
uunin	تنور
uunin	گلخن
lahjoituksen	عطیہ
lahjoituksen	دان.
viidakkoon	ابتر
viidakkoon	پیچیدہ
konfliktit	آویزش
konfliktit	کشمکش.
nestemäinen	رواں.
nestemäinen	شفاف
nestemäinen	کھلا
nestemäinen	ترل
nestemäinen	ہوا
nestemäinen	ہائڈروجن)
nestemäinen	ُسریلی
nestemäinen	رواں.
nestemäinen	سیّال
nestemäinen	شفاف
nestemäinen	کھلا
nestemäinen	ترل
nestemäinen	رقیق
nestemäinen	ہوا
nestemäinen	ہائڈروجن)
nestemäinen	ُسریلی
eroosio	گھسنے
eroosio	فرسودگی.
direktiivi	ہدایتی
fifty	مجموعہ
fifty	50)
fifty	1
otos	مثال.
otos	آزمانا.
otos	نظیر
infektio	چھوت
hengittää	(شراب
hengittää	رکنا
vaurautta	کامیابی.
vaurautta	خوشحالی
vaurautta	کامیابی.
vaurautta	خوشحالی
vaurautta	فراخی
vaurautta	بہبود
vaurautta	ثروت.
vaurautta	دولت
vaurautta	(بعدہ
vaurautta	توانگری.
vaurautta	فلاح
kolmannet	تیسرا
kolmannet	سوم
kolmannet	ثالث.
pankkiin	گھاٹ
pankkiin	بادل
pankkiin	ڈھلان
pankkiin	دُھند
uuni	گلخن
uuni	انگیٹھی.
uuni	چولھا.
uuni	تنور
uuni	گلخن
ohjain	قبضہ
ohjain	قابو
ohjain	گرفت
kilpikonna	کچھوا
kilpikonna	کچھوا
kärsimys	ایذا
kärsimys	صعوبت.
kärsimys	ابتلا
kärsimys	مصیبت
elohopeaa	سیماب
elohopeaa	سیماب
elohopeaa	پارہ
castor	چھڑکنے
aatto	شام.
hait	خطرناک
värvätä	مبتدی.
värvätä	رنگروٹ.
värvätä	(تعداد
ihmemaa	پرستان
ihmemaa	عجائبستان
ihmemaa	طلسم.
turtle	کچھوا
kapasiteetin	حیثیت
kapasiteetin	پُر
ostajan	گاہک.
ostajan	مشتری
ostajan	گاہک.
ostajan	خریدار
ostajan	مشتری
ostajan	خریدار
ostajan	گاہک
uskolliset	صحیح
uskolliset	درست
uskolliset	استوار
puhuminen	ناطق.
puhuminen	گفتگو
puhuminen	تقریر
puhuminen	ناطق
odotus	اُمید
odotus	آس.
odotus	توقع
häpeä	(بعدہ
häpeä	غیرت
häpeä	ندامت
häpeä	شرم
häpeä	(بعدہ
häpeä	غیرت
häpeä	شے
häpeä	ذلّت
häpeä	شرمناک
häpeä	نااہل
häpeä	رُسوائی
häpeä	بدنامی
häpeä	شے
häpeä	ذلّت
häpeä	شرمناک
häpeä	نااہل
häpeä	خواری
garner	کھلیان
garner	گودام.
garner	محفوظ
ness	کیفیت
wit	لطافت
wit	بوجھنا.
wit	ظرافت
wit	لطافت
wit	ذکاوت
wit	بوجھنا.
alustava	ابتدائی.
alustava	پیشتر.
alustava	تمہیدی
alustava	ابتدائی.
alustava	پیشتر.
kokoontua	اکٹھا
kokoontua	جمع
harras	زاہد
harras	متقی
logistiikka	قیام
jalusta	ٹکانا
jalusta	جمانا
jalusta	سہارنا.
kissaa	گربہ
kissaa	بلاؤ
kissaa	cat-o'-nine-tails.
kissaa	بلّی
kissaa	جلنے
tajunnan	ہوش
tajunnan	آگاہی
opi	ہدایت
opi	واقف
tappaminen	تھکاؤ
epätoivoinen	متشدّد
epätoivoinen	جابر
epätoivoinen	نڈر
uudistaminen	اعادہ
uudistaminen	تجدید
uudistaminen	اعادہ
uudistaminen	تجدد.
uudistaminen	خامیوں
tamma	گھوڑی
tamma	پٹّھی
puri	برما.
puri	روکنا
leka	گھن.
leka	کاری.
tuottavuus	بارآوری
tuottavuus	ثمروری
äly	لطافت
äly	بوجھنا.
äly	ظرافت
äly	لطافت
äly	ذکاوت
äly	بوجھنا.
virusta	بِس
virusta	ذعافہ
haitata	روکنا
rento	عارضی
rento	اچانک.
rento	معمولی
rento	اتفاقی
epäröi	جھجکنا
epäröi	رکنا
epäröi	تأمّل
omalaatuinen	انوکھا
omalaatuinen	سنکی.
omalaatuinen	عجیب
pisara	حقیر
pisara	پھونس
pisara	تنکا.
pilkkaa	بنانا.
pilkkaa	مصنوعی.
kohtuullinen	معقول
kohtuullinen	مناسب
kohtuullinen	متوازن
kohtuullinen	بامعنی.
kohtuullinen	غنیمت
kohtuullinen	فہمیدہ.
kohtuullinen	مناسب
kohtuullinen	معقول
kohtuullinen	متوازن
kohtuullinen	بامعنی.
kohtuullinen	غنیمت
kohtuullinen	فہمیدہ.
ihanteellinen	ذہنی
pölyn	دھرتی
pölyn	چھڑکنا
pölyn	فساد
pölyn	انتشار
pölyn	غبار
pölyn	بُرکنا
pölyn	زمین
taikuutta	عجیب
taikuutta	طلسمی
taikuutta	پُراسرار.
taikuutta	سحر
näytettä	مثال.
näytettä	آزمانا.
näytettä	نظیر
märkä	بھیگا
märkä	شراب
märkä	(پینٹ
märkä	تری
märkä	متوڑا
märkä	برسات
märkä	مریل
märkä	فضول.
märkä	(ملک
märkä	بھگونا
märkä	رطوبت.
märkä	مشروب.
märkä	گیلا
märkä	نمی
lähettäminen	تعجیل
lähettäminen	پھرتی
lähettäminen	قتل
lähettäminen	مستعدی
lähettäminen	مارڈالنا
lähettäminen	روانگی
lähettäminen	تعجیل
lähettäminen	پھرتی
lähettäminen	قتل
lähettäminen	مستعدی
lähettäminen	مارڈالنا
kokeile	آزمانا.
seksuaalisuus	جنسیت
kirottu	ملعون
kirottu	مقہور.
kirottu	ملعون
kirottu	لعنتی
kirottu	مقہور.
kirottu	ٹوٹکا
kirottu	لعن
kirottu	کوسنا.
kirottu	نفرین.
kirottu	بددعا
kirottu	ٹوٹکا
kirottu	لعن
kirottu	کوسنا.
kirottu	نفرین.
kirottu	وبال
kirottu	دُشنام
kirottu	نہایت
kirottu	ازحد
prestige	عزت
prestige	رسوخ
prestige	اقتدار
prestige	عزت
prestige	وقار
prestige	رسوخ
prestige	اقتدار
sivilisaatio	تہذیب
painiketta	ٹانکنا-
painiketta	تکمہ
painiketta	شمشیرزنی
painiketta	ٹانکنا-
painiketta	تکمہ
painiketta	بٹن
painiketta	شمشیرزنی
palestiinalaiset	فلسطینی
pikari	جام.
eritystä	ریزش.
eritystä	اخفا
eritystä	پوشیدگی
sulattaa	انتخاب
sulattaa	مختصر
sulattaa	گھلنا.
sulattaa	اُڑجانا
sulattaa	پگھلانا.
sulattaa	جذبات
sulattaa	دھیما
suoliston	امعائی
rituaali	چلن.
rituaali	رواج
rituaali	رسمی-
rituaali	ریت
sirppi	درانتی.
goose	بدّھو
langattoman	لاسلکی.
burr	ہرّاٹا
burr	ارّاٹا
ihmeellistä	باکمال.
ihmeellistä	معجزاتی
hyväksikäyttö	استحصال
siirtymä	عبور
siirtymä	مہاجرت
siirtymä	عبوری
siirtymä	عارضی
sakset	کترنی.
sakset	مقراض
sakset	up
hyväntahtoinen	خیراتی
hyväntahtoinen	رفاہی
hyväntahtoinen	مخیّر
repi	۱
repi	۴.
todennäköisyyttä	متوقع
todennäköisyyttä	امکان
todennäköisyyttä	احتمال.
todennäköisyyttä	امکان
epäsuora	ذیلی
epäsuora	پنہاں
epäsuora	بلاشبہ
epäsuora	قطعی.
epäsuora	مقدر
epäsuora	یقینی
arvovaltaa	عزت
arvovaltaa	رسوخ
arvovaltaa	اقتدار
arvovaltaa	عزت
arvovaltaa	وقار
arvovaltaa	رسوخ
arvovaltaa	اقتدار
välttäminen	پرہیز
välttäminen	گریز
välttäminen	احتراز
jewel	جڑاؤ
jewel	نگینہ
jewel	جڑاؤ
sixteen	xvi
konsoli	پردے
todistusta	موت
todistusta	صحت
todistusta	قابلیت
todistusta	استعداد
todistusta	شادی
yhteystiedot	ربط
yhteystiedot	اتّصال
yhteystiedot	ملنے
yhteystiedot	موصل
yhteystiedot	وسیلہ.
fay	اپسرا.
fay	پری
vesiputous	جھرنا.
vesiputous	جھرنا.
vesiputous	آبشار
likaiset	کمینہ
likaiset	رکیک
likaiset	میلا
likaiset	مبتذل
likaiset	ناپسندیدہ
likaiset	ذلیل
likaiset	مکروہ
likaiset	ناصاف
likaiset	دُھندلا
likaiset	جھّکڑی
likaiset	فحش
likaiset	مٹیالا
likaiset	کمینہ
likaiset	رکیک
likaiset	میلا
likaiset	مبتذل
likaiset	ناپسندیدہ
likaiset	ذلیل
likaiset	مکروہ
likaiset	ناصاف
likaiset	دُھندلا
likaiset	جھّکڑی
likaiset	فحش
likaiset	گندا
likaiset	ناپاک
likaiset	مٹیالا
sitoutuminen	منگنی.
sitoutuminen	ملاقات
sitoutuminen	عہد
sitoutuminen	اقرار.
pestä	دھلائی
pestä	تھپیٹرنا.
pestä	(سمندر
pestä	out
pestä	نہانا.
pestä	ترکرنا
pestä	بھگونا
pestä	پھوار
pestä	دھلاوا
pestä	لادی.
pestä	نہلانا-
pestä	دھلائی
pestä	تھپیٹرنا.
pestä	(سمندر
pestä	دھونا
pestä	out
pestä	نہانا.
pestä	ترکرنا
pestä	بھگونا
pestä	پھوار
pestä	دھلاوا
pestä	لادی.
pestä	نہلانا-
lahjoitus	عطیہ
lahjoitus	دان.
kalvo	جھلّی
kalvo	فتیلہ
kalvo	چھپانا
kalvo	فلم
kalvo	جھلّی
kalvo	غشا.
vaakatasossa	افقی
naudan	احتجاج.
naudan	شکوہ
naudan	بیوقوف
boot	نیز
epätarkka	مبہم
kiinnitettävä	باندھنا.
kiinnitettävä	ضمیمہ.
kiinnitettävä	لگانا.
kiinnitettävä	اضافہ
valaan	وھیل
tarttuva	(دُھن
tarttuva	جذبات
hakkuut	آراکشی.
diktatuuri	آمریت
rehellinen	واقعی.
rehellinen	مخلص.
rehellinen	دھوکے
rehellinen	خالص
rehellinen	مخلصانہ
etanoli	الکحل.
rosvo	ڈاکو
rosvo	لٹیرا
rosvo	ڈاکو.
summaa	میزان
summaa	خیالات
jalokivi	جڑاؤ
jalokivi	نگینہ
jalokivi	جڑاؤ
vanhentuneet	قدیم.
vanhentuneet	منسوخ
vanhentuneet	ابتدائی
vanhentuneet	پسماندہ
vanhentuneet	قدیم.
vanhentuneet	منسوخ
vanhentuneet	ابتدائی
vanhentuneet	متروک
vanhentuneet	پسماندہ
vanhentuneet	پرانا
vanhentuneet	متروک.
vanhentuneet	فرسودہ
salamurha	قتل
julmasti	ظالمانہ
hundred	c
hundred	صد.
tartunta	چھوت
verho	حجاب.
verho	اوٹ
verho	حجاب.
verho	پردہ
verho	اوٹ
verho	بہروپ
verho	بہانہ
verho	حجاب
verho	مقنع
verho	بہروپ
verho	بہانہ
verho	نقاب
verho	حجاب
verho	مقنع
poikkea	آوارہ
poikkea	بھٹکنا
poikkea	آوارہ
työtön	نٹھلّا.
swat	تیز
lähestymistavan	پہنچ
lähestymistavan	مماثلت
korvaava	with
korvaava	(بعدہ
korvaava	عوض
korvaava	بدل
korvaava	عوض.
brass	نقدی
brass	پیتلی
brass	ترم)
brass	رقم
tarjoilija	بیرا.
tarjoilija	سینی
romanttista	غیرحقیقی
romanttista	تخیئلی
romanttista	رومانی
paineet	اثر.
paineet	مشکل.
paineet	آفت
paineet	زور
paineet	دباؤ
kopra	کھوپرا
beau	سہیلا
beau	آشنا.
myyjän	بائع
kateellinen	چوکنّا.
kateellinen	(تفتیش
kateellinen	تحقیق
rintojen	سہارنا
rintojen	جھیلنا
rintojen	سہنا
rintojen	سہارنا
rintojen	جھیلنا
rintojen	سہنا
rintojen	چھاتی
null	منسوخ
null	سپاٹ
null	معرّیٰ
null	ہیچ
null	لاشے.
null	کورا.
baariin	بجز
generaattori	ڈائنمو.
generaattori	موجد
generaattori	جنریٹر
generaattori	مخترع.
generaattori	گیس
hävitys	تنہائی
hävitys	غم
hävitys	تباہ
hävitys	نظرانداز
coop	محبس.
painike	ٹانکنا-
painike	تکمہ
painike	شمشیرزنی
painike	ٹانکنا-
painike	تکمہ
painike	بٹن
painike	شمشیرزنی
käyminen	برانگیختی
käyminen	ہلچل
käyminen	جوش
lunnaita	عوض.
lunnaita	فدیہ
lunnaita	عوض.
lunnaita	فدیہ
lunnaita	تاوان
loukkaava	رکیک
loukkaava	جارحانہ
loukkaava	(الف)جارحانہ
kalsium	مرمر
miehittää	(جگہ
miehittää	تعینات
miehittää	فائز
miehittää	وقت
miehittää	فردکش
miehittää	مکین
frangi	سوئستاں
frangi	بلجیم
frangi	فرانس
drift	مقصد
drift	مجہول
drift	ڈھیر
drift	آہستہ
vakaasti	برابر.
vakaasti	مستقل
vakaasti	درست
vakaasti	متوازن.
vakaasti	یکساں
vakaasti	مسلسل
vakaasti	استوار
vakaasti	سنبھالنا
vakaasti	ہموار
vakaasti	راسخ
vakaasti	سنجیدہ
vakaasti	محفوظ
vakaasti	متین
vakaasti	محتاط.
poni	ٹٹّو
järjetön	مہمل
järjetön	فضول
järjetön	نامعقول
järjetön	مہمل
järjetön	فضول
järjetön	محال
parantua	(غم
parantua	شفادینا.
parantua	بھلانا.
mellakka	بدامنی
mellakka	(بعدہ
mellakka	دند
mellakka	بدامنی
mellakka	فساد
mellakka	(بعدہ
mellakka	بلوا
mellakka	دند
seremonia	تقریب
seremonia	درباری
seremonia	رسمی
seremonia	پُرتکلف
seremonia	ریت
moo	ڈکرانے
bubo	پھوڑا.
bubo	گلٹی
klovni	بدّھو
klovni	دیہاتی
klovni	گنوار.
nancyn	زنخا
tukki	لٹھا
tukki	تراشنا.
tukki	کندہ
kirjeenvaihtaja	مقابل
kirjeenvaihtaja	جوابی.
tanko	لمبا
tanko	بانس
mustekala	طعمہ
valhe	into
valhe	ڈھونگ
valhe	مضمر
valhe	مکر
valhe	(بعدہ
valhe	مبنی
valhe	جھوٹ
harmoninen	وزن
sateenkaaren	نارنجی
sateenkaaren	نیلا
sateenkaaren	زرد
sateenkaaren	سبز
sateenkaaren	نارنجی
sateenkaaren	دھنک
sateenkaaren	نیلا
sateenkaaren	زرد
sateenkaaren	سبز
ostetaan	خریداری
ostetaan	سودا
ostetaan	خریدنا
ostetaan	خریداری
ostetaan	سودا
matto	ربڑ
matto	فرش
matto	کاگ
matto	چٹائی
matto	ربڑ
matto	فرش
matto	کاگ
matto	دھمکانا
matto	ڈانٹنا
matto	قالین
matto	دھمکانا
matto	ڈانٹنا
korvaamista	بدل
korvaamista	استبدال
päivitä	(مشینری
päivitä	رتبہ
päivitä	درجہ
päivitä	تفریح
deuce	بدقسمتی
deuce	حیرت
turk	تندخو
turk	وحشی
päällekkäisiä	چھانا
mainosta	اشتہار.
mainosta	برط
mainosta	اشتہار.
mainosta	حاصل
mainosta	چڑھانا
mainosta	اٹھانا
kynä	playwrights
kynä	essayists
kynä	editors
kynä	کلک
kynä	بند
kynä	گایوں
kynä	لکھنا
kynä	قلم
kynä	کلک
kynä	بند
kynä	گایوں
kynä	لکھنا
voittaminen	دلکش
dickens	what
sormen	انگشت
sormen	انگلی
koalitio	پیوستگی
koalitio	ملاپ.
koalitio	اتصال
kehys	جوڑنا
kehys	frame-up
kehys	پنجر
kehys	ڈیل
kehys	جسم
kehys	وضع
kehys	(قبلto
kehys	قالب
kehys	کھڑکی
kehys	تعمیر
kehys	ڈھچر.
kehys	ہاڑ
kehys	گاڑی
kehys	ساخت
kehys	کیفیت
kehys	جوڑنا
kehys	frame-up
kehys	پنجر
kehys	ڈیل
kehys	جسم
kehys	وضع
kehys	(قبلto
kehys	قالب
kehys	ڈھانچا
kehys	کھڑکی
kehys	تعمیر
kehys	ڈھچر.
kehys	ہاڑ
kehys	گاڑی
kehys	بدن
kehys	ساخت
kehys	کیفیت
halun	ہوس.
halun	تمنا
halun	ہوس.
halun	درخواست
halun	تمنا
halun	خواہش
glad	روشن
glad	آمادہ
glad	خوشنما.
glad	راضی
kunnioitus	نسبت.
kunnioitus	تعلق
kunnioitus	for
kunnioitus	قدر.
kunnioitus	نسبت.
kunnioitus	تعلق
kunnioitus	for
kunnioitus	قدر.
kunnioitus	تکریم
jännityksen	معطلّی.
jännityksen	over
jännityksen	لرزنا
jännityksen	دھڑکن
jännityksen	اہتزاز
jännityksen	شاد
jännityksen	مسرور.
jännityksen	over
jännityksen	لرزنا
jännityksen	دھڑکن
jännityksen	اہتزاز
jännityksen	شاد
jännityksen	سنسنی
jännityksen	مسرور.
lieventää	کم
lieventää	ہلکا
naurettavaa	لغو
jumalallinen	ربّانی
jumalallinen	متبرک
jumalallinen	خداوندی
jumalallinen	مقدس
jumalallinen	الُوہی
jumalallinen	وجدان
jumalallinen	قیاس
jumalallinen	طباع
jumalallinen	خدایانہ
orjan	بندہ
koristavat	سجانا
ehjä	پورا
ehjä	سالم
liekit	(الف)جوت
liekit	out
liekit	چمکنا
liekit	forth
liekit	(الف)جوت
liekit	out
liekit	چمکنا
liekit	لپٹ
liekit	forth
roc	رُخ
sotkua	آلودگی
sotkua	فساد.
sotkua	ترتیب
sotkua	کھانا.
sotkua	لگدی.
dido	مذاق
dido	شرارت
dido	شوخی
dido	ٹھٹھول
jakoon	اقسام
jakoon	جنس
jakoon	اختلاف
jakoon	مختلف
kollega	ساتھی
kollega	ہمکار
vammat	چوٹ
kestävyyden	پائیداری
taivaallinen	ربّانی.
taivaallinen	اعلیٰ.
taivaallinen	ربّانی
taivaallinen	ارفع
taivaallinen	سماوی
taivaallinen	اعلیٰ.
taivaallinen	ربّانی
taivaallinen	ارفع
haluton	متأمل
haluton	متأمّل
haluton	ڈھلمل
suloinen	میٹھا
suloinen	ذاتی
suloinen	مٹھاس.
suloinen	پسندیدہ
suloinen	سُریلا
suloinen	شیریں.
suloinen	شیدا.
suloinen	میٹھا.
suloinen	خصوصی
tarkkuuden	صداقت
tarkkuuden	درستی
tarkkuuden	صحت
vaaralliset	مخدوش.
vaaralliset	خطرناک
vaaralliset	مخدوش.
vaaralliset	خطرناک
kansanperinne	کہاوتیں
positiiviset	ظاہر
positiiviset	بامقصد
positiiviset	بیّن
positiiviset	اضافے
positiiviset	حتمی
positiiviset	تعمیری
positiiviset	مثبت
positiiviset	واثق
positiiviset	زائد
positiiviset	محکم
positiiviset	پکّا
positiiviset	قطعی
positiiviset	حقیقی
sääli	ترس
sääli	رحم
sääli	ترس
sääli	(بعدہ
sääli	غیرت
sääli	ندامت
sääli	شرم
sääli	(بعدہ
sääli	غیرت
muikku	بیزار
jolly	مرغوب
jolly	رسم.
jolly	رنگیلا
jolly	بجائے
jolly	مگن
jolly	ضیافت
