den	را
punkt	دات
punkt	نکته
punkt	نقطه
punkt	پوینت
big	بیگ
big	big
big	بزرگ
big	بزرگی
områden	نواحی
områden	مناطق
gifte	married
gifte	متاهل
gifte	ازدواج
europeiska	جاده
europeiska	اروپایی
skriva	نوشت
skriva	نویسند
skriva	نوشتن
skriva	بنویسید
skriva	بنویسد
skriva	تحریر
skriva	تایپ
skriva	نویسندگی
skriva	نوشتن
international	اینترنشنال
international	بینالمللی
international	جهانی
börjar	شروع
börjar	آغاز
börjar	ابتدای
börjar	آغاز
avsnitt	بخشهای
avsnitt	بخشها
avsnitt	بخش
avsnitt	قسمت
avsnitt	اپیزود
avsnitt	قسمتهای
bas	پایه
bas	مبنا
bas	پایگاه
bas	باس
bas	bas
bas	بیس
bas	باس
sankt	زانکت
sankt	قدیس
sankt	سن
serra	سرا
sulawesi	سولاوسی
fotboll	soccer
fotboll	فوتبال
fotboll	football
fotboll	فوتبال
bok	کتاب
bok	book
bok	کتابی
bok	بوک
#aaa	#aaa
sven	اسون
sven	سون
île	ایل
white	سپید
white	وایت
white	سفید
ord	سخن
ord	کلمه
ord	واژه
ord	کلام
ord	کلمات
ord	واژه
referens	ارجاع
referens	مرجع
tall	تل
tall	قد
tall	پاین
tall	کاج
fortsatte	ادامه
delvis	جزئی
museum	موزه
sju	sju
unit	یگان
unit	یکای
unit	واحد
unit	یکا
verksamhet	عملیات
verksamhet	فعالیتها
verksamhet	فعالیتها
verksamhet	فعالیت
lever	جگر
lever	کبد
position	موضع
position	موقعیت
minst	کمترین
minst	کمینه
minst	کمترین
adolf	آدولف
adolf	آدولف
albert	آلبرت
albert	آلبر
ned	ند
belgien	بلژیک
böcker	کتابها
böcker	کتاب
böcker	کتابهای
texas	تکزاس
texas	تگزاس
victoria	ویکتوریا
officiella	رسمی
bakom	پشت
rev	آبسنگ
långa	لینگ
långa	طولانی
långa	لانگ
långa	دراز
heinrich	هاینریش
solid	توپر
solid	یکدست
solid	جامد
magnus	ماگنوس
slott	قصری
slott	قصر
slott	کاستل
slott	کستل
slott	قلعه
slott	کسل
slott	کاخ
slott	قصر
familj	فامیل
familj	خانوادگی
familj	خانواده
huset	خانه
regeringen	کابینه
regeringen	کابینت
regeringen	دولتی
regeringen	حکومت
regeringen	دولت
trummor	طبل
trummor	درامز
spel	قماربازی
spel	قمار
spel	بازی
spel	گیم
spel	بازیهای
spel	بازیها
spel	بازی
aten	آتن
svenskt	سوئدی
rad	خط
rad	راد
rad	rad
rad	سطر
sett	ندیده
sett	دیده
länet	شهرستان
länet	کانتی
johansson	جوهانسون
hus	خانه
långt	دور
långt	طولانی
långt	لانگ
långt	دراز
tio	تیو
tio	ده
par	زوجی
par	زوج
par	جفت
par	زوجهای
par	زوج
par	جفت
acst	acst
enbart	تنها
stefan	استیون
stefan	استفن
stefan	اشتفان
stefan	stefan
stefan	استیفن
fast	ثابت
fast	معین
åtta	هشت
arabiska	عرب
arabiska	عربها
arabiska	عربی
arabiska	تازی
santo	سانتو
tror	باور
tror	ایمان
tror	فکر
peru	پرو
djibouti	جیبوتی
sungai	سونگای
côte	کامین
costa	کوستا
costa	کاستا
chef	مدیر
chef	رییس
chef	رئیس
system	سامانه
system	سیستم
system	سیستمها
stöd	کمکهای
stöd	پشتیبان
stöd	پشتیبانی
stöd	حمایت
stöd	توفیق
gridcolor	gridcolor
nilsson	نیلسون
låt	بزار
brukar	معمولا
innehåll	محتویات
innehåll	رضایت
innehåll	خرسند
innehåll	محتوای
innehåll	محتوا
innehåll	محتویات
mellersta	وسطی
mellersta	میدل
mellersta	میانی
mellersta	میانه
mellersta	وسط
mellersta	مرکزی
mellersta	سنترال
mellersta	مرکز
låtar	تونز
varför	چرا
axel	شونه
axel	شانه
axel	اکسل
axel	محور
axel	محور
omfattar	بپوشد
skolan	مدرسه
skolan	مکتب
kontinent	قاره
roman	رومان
roman	رومی
roman	رومن
roman	روم
roman	رمان
stadium	ورزشگاه
stadium	مرحله
stadium	صحنه
stadium	استیج
gränsen	لبه
gränsen	مرزی
gränsen	مرزبانی
gränsen	مرز
gränsen	لبۀ
les	لیس
les	له
les	les
les	لز
les	لس
radio	رادیویی
radio	رادیو
radio	بیسیم
dansk	دانمارکی
dansk	دانمارک
företag	تجارت
företag	کسب
företag	business
företag	گروهان
företag	شرکت
företag	company
företag	کمپانی
företag	شرکتها
företag	شرکتهای
företag	احزاب
företag	انترپرایز
företag	سازمانی
orten	شهری
orten	شهر
orten	سیتی
småland	اسملاند
nere	فرود
nere	پایین
örebro	örebro
rom	رُم
rom	رم
rom	روم
rom	رام
rom	rom
betydelse	اهمیت
betydelse	معنای
betydelse	معنی
betydelse	معنا
imagesize	imagesize
saskatchewan	ساسکاچوان
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
starkt	شدیدا
starkt	قوی
johann	یوهان
insee	insee
dateformat	dateformat
textcolor	textcolor
alignbars	alignbars
josé	خسه
josé	ژوزه
josé	خوزه
finska	فنلاندی
finska	فنلاند
köpenhamn	کپنهاگ
skapa	ایجاد
skapa	ایجاد
musiker	نوازنده
musiker	musician
musiker	موسیقیدان
musiker	نوازنده
musiker	نوازندگان
sångare	خوانندگان
sångare	singer
sångare	خواننده
hem	خانه
hem	وطن
hem	خونه
hem	آغازه
ursprung	خاستگاه
ursprung	مبدأ
ursprung	منشأ
ursprung	مبدا
vet	بدانند
vet	بدانید
vet	میداند
vet	داند
republika	republika
polen	لهستان
håller	موافقت
håller	موافق
håller	موافقم
bulgarien	بلغارستان
ordning	نظم
ordning	فرمان
ordning	دستور
ordning	سفارش
ordning	ترتیب
förslag	پیشنهادهای
förslag	خواستگاری
förslag	فرمایشات
förslag	پیشنهادهای
förslag	پیشنهادات
förslag	پیشنهادی
förslag	پیشنهاد
förslag	تلقین
förlag	ناشر
förlag	نشر
förlag	انتشار
förlag	ناشر
förlag	انتشارات
parti	مهمانی
parti	پارتی
parti	مهمونی
parti	حزب
parti	جشن
parti	دسته
parti	لوط
äldsta	قدیمیترین
singel	تکی
singel	single
singel	تک
behöver	نیاز
behöver	نیازمند
behöver	نیاز
alfred	آلفرد
alfred	الفرد
jar	کوزه
icke	عدم
icke	غیر
vanligen	معمولا
danska	دانمارکی
danska	دانمارک
genre	ژانر
colorado	کلرادو
colorado	کلورادو
kali	کالی
procent	درصد
procent	درصد
procent	درصدی
ernst	ارنست
territorium	قلمروی
territorium	قلمرو
ludwig	لودویگ
vägen	جاده
gammal	پیر
gammal	قدیمی
gammal	قدمت
gammal	کهنه
modern	مدرن
modern	امروزی
modern	modern
centrum	سنتر
centrum	مرکزش
centrum	مرکز
centrum	سنتر
centrum	مرکز
hemsida	سایت
hemsida	وبگاه
hemsida	وبسایت
hemsida	آغازه
studier	تحصیل
studier	مطالعه
studier	مطالعات
filmer	فیلمهایی
filmer	فیلمهای
filmer	سینما
filmer	فیلمهایی
filmer	فیلم
filmer	فیلمها
byn	روستای
byn	دهکده
byn	ویلیج
byn	روستا
carolina	شمالی
carolina	کارولینا
ben	استخوان
ben	بونز
ben	استخوانها
ben	پاهایش
ben	نوازش
ben	پاها
ben	پا
ben	بن
ben	بِن
ben	استخوان
ben	پای
ben	پاش
ben	ساق
ben	پا
snart	بزودی
montana	مونتانا
fylke	شایر
roller	راهسازی
skopje	اسکوپیه
uppdrag	مأموریت
uppdrag	ماموریت
rivière	ریوییر
francis	فرنسیس
francis	فرانسیس
vita	سپید
vita	وایت
vita	سفید
vita	vita
kanal	کانال
kanal	مجرا
kanal	مجرای
kanal	کانال
kanal	مجرا
kanal	مجرای
kanal	چنل
kanal	channel
ålder	عصر
ålder	age
ålder	سنی
ålder	سن
fjärde	چهارمی
fjärde	چهارم
club	باشگاه
club	چماق
club	کلاب
club	کلوب
club	کلوپ
flertal	چندگانه
flertal	چندین
tidigt	پگاه
tidigt	اوایل
konstnär	نقاش
konstnär	هنرمند
konstnär	artist
konstnär	هنرمندی
stil	سبک
troligen	احتمالا
troligen	احتمالاً
senaste	اخیر
senaste	آخری
senaste	لست
senaste	واپسین
senaste	آخرین
senaste	اخرین
senaste	جدیدترین
senaste	آخرین
ändå	همچنان
ändå	هنوزم
ändå	هنوز
brazzaville	برازاویل
die	بمیرم
die	بمیرد
die	بمیر
tidningen	روزنامه
tidningen	مجله
isla	اسلا
juan	خوان
juan	خوآن
gräs	قوری
gräs	دیگ
gräs	چمن
gräs	چمنی
gräs	علف
gräs	گرس
gräs	علف
port	درگاه
port	بندر
beirut	بیروت
ledare	لیدر
ledare	رهبر
ledare	سرمقاله
ledare	رهبران
material	مواد
material	مصالح
material	مواد
material	مصالح
don	دان
norska	نروژی
norska	نروژ
folk	افراد
folk	مردمان
folk	آدمها
folk	مردم
nästa	بعدی
nästa	next
skogar	وودز
skogar	جنگلهای
skogar	جنگلها
monte	مونته
cup	فنجان
cup	جامی
cup	کاپ
cup	جام
skottland	اسکاتلند
norte	نورت
historiska	تاریخی
historiska	تاریخی
norsk	نروژی
norsk	نروژ
norsk	norsk
längd	دوام
längd	ارتفاعی
längd	بلندی
längd	قد
längd	ارتفاع
längd	height
brown	قهوهای
brown	براون
kungen	پادشاه
kungen	کینگ
kungen	شاه
skillnad	تفاوت
skillnad	فرق
bgcolor	bgcolor
skåne	اسکانیا
togs	گرفته
omfattande	جامع
omfattande	بسیط
omfattande	وسیع
karta	نگاشت
karta	نقشه
insekter	حشرات
insekter	حشرات
möjligt	امکان
möjligt	ممکن
grekiska	یونان
grekiska	یونانی
snabbt	سریع
snabbt	سریع
snabbt	روزه
snabbt	تند
snabbt	بسرعت
armén	لشگر
armén	ارتش
armén	ارتشی
armén	سپاه
armén	لشکر
program	برنامه
program	برنامۀ
program	پروگرام
program	برنامه
egentligen	راستش
egentligen	درواقع
programmet	برنامۀ
programmet	پروگرام
programmet	برنامه
programmet	برنامه
venezuela	ونزوئلا
rica	ریکا
gud	خداوند
gud	خدا
gud	الهی
gud	خدایی
gud	الله
sommaren	تابستان
sommaren	سامر
sommaren	تابستون
sommaren	تابستانی
svårt	سخت
svårt	دشوار
svårt	سخت
svårt	سختی
svårt	دشوار
mera	دیگر
mera	بیشتر
larsson	لارسون
star	استار
star	ستاره
alaska	آلاسکا
mor	مادر
mor	مادری
heller	هلر
green	سبز
green	گرین
klippa	قطع
klippa	برش
klippa	کات
klippa	سخره
klippa	کلیف
klippa	پرتگاه
klippa	صخره
klippa	برشی
klippa	چیدن
klippa	سنگی
klippa	صخره
klippa	راک
röda	رد
röda	قرمز
röda	سرخ
avrinningsområden	catchment
king	پادشاه
king	کینگ
king	شاه
one	یکی
one	یگانه
one	یک
williams	ویلیامز
beach	بیچ
beach	ساحل
aktiva	فعال
max	max
max	مکس
max	ماکس
max	بیشینه
list	فهرست
list	مکار
hösten	پاییز
hösten	پائیز
hösten	پاییزی
hösten	خزان
hösten	سقوط
hösten	پاییز
hösten	fall
hösten	افتادن
lärare	معلم
lärare	معلمی
lärare	teacher
lärare	آموزگار
lärare	اساتید
lärare	معلم
lärare	مدرس
samhället	اجتماع
samhället	جامعه
samhället	انجمن
oregon	اورگان
oregon	اورگن
goals	اهداف
https	https
brons	برنز
brons	برنزی
brons	لرستان
säger	میگه
säger	میگوید
mary	ماری
mary	مریم
mary	مری
skrivit	نوشتم
känt	دانسته
känt	معلوم
lagen	حقوق
lagen	قانون
svart	مشکی
svart	سیاه
svart	سیاهی
svart	بلک
bot	ربات
bot	bot
vapen	سلاح
vapen	بازوان
vapen	بازوها
vapen	آغوش
vapen	بازو
vapen	سلاح
städer	شهرها
städer	شهرها
lövfällande	برگریز
ford	فورد
val	گزینش
val	وال
val	ول
val	انتخابات
val	انتخاب
val	انتخاباتی
val	انتخابات
val	نهنگ
val	وال
simon	سیمون
simon	سایمن
simon	سایمون
cruz	کروز
cruz	کروس
inre	interior
inre	داخلی
inre	درونی
inre	داخلی
inre	درونی
inre	درونی
harry	هری
sten	سنگ
sten	استون
sten	سنگی
sten	سنگسار
sten	سنگی
sten	صخره
sten	راک
mängd	مقدار
mängd	مبلغ
mängd	کمیت
nederländerna	هلند
månader	ماهها
månader	ماه
månader	ماهه
månader	ماههای
moderna	مدرن
moderna	امروزی
moderna	modern
tom	خالی
tom	تهی
tom	تام
tom	tom
platsen	محل
platsen	مکان
skriver	مینویسد
skriver	نویسندگی
skriver	نوشتن
finalen	اختتامیه
finalen	فینال
ursprungliga	اصیل
ursprungliga	اصلی
ursprungliga	اوریجینال
vanligt	رایج
vanligt	معمولی
vanligt	مشترک
vanligt	معمول
vanligt	همیشگی
rudolf	رودولف
vanliga	معمولی
vanliga	رایج
vanliga	معمولی
vanliga	مشترک
vanliga	معمول
vanliga	همیشگی
kronor	کرون
viktig	مهمند
viktig	مهم
dig	تو
dig	شما
match	بازی
match	گیم
match	تطبیق
match	مسابقه
match	کبریت
match	تطابق
sierra	سیرا
föreningen	انجمن
kompositör	مؤلف
kompositör	composer
kompositör	آهنگساز
henri	آنری
arthur	آرتور
oscar	اسکار
livet	زندگى
livet	زندگی
sar	sar
sar	سر
regional	منطقهای
regional	محلی
datum	تاریخ
datum	تاریخهای
tekniska	فنی
tekniska	تکنیکی
leon	لئون
leon	لیون
djup	عمق
djup	اعماق
djup	ژرف
djup	عمیق
castle	قصر
castle	کاستل
castle	کستل
castle	قلعه
castle	کسل
österbotten	اوستروبوتنیای
medeltida	mediaeval
johnson	جانسن
johnson	جانسون
höga	والا
höga	رفیع
höga	بلند
tills	تا
tills	تا
alberta	آلبرتا
villa	ویا
villa	ویلایی
villa	ویلا
villa	ویلای
lätt	آسان
lätt	ساده
lätt	راحت
kairo	قاهره
kairo	کایرو
flygplats	فرودگاه
makedonska	مقدونی
makedonska	مقدونیه
krig	جنگ
krig	جنگی
krig	جنگها
skog	وودز
skog	فارست
skog	جنگل
skog	جنگلی
skog	جنگلهای
skog	جنگلها
beroende	وابسته
beroende	وابستگی
beroende	معتاد
beroende	اعتیاد
bygga	ساختن
bygga	ساختمانی
bygga	ساختمان
bygga	بسازم
bygga	ساختن
bygga	بساز
bygga	بسازید
bygga	بسازی
leder	مفاصل
domingo	دومینگو
bayern	باواریا
bayern	بایرن
bayern	بایرن
texten	متن
utveckling	توسعه
utveckling	تکامل
utveckling	فرگشت
utveckling	تحول
utveckling	evolution
utveckling	اوولوشن
utveckling	تحولات
spanska	اسپانیا
spanska	اسپانیایی
historik	تاریخچه
historik	تاریخ
övre	بالایی
övre	آپر
övre	فوقانی
nedan	زیر
indien	هند
indien	هندوستان
läst	بخوان
läst	خواندن
läst	خوانده
läst	بخوانند
läst	بخوانید
åland	åland
åland	الاند
lee	لی
music	موسیقی
music	موزیک
dagen	روز
dagen	روزی
pris	قیمتش
pris	بهای
pris	پرایس
pris	بهایی
pris	قیمتی
pris	قیمت
pris	جایزه
centre	سنتر
centre	مرکز
song	نغمه
song	ترانه
song	اهنگ
song	آهنگ
song	آواز
prag	پراگ
öarna	جزایر
frågan	سؤال
frågan	سوال
frågan	پرسش
arkitekt	معمار
arkitekt	architect
tasmanien	تاسمانی
vem	که
tack	تشکر
tack	سپاس
tack	ممنون
final	اختتامیه
final	نهائی
final	نهایی
final	پایانی
final	آخرین
final	فاینال
final	فینال
fel	اشتباه
fel	نادرست
fel	خطاهای
fel	خطاست
fel	خطاها
fel	خطای
fel	خطا
gård	مزرعه
gård	فارم
