در	ajtó
وطن	áttérés
وطن	átállás
وطن	bevándorlás
وطن	migráció
برتر	magasztos
برتر	superior
برتر	felsőbbrendű
نزدیک	majdnem
نزدیک	szoros
نزدیک	közel
نزدیک	bezárása
نزدیک	közeli
نزدیک	közel
نزدیک	közelben
نزدیک	közeli
دلار	dollár
داخلی	belső
داخلی	belseje
داخلی	belső
کاهش	csökkentése
کاهش	csökkentik
کاهش	csökkenteni
کاهش	csökkentse
کاهش	csökkentést
کاهش	csökkentése
کاهش	csökkenés
کاهش	csökkentés
کاهش	csökken
کاهش	csökkenés
احمد	ahmed
احمد	ahmed
احمد	ahmad
ده	deh
ده	tíz
ارتش	katonaság
ارتش	katonai
ارتش	hadsereg
ارتش	sereg
ارتش	hadsereg
سایر	sawyer
مشخص	specifikus
مشخص	konkrét
مشخص	kiemelés
مشخص	kiemelni
مشخص	kiemelt
گفت	said
گفت	mondta
حاضر	ajándék
حاضر	jelen
اسرائیل	izraeli
اسرائیل	izrael
اسرائیل	izraeli
اسرائیل	izraeliek
انسان	ember
انسان	emberi
انسان	férfi
انسان	ember
مسجد	mecset
مثل	mint
مثل	like
مثل	tetszik
شهرها	városok
شهرها	városok
شهرها	városokat
سیاه	fekete
سیاه	black
قدرت	erőt
قدرت	erő
قدرت	energia
قدرت	erő
قدرت	power
قدرت	hatalom
بنا	strukturált
نسخه	verzió
نسخه	változat
نسخه	receptre
نسخه	recept
نسخه	receptet
کم	kis
کم	kicsi
کم	kevés
کم	kam
کم	cam
کم	alacsonyan
کم	alacsony
خانواده	családok
خانواده	családi
خانواده	családtag
خانواده	család
میدان	square
میدان	szögletes
میدان	négyzetes
میدان	tér
میدان	négyzet
ویژه	különleges
ویژه	speciális
نیروهای	erők
حوزه	mező
حمله	támadás
حمله	támadás
ناسا	nasa
جزیره	sziget
جزیره	szigeten
وزارت	részleg
وزارت	megye
وزارت	minisztérium
ساختمان	épület
ساختمان	építkezés
ساختمان	építési
ساختمان	építés
درام	dráma
درام	drama
درام	dob
درصد	százalék
درصد	százalékban
مهندسی	mérnöki
برنده	win
برنده	nyerni
برنده	győzelem
برنده	nyerj
برنده	győztes
برنده	nyertes
علم	tudomány
علم	tudás
علم	ismeretek
وقتی	mikor
وقتی	amikor
آبی	kék
آبی	blue
اقتصاد	közgazdaságtan
اقتصاد	gazdaság
اقتصاد	közgazdasági
اقتصاد	gazdaság
اقتصاد	gazdaságos
ورزشی	sportos
ورزشی	atlétikai
ورزشی	sport
ورزشی	sport
ورزشی	sportban
جامعه	társadalom
جامعه	közösség
جامعه	közösségi
بازار	piac
بازار	piactéren
بازار	bazár
بازار	piac
بازار	piaci
بازار	market
معرفی	bevezetés
معرفی	bevezetése
معرفی	bevezető
معرفی	bemutatjuk
معرفی	bevezetése
معرفی	bevezetett
معرفی	bemutatott
مصر	egyiptom
مصر	egyiptomi
متن	sms
متن	szöveg
متن	összefüggés
متن	összefüggésben
متن	forrás
سرعت	sebesség
سرعت	sebesség
سرعت	fordulatszám
سرعت	gyorsaság
طرف	oldalra
طرف	oldalam
طرف	side
آمد	megérkezett
آمد	megérkeztek
آمد	jött
سابق	korábbi
پسر	fiú
پسر	fiam
پسر	fiuk
دین	vallás
دین	dean
دین	dékán
رضا	reza
رضا	rida
سایت	weboldal
سایت	honlap
سایت	webhely
سایت	helyszín
سایت	helyén
سایت	webhely
آسمانی	mennyei
خیلی	nagyon
خیلی	csinos
خورشیدی	napenergia
سفید	fehér
جشنواره	fesztivál
بهتر	jobb
بهتر	jobban
بهتر	legjobbak
بهتر	legjobb
بهتر	best
فرد	egyén
فرد	egyéni
فرد	páratlan
فرد	furcsa
فرد	fred
لندن	londoni
لندن	londonban
لندن	london
لندن	londonba
رفت	elment
رفت	eltűnt
سری	sorozat
سری	srí
باستان	ősi
باستان	ős
باستان	ókori
باستان	ókor
اسکار	oscar
اسکار	oskar
اکنون	most
کلی	kelly
کلی	agyag
کلی	clay
هیئت	felhatalmazás
هیئت	küldöttség
هیئت	delegáció
آلمانی	németül
آلمانی	német
محلی	helyben
محلی	helyileg
محلی	regionális
محلی	helyi
شرق	keletre
شرق	keleti
شرق	kelet
شرق	kelet
شرق	keleti
دیده	láttam
دیده	látta
دیده	látták
دیده	láttam
دیده	látta
دیده	fűrész
شیخ	sejk
شیخ	sejk
برگزیده	választott
برگزیده	kiválasztottak
برگزیده	kiválasztott
برگزیده	kijelölt
برگزیده	kiválasztva
برگزیده	kiválasztott
برگزیده	részlet
کنترل	kontroll
کنترل	irányítás
کنترل	vezérlő
کنترل	ellenőrzési
کنترل	ellenőrzés
انواع	típusok
انواع	típusai
درست	igaz
درست	igazi
سنگ	sang
سنگ	énekelt
سنگ	énekeltem
سنگ	kő
سنگ	stone
استاد	mester
موقعیت	állás
موقعیت	pozíció
موقعیت	álláspont
موقعیت	szituáció
موقعیت	helyzet
امپراتوری	birodalom
امپراتوری	empire
امپراتوری	birodalmi
امپراتوری	császári
بیماری	betegségek
بیماری	betegség
بیماری	betegségek
بیماری	betegség
بیماری	megbetegedés
بیماری	betegségek
بیماری	betegség
عمق	mélység
کلاس	órák
کلاس	osztályok
کلاس	óra
کلاس	osztály
آنان	ők
آنان	őket
مدرسه	iskolában
مدرسه	iskola
مدرسه	suli
کسب	megszerzése
کسب	üzleti
کسب	üzlet
حرکت	mozgás
حرکت	költözés
حرکت	mozgó
حرکت	mozog
جغرافیایی	földrajzi
جغرافیایی	földrajzi
مشخصات	leírások
مشخصات	előírások
مشخصات	mutatók
مشخصات	jellemzők
مشخصات	jellemzői
مشخصات	tulajdonságok
مشخصات	megnevezés
مشخصات	leírása
مشخصات	leírás
همکاری	együttműködés
همکاری	partnerségi
همکاری	partnerség
همکاری	társulás
همکاری	együttműködés
دبی	dubai
دبی	debbie
کوتاه	rövid
کوتاه	alacsony
کوتاه	röviden
روابط	kapcsolatok
روابط	kapcsolatok
اجرا	előadás
اجرا	teljesítmény
اجرا	végrehajtani
اجرا	kivégzés
اجرا	végrehajtás
اجرا	kivitelezés
اجرا	futás
اجرا	futás
اجرا	fut
اجرا	futó
اجرا	futok
وزیر	miniszter
خواننده	énekesnő
خواننده	énekes
خواننده	singer
خواننده	olvasó
پیشنهاد	ajánlott
پیشنهاد	javasolt
پیشنهاد	kínál
پیشنهاد	ajánlat
پیشنهاد	ajánlatot
پیشنهاد	javaslom
پیشنهاد	javaslat
اتحادیه	union
اتحادیه	unió
اتحادیه	szakszervezet
اتحادیه	unión
اتحادیه	uniós
خوب	jó
خوب	hát
موفق	sikeres
موفق	sikeresen
موفق	sikeres
موفق	siker
شخصی	személyes
شخصی	személyi
شخصی	egyén
شخصی	egyéni
شخصی	magán
شخصی	privát
پایین	lefelé
پایین	le
پایین	alul
پایین	alja
پایین	alsó
پایین	fenék
پدر	apa
پدر	apu
حق	igazság
خاص	specifikus
خاص	konkrét
خاص	különleges
خاص	speciális
گذشته	elmúlt
گذشته	múlt
گذشته	múltbeli
کیفیت	minőségi
کیفیت	minősége
کیفیت	minőség
ازدواج	feleségül
ازدواج	házas
ازدواج	házasok
ازدواج	házasság
ازدواج	házasságot
ازدواج	esküvő
ازدواج	esküvőn
ازدواج	esküvőre
خارجی	külső
خارجی	külső
خارجی	külföldi
خارجی	kül
خارجی	külföldiek
هنوز	még
انتشارات	kiadók
دادگان	adatbázisok
دادگان	adatbázis
میزان	értékelt
میزان	minősített
میزان	névleges
میزان	egyenleg
میزان	mérleg
میزان	egyensúly
بالاتر	feljebb
بالاتر	magasabb
بالاتر	nagyobb
تر	ter
مشغول	elfoglalt
اقتصادی	gazdasági
فعال	aktív
فعال	aktívak
اینجا	itt
پادشاهی	királyság
کمربند	övek
کمربند	öv
کمربند	öv
واحد	hadosztály
واحد	körzet
واحد	részleg
واحد	divízió
واحد	egység
واحد	unit
چندین	tucatnyi
چندین	számos
چندین	többszörös
چندین	többszörösen
اندازه	méretek
اندازه	méret
اندازه	mérete
اندازه	méret
خیابان	utca
خیابان	utcákon
خیابان	utcák
عالی	tökéletes
عالی	nagyszerű
عالی	csodás
عالی	csodálatos
عالی	király
عالی	szuper
عالی	kiváló
نگاره	kép
نگاره	képet
نگاره	grafikai
نگاره	grafikus
هدف	gól
هدف	cél
هدف	célpont
هدف	cél
هنرپیشه	színésznek
هنرپیشه	színész
قهرمانی	bajnokság
دستگاه	berendezés
دستگاه	szerkezet
دستگاه	eszköz
دستگاه	készülék
دستگاه	gépezet
دستگاه	gép
طرح	vázlat
طرح	dizájn
طرح	tervezési
طرح	design
طرح	tervezés
میرزا	mirza
پنج	öt
پنج	öten
برد	win
برد	nyerni
برد	győzelem
برد	nyerj
تئاتر	színház
تئاتر	színházi
تئاتر	színház
پل	híd
پل	bridge
پل	paul
پل	pál
ترابری	közlekedés
ترابری	fuvarozás
ترابری	szállítás
ترابری	közlekedési
داخل	belül
ابتدا	először
ابتدا	első
ارتباط	kommunikáció
ارتباط	közlemény
ارتباط	kommunikációs
ارتباط	kapcsolat
ارتباط	kapcsolódás
ارتباط	csatlakozás
ارتباط	kapcsolatfelvétel
ارتباط	kapcsolattartó
ارتباط	kontakt
ارتباط	érintkezés
ارتباط	kapcsolat
ارتباط	kapcsolatba
پخش	játék
پخش	játszani
پخش	play
پخش	játssz
پخش	közvetítés
پخش	adás
پخش	terjed
پخش	játszik
پخش	játszom
امام	imám
مطلق	abszolút
اراضی	földeket
اراضی	földek
مشکل	gond
مشکل	probléma
مشکل	baj
مشکل	gond
مشکل	baj
نفت	olaj
نفت	kőolaj
نفت	olajjal
نفت	olajat
نفت	kőolaj
نفت	ásványolaj
شرایط	fogalmak
شرایط	feltételek
شرایط	kifejezések
شرایط	körülmények
شرایط	körülmény
شرایط	állapotok
شرایط	feltételek
شرایط	állapota
شرایط	feltétel
شرایط	állapot
شرایط	körülmények
شرایط	körülmény
کارگردان	rendező
کارگردان	igazgató
دانشکده	kollégium
دانشکده	főiskola
دانشکده	egyetem
دختر	kislány
دختر	csaj
دختر	lány
دختر	lányom
دختر	lánya
نور	fény
نور	light
نور	fényt
نور	nur
نور	noor
اجرای	kivégzés
اجرای	végrehajtás
اجرای	kivitelezés
یونان	görög
لازم	kellett
لازم	szükséges
لازم	szükséges
لازم	szükségesek
لازم	szükséges
سازی	instrumentális
مرتبط	kapcsolódó
مرتبط	társult
مرتبط	összefüggő
مرتبط	kapcsolódó
مرتبط	rokonok
مرتبط	rokon
مرتبط	kapcsolatban
شکست	bukta
شکست	kudarc
شکست	meghibásodás
شکست	bukás
شکست	kudarc
شکست	vereség
شکست	legyőzni
رشد	növekszik
رشد	növekvő
رشد	növekedés
گزارش	jelentést
گزارش	jelentés
گزارش	beszámoló
پرداخت	fizető
پرداخت	fizet
پرداخت	fizess
پرداخت	fizetni
پرداخت	fizet
پرداخت	fizetés
پرداخت	fizetési
پرداخت	kifizetés
پرداخت	fizetség
پرداخت	fizetés
پرداخت	fizetve
پرداخت	fizetett
پرداخت	kifizetett
هلند	hollandia
هلند	holland
هلند	holland
هلند	holland
هلند	dutch
مالی	molly
مالی	pénzügyi
مالی	pénzügyi
مالی	pénzügyek
مالی	finanszírozás
مالی	mali
زیاد	sok
زیاد	sokat
اضافه	extra
ورزشگاه	edzőterem
ورزشگاه	estadio
ورزشگاه	stadion
ورزشگاه	stadionban
درون	belül
جنسی	szexualitás
جنسی	szexuális
جنسی	szex
جنسی	sex
امور	ügyi
امور	viszony
امور	viszonya
تأسیس	telephely
تأسیس	létesítmény
تأسیس	létrehozása
تأسیس	letelepedés
تأسیس	létrehozásáról
مهدی	mahdi
مهدی	mehdi
شعر	vers
شعر	verset
شعر	vers
شعر	költészet
شعر	szöveget
شعر	szöveg
شعر	szövegek
شعر	verseket
شرح	magyarázat
شرح	magyarázatot
شرح	megnevezés
شرح	leírása
شرح	leírás
فناوری	technikus
فناوری	tech
فناوری	technológia
فناوری	technika
ترتیب	elrendezett
ترتیب	megrendelés
ترتیب	rendelés
ترتیب	rend
ترتیب	parancs
ترتیب	gondoskodjon
مادر	anyu
مادر	anya
مادر	édesanyám
مادر	anya
کرمان	kermán
خانوار	háztartás
خانوار	háztartások
خانوار	háztartás
خانوار	háztartásban
خانوار	háztartások
خانوار	háztartási
وضعیت	állapot
وضعیت	státusz
وضعیت	szituáció
وضعیت	helyzet
وضعیت	állapot
وضعیت	állami
وضعیت	állam
نمونه	mintavétel
نمونه	minta
نمونه	példány
نمونه	példa
نامزد	vőlegény
نامزد	vőlegénye
نامزد	jegyesek
نامزد	eljegyzés
نامزد	tagjelölt
نامزد	pályázó
نامزد	jelölt
لیتر	literes
لیتر	liter
لیتر	alom
لیتر	literes
لیتر	liter
لیتر	literes
لیتر	liter
لاتین	latin
لاتین	latinul
مثال	példa
سوئد	svédország
مدل	model
مدل	minta
مدل	modell
متری	méter
دوستان	barátokkal
دوستان	barátok
دوستان	barátaim
دوستان	ismerősök
مسیر	utat
مسیر	ösvény
مسیر	útvonal
مسیر	út
مسیر	útvonal
مسیر	útvonalon
مسیر	röppálya
دسته	kategória
دسته	tétel
دانش	tudás
دانش	ismeretek
ترانه	dal
ترانه	dalt
ترانه	song
کشته	megölt
کشته	megölte
چرا	miért
پایگاه	alap
پایگاه	bázis
پایگاه	helyőrség
مکان	hely
مکان	helyszín
مکان	hely
مکان	elhelyezkedés
فکر	gondolkodás
فکر	gondolkodik
فکر	gondolkodom
فکر	gondolkodó
اولیه	elsődleges
اولیه	primer
گسترش	bővülő
گسترش	terjeszkedés
گسترش	bővítés
گسترش	terjeszkedni
شناگران	úszók
عدم	hiánya
عدم	hiány
عدد	szám
عدد	száma
عدد	számok
تعریف	meghatározás
تعریف	meghatározása
تعریف	meghatározni
نو	újdonság
نو	új
خدمات	szolgáltatások
خدمات	szolgáltatás
خدمات	kiszolgálás
خدمات	szerviz
خدمات	szolgálat
خدمات	szolgáltatás
همسر	házastársa
همسر	házastárs
همسر	férje
همسر	férjem
همسر	férj
همسر	feleségem
همسر	felesége
همسر	feleség
فرزند	utódok
فرزند	gyermek
فرزند	gyermeke
فرزند	gyermekem
فرزند	gyerek
پهلوی	pahlavi
مصرف	fogyasztása
مصرف	fogyasztás
مصرف	fogyasztásra
مصرف	felhasználás
لهستان	lengyelország
تقسیم	hadosztály
تقسیم	körzet
تقسیم	részleg
تقسیم	divízió
تقسیم	osztva
تقسیم	megosztott
تقسیم	megosztva
روزنامه	újság
تن	tonhal
تن	tonna
تن	tonnányi
تن	tonna
تن	tan
اتحاد	union
اتحاد	unió
اتحاد	szakszervezet
اتحاد	unión
اتحاد	uniós
اتحاد	egység
اتحاد	szövetség
اتحاد	szolidaritás
نظریه	elmélet
نظریه	elméletek
خاک	por
خاک	port
خاک	talajban
خاک	talaj
خاک	kosz
مخالف	ellenzéki
مخالف	ellenzék
مخالف	szemben
مخالف	ellentétes
میله	bar
میله	bár
محسوب	számoltam
محسوب	számolt
کلیسای	kápolna
کلیسای	templom
کلیسای	egyház
کشاورزی	mezőgazdasági
کشاورزی	mezőgazdaság
کشاورزی	gazdálkodás
کشاورزی	tenyésztés
کشاورزی	mezőgazdasági
کشاورزی	mezőgazdaság
آباد	látogatás
دوباره	újra
مشهور	híres
مشهور	híresség
بعدی	következő
مستقل	független
مستقل	önálló
مستقل	függetlenek
