den	the
kristus	hrista
relation	odnosu
sebastian	sebastian
turkiska	turski
tammerfors	tampere
edgar	edgar
boys	momci
boys	boys
boys	dječaci
ständigt	neprekidno
ständigt	stalno
översättningar	prevode
upplands	uppland
rikets	rajh
rikets	rajha
sluta	prestaju
sluta	zaustaviti
sluta	stop
sluta	zaustavlja
sluta	zaustavljanje
sluta	stanica
arts	umjetnost
conakry	conakry
skepp	brod
skepp	brodovi
skepp	brodove
skepp	brodovima
dottern	ćerka
dottern	kćerka
beslöt	odlučili
beslöt	odlučilo
beslöt	odlučila
beslöt	odlučio
stödjer	podržava
östersjön	baltička
tros	vjerovali
populärt	popularna
populärt	popularan
populärt	popularni
hävdade	ustvrdio
hävdade	preuzela
hävdade	tvrdili
hävdade	tvrdio
nebraska	nebraska
diego	diego
gottfried	gottfried
automatiskt	auto
automatiskt	automatsko
automatiskt	automatski
hjälper	pomaže
mönster	šema
mönster	obrazac
belize	beliz
schleswig	schleswig
languedoc	languedoc
pará	pará
ärkebiskop	nadbiskup
breda	široka
breda	široki
breda	širokog
breda	široku
breda	široke
breda	wide
breda	široki
breda	široko
breda	široka
hamnen	luka
hamnen	port
bestämmer	odlučuje
bestämmer	određuje
konserter	koncerti
johanna	ivana
möjliga	mogući
möjliga	moguće
mallar	templates
samla	prikupljanje
ungdomar	omladina
ungdomar	kompjutersku
ungdomar	omladina
zhang	zhang
socialdemokraterna	socijaliste
socialdemokraterna	socijalista
socialdemokraterna	socijalistima
goiás	goiás
bmw	bmw
siffror	brojke
siffror	cifre
siffror	brojevi
antofagasta	antofagasta
generellt	općenito
generellt	generalno
generellt	uopšteno
generellt	sveukupno
generellt	sveukupni
generellt	sveukupna
koch	koch
självständighet	autonomiju
självständighet	samostalnost
självständighet	autonomija
självständighet	nezavisnost
wars	ratovi
viti	viti
faktum	činjenica
allium	allium
roussillon	roussillon
kommunerna	općina
kommunerna	općine
foto	foto
foto	fotografija
tell	reci
tell	tell
tell	reći
akademiska	akademik
akademiska	akademska
akademiska	akademske
knight	vitez
knight	skakač
knight	viteza
tennis	tenis
pro	pro
hälsa	zdravlje
lloyd	lloyd
familjer	porodice
dela	dijeljenje
dela	podijeli
dela	podjele
dela	podijeli
dela	splitsko
dela	split
dela	splitska
innehålla	sadrže
lanka	lanke
lanka	lanka
nationell	nacionalni
nationell	nacionalna
rita	crtež
rita	rita
ambassadör	ambasador
lindström	lindström
sommar	ljeto
hole	rupa
neil	neil
neil	nil
företrädare	predstavnici
företrädare	zastupnik
företrädare	predstavnik
fot	foot
fot	stopala
fot	stopa
fönster	windows
fönster	prozor
dennis	dennis
magnusson	magnusson
lantbrukare	poljoprivrednici
lantbrukare	poljoprivrednike
lantbrukare	poljoprivrednicima
lantbrukare	farmera
ersätta	zamijenivši
ersätta	zamjenu
ersätta	zamijeniti
ersätta	zamijenit
ersätta	zamjenu
erbjuder	ponude
erbjuder	nudi
erbjuder	nuditi
försvar	odbrana
försvar	odbranu
försvar	odbrana
halvön	poluostrvo
avslutades	ukinut
avslutades	okončana
avslutades	okončan
begravd	sahranjen
box	kutija
berättelse	tale
berättelse	priča
metoden	metod
thüringen	tiringija
tecknade	crtani
tecknade	cartoon
rudolph	rudolph
hoppas	nadaju
hoppas	nada
hoppas	nade
turné	turneja
turné	tour
homer	homer
enklare	lakši
enklare	lakše
enklare	jednostavnija
verktyg	alat
verktyg	alat
elsa	elsa
bryta	brejk
bryta	breaking
matematik	matematika
matematik	matematike
matematik	matematička
matematik	matematici
matematik	matematika
tirana	tirana
tron	prijesto
tron	arš
tron	tronu
tron	tron
tron	trona
tron	vjera
tron	vjerovanje
tron	vjerovanja
nintendo	nintendo
asmara	asmara
vii	vii
traditionell	tradicionalna
traditionell	tradicionalne
traditionell	tradicionalno
vega	vega
pjäs	play
pjäs	igrati
pjäs	igraju
vista	vista
förklara	objašnjavajući
förklara	objasniti
förklara	objasni
kommendör	kapiten
kommendör	kapetan
kommendör	commodore
kommendör	komadant
kommendör	komandant
mörka	tamne
mörka	dark
mörka	mraku
mörka	tamna
mörka	mračna
filosof	filozof
fåtal	par
fåtal	nekoliko
släktingar	rodbina
achille	achille
benämning	denominacija
kläder	odjeća
kläder	odjeća
kläder	odjeću
offentlig	javni
offentlig	javnost
offentlig	javna
offentlig	javno
race	trka
race	rasa
fernando	fernando
process	proces
skjuter	puca
skjuter	paljbe
entertainment	zabava
gary	gary
brett	wide
brett	široki
brett	široko
brett	široka
brett	brett
brett	široka
brett	široki
brett	širokog
brett	široku
brett	široke
avsedd	namijenjeni
avsedd	namijenjene
avsedd	namijenjena
avsedd	namijenjen
mattias	mattias
mattias	matthias
malta	malta
kor	krava
jobb	posao
jobb	jobs
jobb	poslovi
likhet	sličnost
kontrollera	kontrolisanje
kontrollera	kontrolisati
kontrollera	kontroliše
kontrollera	kontroli
kontrollera	kontrola
kontrollera	pogledajte
kontrollera	check
storm	oluja
branch	ogranak
branch	grana
valparaíso	valparaíso
saab	saab
story	priča
coahuila	coahuila
ingenting	ništa
liu	liu
drift	drift
drift	operacija
expedition	ekspedicija
poitou	poitou
banks	banke
genomföra	provesti
genomföra	provoditi
tallinn	tallinn
rex	rex
philipp	philipp
stuttgart	stuttgart
grenar	grana
volym	volumen
nyare	noviji
nyare	novije
silene	silene
eng	eng
say	kažu
jefferson	jefferson
hope	nada
hope	nade
tronen	prijesto
tronen	arš
tronen	tronu
tronen	tron
tronen	trona
separat	odvojeno
separat	odvojenih
separat	odvojene
separat	odvojiti
dyker	ronjenju
iväg	away
iväg	daleko
iväg	off
iväg	sa
falun	falun
name	ime
drama	drama
rike	kraljevina
rike	kraljevstvo
rike	carstvo
rike	kraljevina
roberts	roberts
avancerade	naprednim
avancerade	napredna
förhindra	sprječavaju
förhindra	sprečavanje
förhindra	spriječiti
förhindra	spriječi
förhindra	spriječili
bridge	most
bond	bondu
bostäder	stanovanje
bostäder	stambeni
ouest	ouest
trek	trek
matt	met
matt	matt
bon	bon
marina	marina
marina	morskih
marina	morski
marina	marine
monica	monica
monica	monika
pacific	pacifik
pacific	pacifika
pacific	pacifički
pacific	pacifiku
eld	vatra
innehållet	sadržaj
innehållet	sadržaja
innehållet	sadržaj
kretsar	kolo
linjer	linije
marocko	maroko
christoph	christoph
begäran	zahtjevi
begäran	zahtjeva
begäran	zahtjev
mått	dimenzije
mått	merenje
mått	mjerenja
mått	mjerenje
mått	dimenzija
mått	dimenziju
uganda	ugandi
kust	obala
basidiesvampar	basidiomycota
webbsida	web
intermedia	intermedia
melodifestivalen	melodifestivalen
egenskap	osobina
egenskap	imovine
egenskap	vlasništvo
egenskap	imovina
egenskap	imovinu
egenskap	imovinska
ellen	ellen
ellen	elen
blockering	blokirati
blockering	blokirati
vallonien	valonija
utrustning	oprema
slagverk	udaraljke
återvända	povratka
återvända	povratak
hål	rupa
hål	rupe
hål	rupa
teorin	teorija
islam	islam
färdig	završila
färdig	završio
färdig	završeno
färdig	uradio
färdig	urađen
färdig	završeno
färdig	urađeno
kings	kraljevi
eddie	eddie
eddie	edi
nätverk	umrežavanja
nätverk	povezivanje
nätverk	mrežu
nätverk	mreže
nätverk	mreža
nätverk	mreže
nätverk	mreža
landskrona	landskrona
definition	definicija
förlorat	izgubljeni
förlorat	izgubila
förlorat	izgubljena
förlorat	izgubili
förlorat	izgubio
copa	copa
copa	kup
regionala	regionalni
regionala	regionalna
planen	plan
flyttar	poteza
afrikanska	afrički
afrikanska	afričke
afrikanska	afričkih
afrikanska	afrička
milano	milano
milano	milano
uppföljare	nastavak
självständig	independent
självständig	nezavisno
självständig	nezavisni
självständig	nezavisna
självständig	autonomni
självständig	autonomne
självständig	autonomna
rico	rico
ekonomiskt	finansijski
ekonomiskt	finansijski
ekonomiskt	ekonomske
ekonomiskt	ekonomska
ekonomiskt	ekonomski
ekonomiskt	ekonomske
ekonomiskt	ekonomski
svarade	odgovorio
svarade	odgovorio
svarade	odgovorila
svarade	odgovorio
tankar	tenkova
tankar	tenkovi
tankar	misli
mariehamn	mariehamn
vårt	naše
vårt	naša
vårt	naš
vårt	naše
vårt	naša
vårt	nase
portugisiska	portugalski
åttonde	osmi
åttonde	osmo
infoga	inserting
infoga	ubacuje
yorkshire	yorkshire
games	igara
games	igre
games	igrama
glas	staklo
pic	pic
norrland	norrlands
finsk	finski
generation	generacija
tyvärr	nažalost
village	selo
besökare	posjetioci
besökare	posjetilac
mtv	mtv
hits	hitovi
aleksandr	aleksandr
aleksandr	aleksandar
aleksandr	alexander
föreningar	udruženja
föreningar	jedinjenja
tryck	tap
tryck	pritisak
tryck	štampanje
tryck	press
tryck	štampa
fet	masti
fet	fat
fet	debela
fet	masnoća
fet	masnoće
hänger	visi
marianne	marianne
body	tijela
body	tijelo
body	tijelu
body	telo
nicolas	nicolas
rubrik	headline
rubrik	titula
field	polje
raka	pravo
journal	žurnal
misslyckades	propao
misslyckades	propali
fra	fra
plata	plata
struktur	struktura
struktur	strukturi
struktur	strukture
adrian	adrian
finner	pronalazi
finner	nađe
finner	nalazi
undersökning	istraga
undersökning	istraživanje
undersökning	ispitivanje
reklam	oglašavanje
reklam	oglas
bära	prenose
bära	nose
master	gospodar
master	master
master	majstor
hunter	lovac
hunter	hunter
hunter	lovca
avdelning	odjel
avdelning	katedri
avdelning	odjeljenje
avdelning	departmenta
avdelning	odeljak
avdelning	sekcija
avdelning	titula
miljon	milion
vermont	vermonta
mac	mac
venedig	venecija
net	neto
net	net
hjärta	srce
våningar	kata
våningar	spratova
speciell	posebna
speciell	specijalno
speciell	specijalni
gyllene	zlatna
bujumbura	bujumbura
blod	krv
inomhus	unutrašnjost
inomhus	unutar
jerry	jerry
jordbruk	poljoprivreda
jordbruk	poljoprivreda
fisher	fišer
tower	toranj
carpenter	carpenter
jenny	jenny
atlanta	atlanta
konstruktion	izgradnja
konstruktion	građevinarstvo
konstruktion	građevinski
konstruktion	dizajn
saône	saône
konservativa	konzervativci
konservativa	konzervativne
ange	ange
ange	setu
ange	set
ange	postavio
ange	postavljeni
ange	navesti
ange	ući
microsoft	microsoft
gun	pištolj
kenneth	kenneth
powell	powell
situationen	situacija
situationen	stanje
samlingar	kolekcije
samlingar	zbirke
semifinalen	polufinale
semifinalen	polufinalna
oval	ovalna
tjeckoslovakien	čehoslovačka
ändrade	izmijenio
segern	pobjeda
astrid	astrid
valen	kit
egendom	imovine
egendom	vlasništvo
egendom	imovina
egendom	imovinu
egendom	imovinska
egendom	naselju
egendom	imanju
egendom	posjed
anfall	napad
flickor	djevojke
flickor	girls
självständigt	independent
självständigt	nezavisno
självständigt	nezavisni
självständigt	nezavisna
självständigt	nezavisno
självständigt	nezavisnost
denis	denis
come	dođu
come	dolaze
come	dolazi
come	doći
original	originalni
original	originalna
original	prvobitni
original	originalne
original	original
barry	barry
styrelse	odbor
hotel	hotel
hugh	hugh
guide	vodič
hänsyn	razmatranje
curtis	curtis
minskar	smanjuje
minskar	smanjuje
driva	drift
bergström	bergström
geografiska	geografske
geografiska	geografska
geografiska	geografski
huvudkontor	sjedište
dator	računar
spindlar	pauci
vetenskap	nauka
ortodoxa	pravoslavna
ortodoxa	pravoslavni
parallellt	paralelnost
parallellt	paralelna
parallellt	paralelnih
parallellt	paralelne
parallellt	paralelni
parallellt	paralelno
iris	iris
alta	alta
figurer	cifre
figurer	likovi
nina	nina
anse	smatraju
isaac	isak
staffan	staffan
öland	öland
tillhörighet	pripadnost
trupp	odred
trupp	trupa
trupp	trupe
ralph	ralph
olja	ulje
term	mandat
term	izraz
term	termin
peters	peters
jamaica	jamajka
hund	psa
hund	pas
hund	dog
hund	ker
hund	psi
hund	pasa
hund	pse
halv	polovina
halv	polovinu
halv	pola
resan	putovanje
zimbabwe	zimbabve
people	narod
passagerare	putnik
passagerare	putnici
passagerare	putnika
passagerare	putnike
ain	ain
fynd	nalaze
fynd	nalazima
fynd	nalazi
hästen	konj
sällskap	kompanija
soul	duša
otter	otter
antog	preuzela
gårdar	farmi
gårdar	farme
borgen	dvorac
borgen	kaucija
miss	mis
miss	miss
brist	nestašica
brist	nedostatak
brist	nedostatak
brist	manjak
brist	manjkom
bush	bush
detroit	detroit
förklaring	objašnjenje
förklaring	deklaracija
förklaring	proglašenje
byar	sela
byar	selima
månen	mjesec
månen	moon
taket	krov
taket	krovu
academy	akademija
fullständigt	završeno
fullständigt	potpuna
fullständigt	kompletna
fullständigt	kompletan
fullständigt	potpuno
fullständigt	sasvim
deltar	učestvuje
deltar	sudjeluje
deltar	učestvuju
deltar	učesnice
jämför	poređenje
jämför	porede
jämför	poredi
kong	kong
djurgården	djurgården
farah	farah
leopold	leopold
ulrika	ulrika
beck	bek
beslutet	odlukom
beslutet	odluka
dick	dick
höra	čuti
höra	čujem
höra	hear
höra	čuju
kulturen	kultura
harvey	harvey
mån	mon
domstolen	sud
nora	nora
snabb	brzo
snabb	brza
snabb	brz
snabb	brzi
snabb	brzo
föreslog	kazao
dhabi	dhabi
konflikter	sukobi
konflikter	sukob
konflikter	konflikt
gata	street
gata	ulice
gata	ulica
handboll	rukomet
erich	erich
sydkorea	koreja
flicka	djevojka
flicka	devojka
flicka	girl
autonoma	autonomni
autonoma	autonomne
autonoma	autonomna
autonoma	autonomni
sigismund	sigismund
plötsligt	odjednom
plötsligt	iznenada
plötsligt	iznenadnu
plötsligt	iznenadne
sarah	sarah
sarah	sara
alba	alba
intresserade	zainteresovani
intresserade	zainteresovan
intresserade	zainteresiran
intresserade	zainteresovana
intresserade	zainteresirani
intresserade	zainteresovane
slovenien	slovenija
slovenien	slovenački
hittas	našla
hittas	pronađen
hittas	pronađena
hittas	pronašli
hittas	pronašao
hittas	utvrdila
engagerad	bavili
engagerad	angažiran
engagerad	počinjenih
engagerad	počinjenim
engagerad	počinila
engagerad	izvršio
engagerad	počinio
engagerad	počinili
regelbundet	redovno
regelbundet	redovni
regelbundet	redovnog
regelbundet	redovan
regelbundet	redovna
regelbundet	redovnom
regelbundet	redovnim
bibeln	biblija
mörk	tamne
mörk	dark
mörk	mraku
mörk	tamna
mörk	mračna
paraguay	paragvaj
sämre	gorom
sämre	gore
sämre	gori
sämre	gora
dst	dst
mottagare	prijemnik
teorier	teorija
teorier	teorije
socialdemokratiska	socijalistička
dominerande	dominantne
dominerande	dominantan
dominerande	dominantna
dominerande	dominantni
dominerande	dominaciju
five	pet
stallet	stabilno
stallet	stabilna
stallet	stabilan
austin	austin
austin	ostinu
straff	penala
straff	kazna
straff	kazne
straff	kaznu
straff	kazna
casey	casey
simpson	simpson
kommunala	općinskom
kommunala	općinsko
îles	îles
auvergne	auvergne
fysiker	fizičar
fysiker	fizičara
leslie	leslie
arkiverat	arhivirano
arkiverat	uložili
konflikten	sukob
konflikten	konflikt
christmas	božić
utbrott	epidemija
utbrott	erupcija
utbrott	izbijanja
ward	ward
ward	odjeljenju
gulch	gulch
laurent	laurent
temperatur	temperatura
bröder	braće
bröder	braća
hård	žestoki
hård	hard
hård	teško
fångar	zarobljenike
fångar	zatvorenici
tunisien	tunis
nått	postigli
nått	postignutim
analys	analiza
ahmar	ahmar
debatt	debatu
debatt	raspravu
debatt	debati
debatt	debata
debatt	debate
hjälpte	pomogla
hjälpte	pomogao
växt	porastao
växt	biljke
skala	skala
bin	bin
bin	pčele
nationellt	nacionalni
nationellt	nacionalna
rollerna	uloge
oro	oro
oro	zabrinutosti
oro	zabrinutost
skotsk	škotski
alf	alf
anlände	stigao
anlände	stigli
anlände	stigla
löjtnant	poručnik
publiken	masi
publiken	masa
publiken	publika
använd	koristimo
använd	upotreba
använd	iskoristi
använd	koristi
använd	koriste
kuopio	kuopio
snabbare	brži
snabbare	brže
miles	miles
miles	milja
miles	km
catarina	catarina
stars	zvijezda
stars	zvezde
traditionen	tradicija
salix	salix
litauen	litvanija
marion	marion
marion	marian
farbror	amidže
farbror	ujka
farbror	amidža
kulturella	kulturna
kulturella	kulturno
kulturella	kulturni
kulturella	kulturnih
stående	stoji
stående	stajanje
stående	portret
krafter	ovlasti
krafter	sile
kroatiska	hrvatski
stevens	stevens
passage	prolaz
assisterande	pomoćnik
assisterande	asistenta
assisterande	asistent
porter	porter
collins	collins
längsta	najviša
längsta	najviših
längsta	najduži
längsta	najduža
veronica	veronika
närliggande	obližnje
ändringar	amandmani
ändringar	amandmane
ändringar	modifikacije
ändringar	promjene
handling	akcija
handling	dokument
restaurang	restoran
brothers	braće
brothers	braća
tidpunkt	vrijeme
skadade	povrijeđeno
skadade	oštećeni
skadade	oštećeno
skadade	oštećen
skadade	ranjen
turnering	turnir
kammare	odaja
kammare	komora
kammare	komori
kammare	komora
kammare	komore
relevanta	relevantne
relevanta	relevantnim
härjedalen	härjedalen
lager	slojeva
lager	slojevi
lager	sloj
lager	skladište
lager	berze
lager	dionica
lager	deonice
lager	dionice
innefattar	obuhvaća
innefattar	obuhvata
innefattar	uključuje
påverka	uticaja
påverka	utjecaj
påverka	uticaj
elektriska	električne
elektriska	električna
elektriska	električni
elektriska	električna
elektriska	električni
byggda	sagrađena
byggda	izgrađena
byggda	izgrađeno
byggda	izgradio
parque	parque
bakgrunden	pozadinu
bakgrunden	pozadina
biblioteket	biblioteka
angel	anđeo
hart	hart
hart	rp
intryck	utisak
jörgen	jørgen
side	strani
side	strana
domstol	sud
domstol	sudovima
domstol	sudovi
place	mjesto
gymnasium	gimnazija
indica	indica
medicinska	medicinska
medicinska	medicinski
medicinska	medical
xiv	xiv
järn	željezo
möjligheter	mogućnosti
möjligheter	mogućnostima
möjligheter	mogućnosti
möjligheter	opcije
döttrar	kćerke
döttrar	kćerkama
döttrar	kćeri
springs	izvorima
ana	ana
intressen	interesa
intressen	interese
intressen	interesi
intressen	interesima
stanna	prestaju
stanna	zaustaviti
stanna	stop
stanna	zaustavlja
stanna	zaustavljanje
stanna	stanica
stanna	ostala
stanna	ostati
stanna	ostanu
stanna	boravka
rena	čistu
rena	čistim
rena	čista
rena	čist
rena	čistom
rena	čisti
rena	čisto
rena	čista
shaw	shaw
shaw	sho
troligtvis	vjerovatno
behöll	zadržala
konung	king
konung	kralj
värden	vrijednosti
bildad	obrazovana
bildad	obrazovani
carlyle	carlyle
ken	ken
matematiker	matematičar
matematiker	matematičari
matematiker	matematičara
cornelis	cornelis
hanna	hannah
hanna	hana
hanna	hanna
fiender	neprijatelj
fiender	neprijateljima
fiender	neprijatelji
fiender	neprijatelja
ingvar	ingvar
tydlig	jasni
tydlig	jasnih
tydlig	jasno
tydlig	jasna
tydlig	jasan
rafael	raphael
rafael	rafael
deutsche	deutsche
global	globalni
global	globalno
petrus	petrus
petrus	peter
petrus	petar
rune	rune
gram	gram
gram	grama
följt	praćen
följt	slijede
följt	slijedili
kanoner	top
dream	san
dream	sna
dream	dream
dream	snu
förklarar	objašnjavajući
förklarar	proglašenja
förklarar	objašnjava
förklarar	objasniti
förklarar	objasni
edition	izdanje
självmord	samoubistva
självmord	samoubistvo
självmord	samoubistva
självmord	samoubistava
språken	jezici
språken	jezike
neutral	neutral
positiv	pozitivna
positiv	pozitivan
positiv	pozitivne
positiv	pozitivni
ice	led
positiva	pozitivna
positiva	pozitivan
positiva	pozitivne
positiva	pozitivni
succé	uspjeh
uppdaterad	ažurirana
obscura	obscura
mason	mason
kommissionen	komisija
ungar	deca
ungar	djeca
ungar	mladunci
rörelser	kretanje
rörelser	pokreti
rörelser	pokret
uppnå	postizanju
uppnå	ostvarivanju
uppnå	postizanje
uppnå	postići
cay	cay
hittade	našla
hittade	pronađen
hittade	pronađena
hittade	pronašli
hittade	pronašao
hittade	utvrdila
agent	agens
agent	agent
mans	mans
fifa	fifa
emery	emery
förkortning	skraćenica
westfalen	vestfalija
starkare	jače
starkare	jači
omgångar	runde
omgångar	rundama
kazakstan	kazahstan
utgåva	puštanje
utgåva	oslobađanje
utgåva	izdanje
utställningar	izložbe
studie	proučiti
studie	studija
studie	proučavanja
vinnaren	pobjednik
luft	vazduh
förändring	promjena
förändring	izmjena
förändring	promjene
förändring	promjeni
förändring	promene
förändring	promena
front	ispred
front	front
melodi	melodija
arméns	vojska
arméns	armija
dikt	sevdalinka
bonde	seljak
bonde	pješak
bonde	farmera
foundation	foundation
foundation	fondacija
foundation	temelj
existerar	postoje
existerar	postoji
lily	ljiljan
beräknas	izračunali
antagligen	vjerovatno
rösta	glasanje
stenar	kamenova
stenar	kamenje
stenar	stijene
stenar	stijena
stenar	stijenama
graubünden	graubünden
dåliga	loše
dåliga	bad
dåliga	loš
hantera	vođenje
hantera	upravljanje
hantera	drškom
vila	vila
vila	ostatak
fenomen	fenomen
fenomen	fenomene
fenomen	fenomen
pågår	tekuće
pågår	tekućih
pågår	tekući
ffffff	ffffff
takt	tempo
rik	bogata
rik	bogato
rik	bogati
rik	bogatim
rik	bogat
tema	tema
vilda	divljeg
vilda	divlji
vilda	wild
vilda	divlja
passar	odgovara
passar	uklapa
passar	stati
passar	fit
andel	proporcija
utställning	izložba
utställning	izložba
utställning	izložbe
representant	zastupnik
representant	predstavnik
definieras	definisani
definieras	definisano
definieras	definisan
definieras	definisane
definieras	definisana
pågående	tekuće
pågående	tekućih
pågående	tekući
främmande	alien
främmande	vanzemaljski
främmande	stranih
främmande	strani
främmande	stranim
mayo	mayo
situation	situacija
situation	stanje
edwin	edwin
sol	sunce
sol	sol
sol	solarni
sol	sunčev
sol	solarne
relationer	odnosi
östersund	östersund
händelse	incident
händelse	priča
händelse	manifestacija
händelse	događaj
viii	viii
bollnäs	bollnäs
rangers	rangers
helge	helge
universum	svemir
lorenzo	lorenzo
skickade	poslata
skickade	poslali
skickade	poslao
skickade	poslan
steven	steven
slutspel	endgame
tillgängliga	dostupan
tillgängliga	dostupno
tillgängliga	dostupni
tillgängliga	dostupna
tillgängliga	raspolaganju
beatles	beatles
aktiviteter	aktivnosti
datorer	računari
institutionen	institucija
fabriken	fabrika
bidra	doprinijeti
värd	računar
värd	vrijedi
värd	vrijedno
värd	vrijednosti
värd	vrijedna
nacional	nacional
poesi	poezija
take	preuzeti
take	uzeti
take	take
take	preuzme
läkemedel	medicina
läkemedel	pharmaceuticals
läkemedel	lijekova
läkemedel	lijekovi
läkemedel	droga
block	blokovi
block	blokirati
gammalt	stare
gammalt	stara
gammalt	staro
gammalt	stari
salu	prodaju
salu	prodaja
chang	chang
listor	liste
brant	brant
willis	willis
santos	santos
försäljning	prodaja
försäljning	prodaju
försäljning	prodaja
indisk	indijska
indisk	indijanac
indisk	indijski
musikgrupp	bend
project	projekt
project	projekat
stödja	podrška
kartor	mapa
kartor	mape
fördel	prednost
kandahar	kandahar
basket	košarka
pubescens	medunac
eleonora	eleonora
warner	warner
xinjiang	xinjiang
lind	lind
rådgivare	savjetnik
rådgivare	savetnik
rådgivare	savjetnik
stoppa	zaustavljanje
stoppa	prestaju
stoppa	zaustaviti
stoppa	stop
stoppa	zaustavlja
stoppa	zaustavljanje
stoppa	stanica
robertson	robertson
congress	kongres
martins	martins
professionella	profesionalne
professionella	profesionalna
professionella	profesionalni
professionella	professional
professionella	profesionalci
professionella	profesionalaca
verkligheten	stvarnost
vinster	pobjeđuje
vinster	pobijedila
vinster	profit
leddes	vodio
leddes	vodili
leddes	predvodio
leddes	predvodi
valt	odabrane
valt	izabrao
valt	izabranim
patrik	patrik
patrik	patrick
stranden	plaža
försvara	brani
försvara	brane
försvara	odbraniti
försvara	braniti
försvara	odbrani
försvara	braneći
försvara	branili
räknar	broji
ställe	mjesto
libreville	libreville
uddevalla	uddevalla
avsked	ostavke
avsked	ostavku
avsked	ostavka
avsked	rastanak
play	play
play	igrati
play	igraju
majoriteten	većina
fysiska	fizički
fysiska	fizičko
fysiska	fizičke
sparrisväxter	asparagaceae
arkeologiska	arheološka
arkeologiska	arheološki
arkeologiska	arheološko
kristianstad	kristianstads
off	off
off	sa
konsten	art
konsten	umjetnost
nordland	nordland
ber	moli
ber	mole
caroline	caroline
caroline	karolina
djupt	duboko
djupt	duboka
djupt	duboke
djupt	duboko
djupt	dubok
djupt	deep
villkor	pojmove
villkor	uslovi
villkor	uslovi
villkor	uslovom
villkor	uslov
villkor	stanje
ändamål	svrha
ändamål	svrhe
flotta	mornarica
flotta	flota
homs	homs
nigra	nigra
skärgård	arhipelag
palestina	palestinu
palestina	palestina
arbetare	radnici
arbetare	radnika
arbetare	radnik
somerset	somerset
födda	born
födda	rođen
födda	rođena
födda	rođeni
störst	najveća
störst	najveći
störst	najveći
störst	najveća
inspirerad	inspirisan
inspirerad	inspirisala
murphy	murphy
anknytning	pripadnost
anknytning	veza
skrivet	pisani
skrivet	napisano
skrivet	zapisano
skrivet	napisao
skrivet	pisan
skrivet	pisao
processen	proces
motorer	motors
motorer	motora
motorer	motori
meadow	meadow
ted	ted
silva	silva
tropiska	tropske
tropiska	tropski
tropiska	tropska
senaten	senat
starr	starr
garonne	garonne
någonting	nešto
anställning	zaposlenje
rummet	sobu
rummet	soba
rummet	sobe
eucalyptus	eukaliptus
dina	vaš
dina	tvoje
dina	your
dina	dina
dina	tvoje
dina	tvoj
medverkande	sudjeluje
medverkande	učestvuju
medverkande	učesnice
medverkande	sponzor
kördes	ran
sjukhuset	bolnica
ida	ida
legend	legenda
scener	scene
tillgänglig	dostupan
tillgänglig	dostupno
tillgänglig	dostupni
tillgänglig	dostupna
tillgänglig	raspolaganju
jeff	jeff
tyskt	njemački
community	zajednica
snabba	brzo
snabba	brza
snabba	brz
snabba	brzi
snabba	brzo
målvakt	golman
målvakt	golman
robusta	robusta
atlanten	atlantski
atlanten	atlantika
atlanten	atlantska
managua	managua
woman	žena
phil	phil
veracruz	veracruz
conrad	conrad
conrad	konrad
pol	pol
pol	poi
målning	slikarstvo
religiös	vjerski
religiös	vjersko
religiös	vjerskim
religiös	vjerska
religiös	vjerskih
religiös	vjerske
noter	note
noter	nota
festivalen	festival
classic	klasični
classic	classic
classic	klasik
geografiskt	geografski
geografiskt	geografske
geografiskt	geografska
geografiskt	geografski
upptäcker	otkrivanje
upptäcker	detects
upptäcker	otkriti
upptäcker	otkriju
upptäcker	otkrili
upptäcker	otkrije
torra	suha
torra	suho
airlines	aviokompanija
airlines	avio
airlines	airlines
stödde	podržao
stödde	podržali
ole	ole
påverkan	utjecaj
påverkan	udar
påverkan	uticaja
påverkan	utjecaj
påverkan	uticaj
påverkan	uticaji
skulptur	skulptura
herat	herat
kvartsfinal	četvrtfinale
guerrero	guerrero
uteslutande	isključenja
uteslutande	isključivo
utgivare	izdavač
utgivare	izdavača
yunnan	yunnan
talade	govornom
talade	govorio
talade	razgovarao
kol	ugalj
kol	kol
kol	ugalj
kol	uglja
kol	ugljik
chiapas	chiapas
pianist	pijanist
offer	žrtvuje
offer	žrtava
offer	žrtve
offer	žrtva
förteckning	indeks
förteckning	spisak
förteckning	lista
wells	vels
wells	wells
skildrar	opisuje
rika	bogata
rika	bogato
rika	bogati
rika	bogatim
rika	bogat
rika	bogati
avslutas	završava
kapacitet	kapacitete
kapacitet	kapacitete
kapacitet	kapacitet
kapacitet	kapaciteti
kapacitet	kapacitete
australiska	australijski
australiska	australian
australiska	australijska
personlig	ličnu
personlig	ličnim
personlig	lične
personlig	lična
personlig	lično
personlig	lični
nutida	savremena
insats	operacija
insats	napor
insats	trud
gran	smrča
gran	gran
paulus	paul
skicka	slanje
skicka	dostaviti
skicka	poslati
skicka	šalju
skicka	send
bella	bella
utställningen	izložba
utställningen	izložba
utställningen	izložbe
länken	veza
länken	link
orsak	razum
orsak	prouzrokovati
orsak	uzrok
ankara	ankara
bert	bert
kyrkogård	groblje
kyrkogård	groblje
trafiken	saobraćaj
konkurs	stečaj
läser	čita
läser	glasi
läser	reading
läser	čita
buffalo	buffalo
utförd	sprovedeno
utförd	sprovedena
utförd	provedena
utförd	obavljenog
utförd	pogubljen
