que	که
refugiats	پناهندگان
refugiats	پناهجویان
refugiats	مهاجرین
crema	سوخت
crema	سوختگی
crema	سوختن
crema	سوزاندن
crema	کرم
crema	خامه
pseudònim	تخلص
tresor	گنجینه
tresor	گنج
assentaments	صندلی
ossos	استخوان
ossos	بونز
ossos	استخوانها
lorena	لورین
medina	مدینا
medina	مدینه
dipòsits	سپرده
exploració	جهانگردی
exploració	اکتشافات
exploració	اسکن
exploració	پویش
heinrich	هاینریش
federico	فدریکو
funcionaris	افسران
funcionaris	مقامات
agulla	سوزن
agulla	سرنگ
genètica	ژنتیک
probabilitat	احتمال
probabilitat	احتمالات
privilegis	امتیازات
harmonia	هارمونی
harmonia	هماهنگی
esquena	عقب
esquena	پشت
esquena	باز
esquena	برگشت
declarada	اعلام
permès	مجاز
dibuixant	کارتونیست
astronomia	اخترشناسی
astronomia	نجوم
istanbul	استانبول
alabama	آلاباما
plural	جمع
conte	کونته
sobrenom	لقب
pregunta	سؤال
pregunta	سوال
pregunta	پرسش
visites	برسد
visites	بازدید
clients	مشتریان
clients	مشتری
clients	موکلین
ramaderia	احشام
gènova	جنوا
dissenys	طراحیهای
dissenys	طرحهای
caucas	قفقاز
tailàndia	تایلند
promesa	engaged
promesa	نامزد
dita	دیتا
paràmetre	پارامتر
àmbits	نواحی
àmbits	مناطق
como	کومو
beta	بتا
sri	سری
aventura	ماجرای
aventura	ماجراجویی
carib	کاریب
carib	کارائیب
holanda	هالند
holanda	هلند
transferència	انتقال
transferència	انتقال
produccions	productions
enviats	ارسالی
arguments	آرگومان
arguments	دلایل
arguments	استدلال
esquí	اسکی
georg	گئورگ
residents	ساکنین
residents	یاران
ombra	سایه
ombra	شادو
magnètic	مغناطیسی
renovació	نوسازی
renovació	بازسازی
renovació	تجدید
multitud	جمعیت
multitud	شلوغی
multitud	ازدحام
bois	بوآ
preus	قیمتها
desembocadura	دهانت
desembocadura	دهان
desembocadura	دهن
christopher	کریستوفر
racing	مسابقه
taques	نقاط
derivada	مشتق
residus	اتلاف
residus	زباله
residus	تلف
residus	اسراف
crimea	کریمه
sagrat	مقدس
tunísia	تونس
mercats	بازارها
mercats	بازارهای
externa	خارجی
fischer	فیشر
cugat	کوگات
moreno	مورنو
originàriament	اصالتا
habitació	اتاق
habitació	اتاقی
habitació	اطاق
dan	دن
pour	بریزید
pour	محبّت
triple	تریپل
reconeix	نشناخت
reconeix	اذعان
vinya	تاکستان
portaveu	سخنگوی
portaveu	سخنگو
servidor	سرور
servidor	کارساز
servidor	کارگزار
moore	مور
coronat	تاجدار
molècula	مولکول
dublín	دابلین
dublín	دوبلین
llinatge	نسب
bàsic	پایه
bàsic	پکیج
bàsic	بیسیک
inspirat	الهام
introduït	معرفی
mínima	کمترین
mínima	کمینه
específics	خاص
específics	مشخص
col	کلم
hernández	هرناندز
hernández	هرناندز
assassinats	قتلهای
paraguai	پاراگوئه
vela	شمع
vela	قایقرانی
vela	دریانوردی
balcó	بالکن
vídeos	ویدئوهای
vídeos	ویدیو
vídeos	ویدیوها
vídeos	ویدیوهای
talent	استعداد
talent	ذکاوت
talent	استعدادها
talent	استعداد
fidels	باوفا
fidels	وفادار
casament	عروسی
casament	ازدواج
toscana	توسکانی
manel	مانوئل
luna	لونا
constància	پشتکار
anuals	سالانه
anuals	سالیانه
màlaga	مالاگا
màlaga	مالاگا
reputació	اعتبار
reputació	آبرو
reputació	شهرت
reputació	شهرتش
rodatge	فیلمبرداری
rodatge	تیراندازی
mides	سایز
mides	اندازه
orgànica	آلی
orgànica	ارگانیک
virtut	فضیلت
virtut	پاکدامنی
european	جاده
european	اروپایی
php	php
mexicà	مکزیک
mexicà	مکزیکی
platges	سواحل
ciutadà	همشهری
ciutadà	شهروند
ciutadà	شهروندی
periòdic	روزنامه
benefici	منفعت
benefici	نفع
benefici	سودی
benefici	سود
espectre	طیف
supervivència	بقا
supervivència	بقای
supervivència	بقاء
inversió	وارون
suggereix	پیشنهاد
ciutadania	تابعیت
ciutadania	شهروندی
positiu	مثبت
traçat	ردیابی
granja	مزرعه
granja	فارم
laura	لورا
vegetal	سبزیجات
habilitats	مهارتش
habilitats	مهارت
habilitats	مهارتهای
somni	دریم
somni	خواب
somni	رویا
somni	رؤیا
somni	رویای
somni	رؤیای
golfes	شیروانی
polèmica	مجادله
polèmica	جدال
polèmica	جنجال
trinitat	تثلیث
trinitat	ترینیتی
trinitat	ترینیداد
index	شاخص
index	نمایه
pokémon	پوکمون
camerun	کامرون
banu	banu
leonardo	لئوناردو
picasso	پیکاسو
bagdad	بغداد
parma	پارما
marsella	مارسی
simetria	تقارن
road	جاده
client	مشتری
client	کارخواه
client	موکل
vigo	سلتاویگو
rebel	شورشی
rebel	یاغی
rebel	طغیان
freqüentment	غالبا
llit	تخت
llit	تختخواب
llit	بستر
llit	رختخواب
creure	باور
creure	ایمان
felipe	فیلیپه
experiment	آزمایش
tauler	داشبورد
tauler	بورد
tauler	تخته
muñoz	مونیوز
youthyears	youthyears
sonata	سوناتا
baden	بادن
sessió	جلسه
sessió	نشست
sessió	ملاقات
sessió	جلسه
sessió	دیدار
alumne	محصل
alumne	شاگرد
alumne	دانشجو
còrsega	کورسیکا
castellar	کاستیار
sepultura	قبر
who	که
relats	داستان
relats	داستانها
narcís	نرگس
pèl	موی
pèl	مو
pèl	موها
harvard	هاروارد
niça	خوبی
niça	قشنگ
niça	قشنگه
taronja	پرتقال
taronja	نارنجی
taronja	اورنج
percentatge	درصد
percentatge	درصدی
percentatge	درصد
blues	بلوز
manifestació	تظاهرات
bruce	بروس
recurs	توسل
recurs	منبع
lector	ریدر
lector	خواننده
lector	خوانندگان
monumental	قیاس
acollir	میزبانی
aportar	فراهم
amo	امو
amo	amo
budapest	بوداپست
ter	تر
reflecteix	اندیشه
reflecteix	منعکس
activament	فعالانه
noies	دخترها
noies	دختران
egipcis	مصریان
valle	بایه
valle	واله
conclusió	نتیجه
manga	مانگا
modalitat	حالت
aparentment	ظاهرا
contactes	مخاطبین
còmics	کمیک
ram	رام
ram	ram
ram	رم
senegal	سنگال
allah	allah
allah	الله
hugo	هوگو
hugo	هیوگو
african	آفریقایی
mestra	معلم
mestra	معلمی
mestra	teacher
mestra	آموزگار
pre	pre
non	عدم
non	غیر
ernst	ارنست
feble	ناتوان
feble	ضعیفی
feble	ضعیف
feble	سست
profund	اعماق
profund	ژرف
profund	عمیق
aprovada	تأیید
psicologia	روانشناسی
confusió	آشفتگی
confusió	گیجی
confusió	اغتشاش
confusió	سردرگمی
circuits	مدارهای
croats	کرووات
land	خشکی
land	land
land	سرزمین
llegendes	افسانه
ambaixada	سفارت
ambaixada	سفارتخانه
efectiu	نقد
efectiu	نقدی
efectiu	کش
efectiu	مؤثر
efectiu	موثر
minoria	اقلیت
aragonès	آراگونی
rose	رز
rose	رُز
diàleg	محاوره
magistrat	دادرس
ann	ان
viva	viva
normandia	نورماندی
àudio	صدا
gramàtica	گرامر
vigilància	نظارت
vigilància	نظارتی
referèndum	رفراندم
socis	شرکا
socis	همتای
socis	شریک
centímetres	سانتیمتر
infecció	آلودگی
infecció	عفونت
delhi	دهلی
fàbriques	کارخانجات
raymond	ریموند
sentència	قضاوت
sentència	حکم
sentència	قضاوتی
sentència	داوری
definida	قطعی
tendències	گرایشها
lucas	لوکاس
llança	نیزه
llança	اسپیر
valencia	والنسیا
vestits	لباس
out	بیرون
out	برون
ludwig	لودویگ
arena	آرنا
sorpresa	غافلگیری
sorpresa	surprise
sorpresa	سورپرایز
sorpresa	سوپرایز
krasnodar	کراسنودار
altiplà	فلات
reunions	جلسات
explosió	انفجاری
explosió	انفجار
lideratge	رهبری
fruita	میوه
demostració	دمو
demostració	تظاهرات
humitat	رطوبت
centra	سنتر
centra	مرکزش
centra	مرکز
lió	لیون
tela	پارچه
bòsnia	بوسنی
informes	گزارشها
angola	آنگولا
atp	atp
suau	ملایم
suau	نرمه
suau	نرمی
suau	سافت
suau	نرم
suau	هموار
suau	صاف
suau	نرم
poderós	توانمند
poderós	مقتدر
poderós	توانا
poderós	نیرومند
poderós	پرقدرت
poderós	قدرتمند
tronc	تنه
negociar	مذاکره
bancs	بنک
bancs	بانکها
bancs	بانک
bancs	بنکس
regència	رگنسی
defensor	مدافع
expulsió	اخراج
nazis	نازیها
bohèmia	بوهم
guitarrista	guitarist
guitarrista	گیتاریست
terratrèmol	زلزله
estàtues	مجسمه
aportació	ورودی
aportació	سهم
dans	dans
túnel	تونلی
túnel	تونل
guerrers	جنگجویان
competències	مهارتش
competències	مهارت
competències	مهارتهای
competències	قدرتهای
experiències	تجارب
experiències	تجربه
experiències	تجربیات
tsar	تزار
infraclassis	infraclassis
proporcions	نسبتهای
proporcions	تناسب
enfrontaments	درگیریها
enfrontaments	clashes
alejandro	آلخاندرو
orange	پرتقال
orange	نارنجی
orange	اورنج
setze	sixteen
setze	شانزده
fil	نخ
fil	رشته
malta	مالت
júnior	جونیور
sentiment	احساس
sentiment	حس
sentiment	احساسش
vital	حیاتی
laurent	لوران
laurent	لورنت
accepta	میپذیرد
accepta	پذیرد
accepta	accept
accepta	پذیرش
accepta	قبول
trasllat	انتقال
equatorial	استوایی
finances	مالی
dependència	وابستگی
desplaçament	جابجایی
desplaçament	گردشی
desplaçament	انحراف
dinàmica	داینامیک
dinàmica	پویای
dinàmica	پویا
dinàmica	دینامیک
japan	ژاپن
cantonada	گوشه
milles	مایل
milles	مایلز
cercles	دایره
auxiliar	امدادی
fresc	تازه
presidents	جمهور
coordinació	هماهنگی
formacions	احداث
tractaments	درمانهای
quilòmetre	کیلومتر
paolo	پائولو
corrupció	تباهی
corrupció	فساد
alfa	آلفا
conrad	کنراد
disminució	کاهش
interfície	واسط
interfície	رابط
fang	فنگ
fang	فانگ
reconstruir	بازسازی
obrers	کارگرها
obrers	کارگران
kennedy	کندی
turons	هیلز
anal	مقعد
anal	مقعدی
prado	پرادو
parker	پارکر
sessions	نشستهای
sessions	جلسات
mongols	مغول
mongols	مغولها
copenhaguen	کپنهاگ
veí	همسایه
veí	همسایه
mariano	ماریانو
fabricant	سازنده
contenir	حاوی
incident	حادثه
incident	واقعه
pàtria	میهن
elizabeth	الیزابت
enzim	آنزیم
mental	ذهنی
edificació	ساختن
edificació	ساختمانی
edificació	ساختمان
oregon	اورگان
oregon	اورگن
religions	ادیان
religions	مذاهب
opinions	بازخورد
cria	شکوفا
cria	پرورش
corredor	رانر
corredor	دونده
corredor	دالان
publi	پوبلیوس
prosa	نثر
louisiana	لوئیزیانا
contaminació	آلودگی
necessàries	لازم
necessàries	ضروری
necessàries	واجب
creences	اعتقادات
creences	عقاید
creences	باورهای
colonització	اسکان
colonització	مهاجرت
colonització	استعمار
bàsiques	پایه
bàsiques	پکیج
bàsiques	بیسیک
destinació	مقصد
destinació	سرنوشت
destinació	تقدیر
destinació	سرنوشتی
assistent	دستیاری
assistent	دستیار
assistent	جادوگر
líbia	لیبی
osca	هوئسکا
malàisia	مالزی
malàisia	iran
ottawa	اتاوا
minut	دقیقه
psc	psc
tennessee	تنسی
demogràfica	جمعیتی
catorze	چهارده
maurici	موریس
cròniques	سرگذشت
suite	سوئیت
gra	حبوبات
gra	دانه
gra	گندم
alumini	آلومینیوم
alumini	آلومینیوم
fide	فیده
xifres	شکلها
xifres	شکلی
xifres	شکلهای
xifres	ارقام
wolfgang	ولفگانگ
rics	ثروتمند
rics	ثروتمندان
rics	پولدار
rics	پولداری
rics	غنی
rics	ریچ
cross	صلیب
cross	کراس
cross	عبور
escorça	بارک
escorça	پارس
llibreria	کتابفروشی
enregistrament	ضبط
evangeli	انجیل
flauta	فلوت
transcripció	رونویسی
pacient	بیمار
pacient	صبور
pacient	صبر
pacient	استقامت
sibèria	سیبری
ivori	عاج
arnold	آرنولد
salvatge	وحشی
salvatge	وایلد
salvatge	وحشی
diplomàtic	دیپلمات
weber	وبر
cinturó	کمربند
posen	پازن
plats	ظرفها
plats	ظروف
plats	غذاهای
comitès	کمیته
races	نژادهای
test	آزمون
test	آزمایش
test	تست
party	مهمانی
party	پارتی
party	مهمونی
party	حزب
party	جشن
infraordo	infraordo
sisena	ششمین
sisena	ششم
sisena	ششمی
nebraska	نبراسکا
flamenc	فلامنکو
extracció	استخراج
varsòvia	ورشو
down	فرود
down	پایین
mercuri	عطارد
mercuri	جیوه
mercuri	مرکوری
personalment	شخصا
personalment	شخصاً
mèdica	طبی
mèdica	medical
mèdica	پزشکی
cabal	جریان
about	درباره
about	دربارۀ
cartago	کارتاژ
setè	هفتمین
setè	هفتم
monges	راهبه
oposat	مخالف
myers	مایرز
sinònim	مترادف
castillo	کاستیلو
parells	همسالان
parells	جفت
fra	فرا
puc	puc
representava	تصور
rao	رائو
sentiments	احساسات
sentiments	احساس
sentiments	احساساتی
acceptat	پذیرفت
acceptat	پذیرفته
prim	پریم
avançada	پیشرفته
sòls	طبقه
sòls	طبقات
discussions	بحثهای
primo	پریمو
plom	تقدم
plom	سرب
plom	لید
ment	ذهن
ment	mind
zuric	زوریخ
zuric	زوریخ
fotògraf	photographer
fotògraf	عکاس
canviant	تغییر
disney	دیزنی
wii	وی
òptica	اپتیک
penal	جنایتکار
penal	مجرم
penal	تبهکار
penal	کیفری
newton	نیوتون
newton	نیوتن
estrany	عجیبی
estrany	عجیب
hamilton	همیلتون
líban	لبنان
polar	قطبی
hammond	هموند
murray	مورای
murray	موری
blog	بلاگ
blog	وبلاگ
cereals	حبوبات
cereals	غلات
pitjor	بدترین
traductor	translator
traductor	مترجم
emirat	امارت
lleuger	خفیف
lleuger	سخی
resident	مقیم
resident	ساکن
resident	رزیدنت
resident	اقامت
bolonya	بولونیا
emmagatzematge	انبار
emmagatzematge	ذخیره
militants	بیخدایان
saturn	زحل
uicn	iucn
jiménez	خیمنز
funcional	تابعی
sport	sport
sport	اسپورت
sport	ورزش
sport	ورزشی
sport	ورزشکار
renom	دارای
renom	رنوین
temporalment	موقتاً
temporalment	موقت
temporalment	موقتی
temporalment	موقتا
assessor	مشاور
formatge	پنیر
shakespeare	شکسپیر
tenerife	تنریف
quebec	کبک
ciceró	سیسرو
sencer	کل
franklin	فرانکلین
bombardeig	بمباران
ducs	دوکس
stuttgart	اشتوتگارت
jonathan	جاناتان
campus	پردیس
vector	بردار
algorisme	الگوریتم
metre	متر
metre	کنتور
metre	متر
abraham	آبراهام
abraham	قصّه
abraham	ابراهیم
etiqueta	برچسب
poètica	شاعرانه
duran	دورن
pen	قلم
hola	الو
hola	سلام
segre	سگره
billy	بیلی
parents	نزدیکان
parents	خویشان
parents	خویشاوندان
sigles	سرنام
socks	جوراب
malalt	مریض
malalt	بیمار
malalt	مریضی
beethoven	بتهوون
creença	اعتقاد
grant	گرنت
grant	گرانت
grant	اعطای
athletic	اتلتیک
athletic	ورزشی
athletic	ورزشکار
avantatges	مزایای
avantatges	مزایا
utah	یوتا
vari	واریو
morter	خمپاره
defensors	مدافعان
ross	راس
molina	مولینا
cotó	کاتن
cotó	کتان
cotó	پنبه
emplaçament	کاریابی
emplaçament	محل
emplaçament	مکان
sporting	اسپورتینگ
sporting	ورزشی
antena	انتن
antena	آنتن
apple	سیب
apple	apple
apple	اپل
crèdits	credits
crèdits	تیتراژ
gerard	جرارد
stanley	استنلی
seda	سیلک
seda	ابریشم
seda	پرنیان
seda	ابریشمی
seda	حریر
superfamilia	superfamilia
panorama	پانوراما
connecta	وصل
connecta	اتصال
connecta	متصل
bombes	پمپ
bombes	بمبها
bombes	بمبهای
faraó	فرعون
calci	کلسیم
sonda	کاوشگر
dissabte	شنبه
lectors	خوانندگان
academia	آکادمی
academia	فرهنگستان
bec	منقار
aguilar	آگیلار
estònia	استونی
territorials	ارضی
notació	نشانگذاری
notació	نماد
clark	کلارک
nitrogen	نیتروژن
main	main
main	اصلی
main	ماین
kelly	کلی
botànica	گیاهشناسی
reflexió	بازتاب
reflexió	انعکاس
pasqua	پسح
màrtirs	شهدا
màrtirs	شهیدان
cnt	cnt
distàncies	فواصل
escenaris	سناریوهای
oberts	باز
requisits	نیازها
requisits	نیازهای
convergència	همگرایی
rebuig	انکار
rebuig	مردود
corneli	کورنلیوس
hermann	هرمان
opus	اپوس
protestes	اعتراضات
modifica	تغییر
simultàniament	همزمان
pequín	پکن
administradors	admins
fita	سنگچین
eixos	محورها
benjamin	بنجامین
benjamin	بنیامین
convidat	مهمان
convidat	میهمان
lincoln	لینکن
lincoln	لینکولن
lincoln	لینکلن
somàlia	سومالی
defecte	عیب
defecte	نقص
lleialtat	وفاداری
lleialtat	وفای
lleialtat	وفادار
demòcrata	دموکرات
demòcrata	دمکرات
matèries	مواد
matèries	مصالح
periodistes	خبرنگاران
germain	ژرمن
berga	برگا
córdoba	کوردوبا
instrumental	سازی
armeni	ارمنیان
armeni	ارمنی
soroll	نویز
off	خاموش
mel	هانی
mel	عسلی
mel	عزیزم
mel	عسل
morgan	مورگان
morgan	مرگان
morgan	مورگن
islàndia	ایسلند
perfecte	عالی
perfecte	perfect
perfecte	پرفکت
charlie	چارلی
armat	مسلح
armat	مجهز
guy	گای
guy	یارو
kim	کیم
kim	kim
adquirit	بدست
adquirit	اکتسابی
protesta	تظاهرات
protesta	اعتراض
protesta	اعتراضات
protesta	اعتراضی
noruec	نروژی
noruec	نروژ
rarament	ندرت
rarament	بندرت
modes	حالتهای
negatiu	نگاتیو
negatiu	منفی
meta	متا
extrema	افراطی
ahmed	احمد
islàmic	مسلمانها
islàmic	اسلامی
míssils	موشکها
som	ثم
fonaments	مبانی
glòria	گلوریا
glòria	عزت
glòria	جلال
glòria	شکوه
bloqueig	قفل
portaven	پوشید
assolit	رسید
gràfics	نگارهای
gràfics	گرافیک
gràfics	گرافیکی
constants	ثابت
constants	دائم
constants	مداوم
helena	هلنا
europe	اروپای
europe	اروپا
respon	پاسخ
für	für
pins	پاینز
contraforts	spurs
eta	اتا
recollida	پیکاپ
recollida	مجموعۀ
recollida	مجموعه
trastorns	اختلالات
ghana	غنا
alex	الکس
alex	آلکس
lanka	لانکا
canadenc	کانادایی
canadenc	کانادا
físics	فیزیکدانان
utilitat	سودمندی
dell	دل
estàndards	استانداردها
estàndards	استانداردهای
orelles	گوش
orelles	گوشها
orelles	گوشهای
positiva	مثبت
norman	نورمن
establint	تاسیس
establint	تأسیس
malalts	مریض
malalts	بیمار
malalts	مریضی
fina	فینا
fina	لاغر
fina	نازک
fina	لاغری
exposar	افشا
càmeres	دوربینها
trio	trio
iemen	یمن
divendres	آدینه
divendres	جمعه
aproximada	فازی
aproximada	نامشخص
aproximada	مبهم
circ	سیرک
corpus	پیکره
corpus	جسم
islàmica	مسلمانها
islàmica	اسلامی
potent	توانا
potent	نیرومند
potent	پرقدرت
potent	قدرتمند
garona	گارون
àrbitre	داور
visibles	نمایان
visibles	مرئی
amiga	amiga
conductor	راننده
conductor	گرداننده
galàxies	کهکشانها
volcà	آتشفشان
intèrpret	مترجم
intèrpret	مفسر
casc	کلاه
divina	الهی
ltd	ltd
tribú	تریبون
orbital	اوربیتال
orbital	مداری
realitzant	نمایشی
aparent	آشکار
aparent	ظاهری
suspensió	تعلیق
suspensió	معلق
alsàcia	آلزاس
alternatiu	جایگزین
alternatiu	متناوب
governants	فرمانروایان
governants	حاکمان
nevada	نوادا
toronto	toronto
toronto	تورنتو
escollida	برگزیده
latm	latm
bastida	داربست
leo	لئو
leo	leo
robin	رابین
robin	روبین
longm	longm
coet	راکت
coet	موشک
abundants	فراوان
abundants	فراوانی
accent	آکسان
accent	لهجه
deixebles	حواریون
deixebles	شاگردان
controvèrsia	مجادله
controvèrsia	جدال
controvèrsia	جنجال
controvèrsia	نزاع
controvèrsia	جدال
controvèrsia	ستیزه
controvèrsia	پرخاش
alí	علی
alí	ali
fidelitat	وفاداری
focus	کانون
focus	تمرکز
emperadriu	شهبانو
blanco	بلانکو
pura	خالص
pura	ناب
pura	پاک
queen	queen
queen	ملکه
queen	بیبی
lesió	جراحت
lesió	آزاری
lesió	زخم
roland	رولند
roland	رولاند
operador	اپراتور
operador	عملگر
simó	سیمون
simó	سایمن
simó	سایمون
crim	جرم
crim	جنایت
crim	جرایم
crim	جُرم
sans	sans
mite	افسانه
mite	اسطوره
mer	مر
enzims	آنزیم
inspecció	تفتیش
inspecció	بازرسی
barroca	باروک
zeus	زاوش
zeus	زئوس
suárez	سوارز
directes	دایرکت
directes	direct
frases	عبارتهای
frases	جملات
estel	استار
estel	ستاره
barbara	باربارا
barbara	باربرا
cercador	جستجوگر
acceptació	پذیرفتن
acceptació	پذیرش
acceptació	قبولی
plàstic	پلاستیک
plàstic	پلاستیکی
malament	اشتباه
malament	نادرست
donald	دونالد
enfocament	رویکرد
expressions	عبارتهای
tanzània	تانزانیا
extremadura	اکسترمادورا
guanyadora	برنده
confluència	تلاقی
núvols	ابری
núvols	ابر
núvols	ابرها
dewey	دوی
telescopi	تلسکوپ
pròleg	دیباچه
pròleg	سرآغاز
zhang	ژانگ
zhang	شانگ
bros	bros
dimitir	استعفا
conselleria	مشاوره
útils	مفید
profundament	عمیقاً
profundament	عمیقا
bengala	بنگال
convencional	مرسوم
convencional	متعارف
consideració	رسیدگی
procediments	روشها
gradualment	تدریج
pobre	فقیران
pobre	فقیر
pobre	فقیری
pobre	بیچاره
fantasia	فانتزی
fantasia	وهم
mongòlia	مغولستان
prohibició	ممنوعیت
quins	چی
quins	چه
extra	اضافی
extra	اضافه
cable	سیم
cable	کابل
cable	وایر
cable	کابلی
cable	کابل
blasco	بلاسکو
especialitat	تخصص
músculs	عضلات
lunar	قمری
dominació	تسلط
abc	abc
educatiu	آموزنده
educatiu	آموزشی
violinista	گنبدی
johnny	جانی
capacitats	قابلیت
dissenyador	طراح
dissenyador	نگارنده
dissenyador	designer
beat	بیت
elena	الینا
elena	النا
roberts	رابرتس
roberts	رابرتز
porc	خوک
solidaritat	همبستگی
solidaritat	اتحاد
maçoneria	بنایی
kevin	کوین
kevin	kevin
innovació	نوآوری
secretaria	دبیرخانه
legals	مجاز
legals	قانونی
legals	حقوقی
barca	برقی
barca	بارکا
ortografia	هجی
ortografia	املایی
roy	روی
complexes	پیچیده
complexes	هرات
nois	پسران
nois	پسرها
nois	پسرا
atemptat	ترور
dictador	دیکتاتور
wang	وانگ
wang	ونگ
anarquista	آنارشیست
presos	اسیری
presos	زندانیان
preguntes	سؤال
preguntes	سوالات
preguntes	سوال
preguntes	سؤالات
nena	ننا
domènec	دومینیک
hessen	هسه
hessen	هسن
afectat	نگران
afectat	دلواپس
avançat	پیشرفته
alessandro	الساندرو
alessandro	آلساندرو
extens	وسیع
neteja	روشن
neteja	نظافت
disparar	شلیک
disparar	شوت
jules	جولز
jules	ژول
afluents	darling
causant	مرحوم
supervivents	بازماندگان
malik	مالک
mora	مورا
galàxia	کهکشان
galàxia	گلکسی
complexitat	پیچیدگی
biografies	بیوگرافی
edificacions	ساختمانهای
edificacions	ساختمانها
cremar	سوخت
cremar	سوختگی
cremar	سوختن
cremar	سوزاندن
culpa	عیب
culpa	گناه
sodi	سدیم
currentclub	currentclub
barret	hat
barret	کلاه
forestal	جنگلداری
elx	الچه
níger	نیجر
nepal	نپال
processament	پردازش
processament	پردازی
giacomo	جاکومو
financer	مالی
soci	همکار
soci	شریک
like	شبیه
like	لایک
like	مثل
like	like
like	مانند
sabia	دانستم
romanès	رومانیایی
romanès	رومانی
esparta	اسپارتا
fongs	قارچها
fongs	قارچهای
johannes	یوهانس
economista	اقتصاددان
rossini	روسینی
cantants	خوانندگان
traïció	خیانت
paco	پاکو
estrictament	اکیدا
estrictament	اکیداً
leftarm	leftarm
censura	سانسور
combustió	احتراق
koch	کوخ
koch	کخ
comprensió	عقل
calcula	محاسبه
pantà	باتلاق
pantà	مرداب
pantà	مارش
pantà	مرداب
carlemany	شارلمانی
revelar	فاش
revelar	عیان
mit	mit
serrano	سرانو
taxes	شهریه
txec	چک
txec	چکی
modernisme	مدرنیسم
aïllat	منزوی
aïllat	ایزوله
necessàriament	الزاماً
necessàriament	لزوما
necessàriament	لزوماً
rehabilitació	اعاده
rehabilitació	نوسازی
rehabilitació	توانبخشی
veient	نظاره
veient	مراقبه
veient	تماشای
immigració	مهاجرت
hab	ویو
tracte	معامله
protestant	پروتستان
partidari	یاور
festivals	جشنهای
obtenció	وارسی
minor	کوچک
minor	خردسال
minor	کوچکی
jutges	داوران
jutges	قضات
jutges	حاکمان
montana	مونتانا
mercaderies	کالاهای
mercaderies	کالا
mercaderies	اجناس
mercaderies	کالاها
mercaderies	باربری
filip	فیلیپوس
caritat	زکات
caritat	صدقه
caritat	خیریه
avís	اخطار
avís	هشدار
alice	آلیس
melodia	ملودی
elèctrics	برق
elèctrics	electrical
elèctrics	الکتریکی
frederick	فردریک
frederick	فریدریش
vanguardia	ونگارد
hemisferi	نیمکره
vera	ورا
infraestructures	زیرساخت
facebook	facebook
facebook	فیسبوک
facebook	فیس
veïna	همسایه
sanç	سانچو
normals	نرمال
normals	عادی
normals	معمولی
normals	طبیعی
campana	ناقوس
campana	زنگ
campana	بل
havana	هاوانا
lligues	فرسنگ
teòric	نظری
centenari	صدساله
kilòmetres	مایل
kilòmetres	مایلز
kilòmetres	کیلومتر
artístics	هنرمندانه
artístics	هنرمندی
secrets	رازها
secrets	اسرار
secrets	راز
doctoral	دکترای
pesta	طاعون
excés	مازاد
excés	افراط
excés	فزون
guanyadors	برندگان
fifa	فیفا
literàries	ادبی
drogues	مواد
triangular	مثلثی
wright	رایت
tanc	مخزن
tanc	تانک
tanc	تنک
deute	قرض
deute	قرضی
deute	قرضه
deute	بدهی
percepció	ادراک
moll	لنگرگاه
moll	اسکله
silenci	سکوت
fuster	کارپنتر
fuster	نجار
fletxa	پیکان
fletxa	تیر
fletxa	ارو
intens	شدید
soiuz	سایوز
telèfon	گوشی
telèfon	تلفن
telèfon	تلفن
unificació	یگانگی
bad	bad
bad	بد
miranda	میراندا
datat	مورخ
esperanto	اسپرانتو
gravació	ضبط
anime	انیمه
diagnòstic	تشخیصش
diagnòstic	تشخیص
infantesa	کودکی
infantesa	بچگی
decorat	آراسته
tim	تیم
tim	tim
nas	دماغ
nas	بینی
gijón	خیخون
armats	مسلح
armats	مجهز
canceller	صدر
expert	متخصص
expert	کارشناس
expert	expert
andy	اندی
boys	پسران
boys	پسرها
boys	پسرا
ventura	ونتورا
heretar	ارث
burgesia	بورژوازی
dresden	درسدن
tetra	تترا
socialisme	سوسیالیسم
corporació	کورپوریشن
cervesa	بیر
cervesa	آبجو
cervesa	آبجوی
churchill	چرچیل
fugida	گریز
fugida	فرار
eslovènia	اسلوونی
alto	آلتو
alto	التو
gaspar	گاسپار
finalista	فینالیست
finalista	finalist
tragèdia	تراژدی
serp	ماره
serp	مار
casino	کازینو
casino	کازینوی
paula	پائولا
riga	ریگا
morera	موررا
albània	آلبانی
fals	کاذب
fals	دروغین
fals	نادرست
fals	غلط
fals	باطل
fals	تقلبی
fals	الکی
fals	زرشک
fals	جعل
fals	جعلی
chapelle	شاپل
semi	semi
semi	نیمه
pcupdate	pcupdate
constantment	دائماً
constantment	دائما
casanova	کازانووا
nueva	نوئوا
fracció	کسر
miami	میامی
modificat	تغییریافته
investigador	محقق
investigador	پژوهشگر
ocasionalment	گهگاه
rescat	نجات
crims	جنایات
crims	جرایم
crims	جرائم
restriccions	محدودیتهای
restriccions	محدودیتهای
restriccions	محدودیتها
restriccions	محدودیت
tours	تور
tours	تورهای
guadalajara	گوادالاخارا
alfredo	آلفردو
ses	ses
mus	mus
sensibilitat	حساسیت
kentucky	کنتاکی
abundància	فراوان
abundància	وفور
abundància	فراوانی
sergio	سرجیو
sergio	سرخیو
inspirar	الهام
tràfic	ترافیک
tràfic	ترافیکی
tràfic	قاچاق
clínica	مطب
